pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
guā,gua,gua1,刮,刮,kwaet,*[kʷˤ]r[a]t,LiJingEr,SOUND
hē,he,he1,呵,呵,xa,*qʰˤaj,LiJingEr,SOUND
hōng,hong,hong1,轟,轰,"NA","NA",LiJingEr,SOUND
hū,hu,hu1,唿,唿,"NA","NA",LiJingEr,SOUND
huò,huo,huo4,霍,霍,"NA","NA",LiJingEr,SOUND
jiàn,jian,jian4,濺,溅,tsjenH,*[ts][a][n]-s,LiJingEr,SOUND
kǎi,kai,kai3,凱,凯,khojX,*C.qʰˤəjʔ,LiJingEr,SOUND
kuāng,kuang,kuang1,哐,哐,"NA","NA",LiJingEr,SOUND
lāng,lang,lang1,啷,啷,"NA","NA",LiJingEr,SOUND
līu,liu,liu1,溜,溜,"NA","NA",LiJingEr,SOUND
luò,luo,luo4,落,落,lak,*kə.rˤak,LiJingEr,SOUND
mōu,mou,mou1,哞,哞,"NA","NA",LiJingEr,SOUND
nóng,nong,nong2,噥,哝,"NA","NA",LiJingEr,SOUND
nuò,nuo,nuo4,諾,诺,nak,*nˤak,LiJingEr,SOUND
pā,pa,pa1,啪,啪,"NA","NA",LiJingEr,SOUND
pī,pi,pi1,噼,噼,"NA","NA",LiJingEr,SOUND
pīng,ping,ping1,乒,乒,"NA","NA",LiJingEr,SOUND
qiē,qie,qie1,切,切,tshet,*[tsʰ]ˤi[t],LiJingEr,SOUND
róng,rong,rong2,瑢,瑢,"NA","NA",LiJingEr,SOUND
shuā,shua,shua1,唰,唰,"NA","NA",LiJingEr,SOUND
sōu,sou,sou1,嗖,嗖,"NA","NA",LiJingEr,SOUND
tāng,tang,tang1,嘡,嘡,"NA","NA",LiJingEr,SOUND
tōng,tong,tong1,通,通,thuwng,*l̥ˤoŋ,LiJingEr,SOUND
wāng,wang,wang1,汪,汪,'wang,*qʷˤaŋ,LiJingEr,SOUND
wéi,wei,wei2,唯,唯,ywij,*ɢʷij (< *ɢʷuj?),LiJingEr,SOUND
xiào,xiao,xiao4,嘯,啸,sewH,*sˤiw(k)-s,LiJingEr,SOUND
yí,yi,yi2,咦,咦,"NA","NA",LiJingEr,SOUND
yō,yo,yo1,唷,唷,"NA","NA",LiJingEr,SOUND
yo,yo,yo5,喲,哟,"NA","NA",LiJingEr,SOUND
zhā,zha,zha1,喳,喳,"NA","NA",LiJingEr,SOUND
wēng,weng,weng1,嗡,嗡,"NA","NA",LiJingEr,SOUND
xīu,xiu,xiu1,咻,咻,"NA","NA",LiJingEr,SOUND
xū,xu,xu1,吁,吁,xju,*qʷʰ(r)a,LiJingEr,SOUND
zhī,zhi,zhi1,吱,吱,"NA","NA",LiJingEr,SOUND
zé,ze,ze2,嘖,啧,"NA","NA",LiJingEr,SOUND
wū,wu,wu1,嗚,呜,"NA","NA",LiJingEr,SOUND
xū,xu,xu1,噓,嘘,"NA","NA",LiJingEr,SOUND
yín,yin,yin2,吟,吟,ngim,*m-qʰ(r)[ə]m,LiJingEr,SOUND
zhuó,zhuo,zhuo2,啄,啄,traewk,*mə-tˤ<r>ok,LiJingEr,SOUND
zhēng,zheng,zheng1,錚,铮,"NA","NA",LiJingEr,SOUND
xī,xi,xi1,嘻,嘻,"NA","NA",LiJingEr,SOUND
yā,ya,ya1,呀,呀,"NA","NA",LiJingEr,SOUND
yīng,ying,ying1,嚶,嘤,"NA","NA",LiJingEr,SOUND
zī,zi,zi1,嗞,嗞,"NA","NA",LiJingEr,SOUND
a~a,a~a,a5~a5,啊啊,啊啊,"NA","NA",LiJingEr,SOUND
a~wū,a~wu,a5~wu1,啊嗚,啊呜,"NA","NA",LiJingEr,SOUND
áo~áo,ao~ao,ao2~ao2,嗷嗷,嗷嗷,"NA","NA",LiJingEr,SOUND
ba~dā,ba~da,ba5~da1,吧噠,吧哒,"NA","NA",LiJingEr,SOUND
bā~lǎ,ba~la,ba1~la3,叭喇,叭喇,"NA","NA",LiJingEr,SOUND
bāng~lāng,bang~lang,bang1~lang1,邦啷,邦啷,paewng,*pˤroŋ,LiJingEr,SOUND
bié~bié,bie~bie,bie2~bie2,別別,别别,bjet~bjet,*N-pret~*N-pret,LiJingEr,SOUND
bó~bó,bo~bo,bo2~bo2,渤渤,渤渤,"NA","NA",LiJingEr,SOUND
cáo~cáo,cao~cao,cao2~cao2,嘈嘈,嘈嘈,"NA","NA",LiJingEr,SOUND
chēng~chēng,cheng~cheng,cheng1~cheng1,噌噌,噌噌,"NA","NA",LiJingEr,SOUND
zhēng~zhēng,zheng~zheng,zheng1~zheng1,錚錚,铮铮,"NA","NA",LiJingEr,SOUND
chī~chī,chi~chi,chi1~chi1,吃吃,吃吃,"NA","NA",LiJingEr,SOUND
chì~chì,chi~chi,chi4~chi4,叱叱,叱叱,"NA","NA",LiJingEr,SOUND
zī~la,zi~la,zi1~la5,呲啦,呲啦,"NA","NA",LiJingEr,SOUND
cì~líu,ci~liu,ci4~liu2,刺瘤,刺瘤,tshjeH,*[tsʰ]ek-s,LiJingEr,SOUND
cōng~róng,cong~rong,cong1~rong2,瑽瑢,瑽瑢,"NA","NA",LiJingEr,SOUND
dāng~dāng,dang~dang,dang1~dang1,當當,当当,tang~tang,*tˤaŋ~*tˤaŋ,LiJingEr,SOUND
dēng~㘄,deng~㘄,deng1~㘄,噔㘄,噔㘄,"NA","NA",LiJingEr,SOUND
dī~dī,di~di,di1~di1,滴滴,滴滴,"NA","NA",LiJingEr,SOUND
a~jīu,a~jiu,a5~jiu1,啊啾,啊啾,"NA","NA",LiJingEr,SOUND
a~yā,a~ya,a5~ya1,啊呀,啊呀,"NA","NA",LiJingEr,SOUND
ba~ba,ba~ba,ba5~ba5,吧吧,吧吧,"NA","NA",LiJingEr,SOUND
ba~tà,ba~ta,ba5~ta4,吧嗒,吧嗒,"NA","NA",LiJingEr,SOUND
ba~yā,ba~ya,ba5~ya1,吧呀,吧呀,"NA","NA",LiJingEr,SOUND
bēng~bēng,beng~beng,beng1~beng1,嘣嘣,嘣嘣,"NA","NA",LiJingEr,SOUND
bō~bō,bo~bo,bo1~bo1,剝剝,剥剥,paewk~paewk,*[p]ˤrok (~ *mə-pˤrok)~*[p]ˤrok (~ *mə-pˤrok),LiJingEr,SOUND
bō~lā,bo~la,bo1~la1,撥拉,拨拉,pat~lop,*pˤat~*[r]ˤəp,LiJingEr,SOUND
cā~cā,ca~ca,ca1~ca1,嚓嚓,嚓嚓,"NA","NA",LiJingEr,SOUND
chēng~chēng,cheng~cheng,cheng1~cheng1,琤琤,琤琤,"NA","NA",LiJingEr,SOUND
chēng~hóng,cheng~hong,cheng1~hong2,噌宏,噌宏,NA~hweang,NA~*[g]ʷˤ<r>əŋ,LiJingEr,SOUND
chī~chī,chi~chi,chi1~chi1,哧哧,哧哧,"NA","NA",LiJingEr,SOUND
cì~cì,ci~ci,ci4~ci4,刺刺,刺刺,tshjeH~tshjeH,*[tsʰ]ek-s~*[tsʰ]ek-s,LiJingEr,SOUND
cì~léng,ci~leng,ci4~leng2,刺楞,刺楞,tshjeH,*[tsʰ]ek-s,LiJingEr,SOUND
cóng~cóng,cong~cong,cong2~cong2,琮琮,琮琮,"NA","NA",LiJingEr,SOUND
dā~dā,da~da,da1~da1,噠噠,哒哒,"NA","NA",LiJingEr,SOUND
dāng~lāng,dang~lang,dang1~lang1,當啷,当啷,tang,*tˤaŋ,LiJingEr,SOUND
dī~dá,di~da,di1~da2,滴答,滴答,NA~top,NA~*[t]ˤ[u]p,LiJingEr,SOUND
dí~dí,di~di,di2~di2,滌滌,涤涤,dek~dek,*lˤiwk~*lˤiwk,LiJingEr,SOUND
ā~tì,a~ti,a1~ti4,阿嚏,阿嚏,'a~tejH,*qˤa[j]~*[t]ˤi[t]-s (< *t.lˤ-?),LiJingEr,SOUND
a~yo,a~yo,a5~yo5,啊喲,啊哟,"NA","NA",LiJingEr,SOUND
bā~bā,ba~ba,ba1~ba1,叭叭,叭叭,"NA","NA",LiJingEr,SOUND
ba~jī,ba~ji,ba5~ji1,吧唧,吧唧,"NA","NA",LiJingEr,SOUND
bāng~bāng,bang~bang,bang1~bang1,邦邦,邦邦,paewng~paewng,*pˤroŋ~*pˤroŋ,LiJingEr,SOUND
bǐ~bǐ,bi~bi,bi3~bi3,吡吡,吡吡,"NA","NA",LiJingEr,SOUND
bǔ~bǔ,bu~bu,bu3~bu3,卜卜,卜卜,puwk~puwk,*pˤok~*pˤok,LiJingEr,SOUND
bō~zhuó,bo~zhuo,bo1~zhuo2,剝啄,剥啄,paewk~traewk,*[p]ˤrok (~ *mə-pˤrok)~*mə-tˤ<r>ok,LiJingEr,SOUND
cāng~cāng,cang~cang,cang1~cang1,倉倉,仓仓,tshang~tshang,*[s.r̥]ˤaŋ~*[s.r̥]ˤaŋ,LiJingEr,SOUND
zhā~zhā,zha~zha,zha1~zha1,喳喳,喳喳,"NA","NA",LiJingEr,SOUND
chán~chán,chan~chan,chan2~chan2,潺潺,潺潺,"NA","NA",LiJingEr,SOUND
chī~chī,chi~chi,chi1~chi1,嗤嗤,嗤嗤,"NA","NA",LiJingEr,SOUND
cì~la,ci~la,ci4~la5,刺啦,刺啦,tshjeH,*[tsʰ]ek-s,LiJingEr,SOUND
chī~līu,chi~liu,chi1~liu1,哧溜,哧溜,"NA","NA",LiJingEr,SOUND
cóng~cóng,cong~cong,cong2~cong2,淙淙,淙淙,"NA","NA",LiJingEr,SOUND
dá~dá,da~da,da2~da2,答答,答答,top~top,*[t]ˤ[u]p~*[t]ˤ[u]p,LiJingEr,SOUND
dé~dé,de~de,de2~de2,得得,得得,tok~tok,*tˤək~*tˤək,LiJingEr,SOUND
dí~tà,di~ta,di2~ta4,嘀嗒,嘀嗒,"NA","NA",LiJingEr,SOUND
dí~gū,di~gu,di2~gu1,嘀咕,嘀咕,"NA","NA",LiJingEr,SOUND
dī~lì,di~li,di1~li4,滴瀝,滴沥,"NA","NA",LiJingEr,SOUND
dī~yǎ,di~ya,di1~ya3,低啞,低哑,NA~'aeX,NA~*ʔˤraʔ,LiJingEr,SOUND
dīng~dōng,ding~dong,ding1~dong1,丁冬,丁冬,teng~towng,*tˤeŋ~*tˤuŋ,LiJingEr,SOUND
dīng~líng,ding~ling,ding1~ling2,丁鈴,丁铃,teng,*tˤeŋ,LiJingEr,SOUND
dōng~dōng,dong~dong,dong1~dong1,咚咚,咚咚,"NA","NA",LiJingEr,SOUND
dǔ~dǔ,du~du,du3~du3,篤篤,笃笃,towk~towk,*tˤuk~*tˤuk,LiJingEr,SOUND
dū~nán,du~nan,du1~nan2,嘟喃,嘟喃,"NA","NA",LiJingEr,SOUND
duō~duō,duo~duo,duo1~duo1,咄咄,咄咄,twot~twot,*[t]ˤut~*[t]ˤut,LiJingEr,SOUND
è~jīu,e~jiu,e4~jiu1,呃啾,呃啾,"NA","NA",LiJingEr,SOUND
gā~zhā,ga~zha,ga1~zha1,嘎喳,嘎喳,"NA","NA",LiJingEr,SOUND
gā~gā,ga~ga,ga1~ga1,嘎嘎,嘎嘎,"NA","NA",LiJingEr,SOUND
gé~lǎ,ge~la,ge2~la3,噶喇,噶喇,"NA","NA",LiJingEr,SOUND
gē~da,ge~da,ge1~da5,疙瘩,疙瘩,"NA","NA",LiJingEr,SOUND
gé~gé,ge~ge,ge2~ge2,嗝嗝,嗝嗝,"NA","NA",LiJingEr,SOUND
gē~nóng,ge~nong,ge1~nong2,咯噥,咯哝,"NA","NA",LiJingEr,SOUND
gū~dū,gu~du,gu1~du1,咕嘟,咕嘟,"NA","NA",LiJingEr,SOUND
gǔ~gǔ,gu~gu,gu3~gu3,汩汩,汩汩,kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,LiJingEr,SOUND
gū~lū,gu~lu,gu1~lu1,咕嚕,咕噜,"NA","NA",LiJingEr,SOUND
gū~nóng,gu~nong,gu1~nong2,咕噥,咕哝,"NA","NA",LiJingEr,SOUND
gū~jī,gu~ji,gu1~ji1,呱唧,呱唧,ku,*kʷˤa,LiJingEr,SOUND
guāng~dāng,guang~dang,guang1~dang1,咣當,咣当,NA~tang,NA~*tˤaŋ,LiJingEr,SOUND
hā~hā,ha~ha,ha1~ha1,哈哈,哈哈,"NA","NA",LiJingEr,SOUND
hē~hē,he~he,he1~he1,嗬嗬,嗬嗬,"NA","NA",LiJingEr,SOUND
hēi~hēi,hei~hei,hei1~hei1,嘿嘿,嘿嘿,"NA","NA",LiJingEr,SOUND
hēng~hā,heng~ha,heng1~ha1,哼哈,哼哈,"NA","NA",LiJingEr,SOUND
hēng~yō,heng~yo,heng1~yo1,哼唷,哼唷,"NA","NA",LiJingEr,SOUND
hōng~hōng,hong~hong,hong1~hong1,訇訇,訇訇,"NA","NA",LiJingEr,SOUND
hōng~hōng,hong~hong,hong1~hong1,烘烘,烘烘,"NA","NA",LiJingEr,SOUND
dī~līu,di~liu,di1~liu1,滴溜,滴溜,"NA","NA",LiJingEr,SOUND
dīng~dāng,ding~dang,ding1~dang1,丁當,丁当,teng~tang,*tˤeŋ~*tˤaŋ,LiJingEr,SOUND
dīng~líng,ding~ling,ding1~ling2,丁零,丁零,teng~leng,*tˤeŋ~*[r]ˤiŋ,LiJingEr,SOUND
dīng~líng,ding~ling,ding1~ling2,玎玲,玎玲,"NA","NA",LiJingEr,SOUND
dū~tà,du~ta,du1~ta4,嘟嗒,嘟嗒,"NA","NA",LiJingEr,SOUND
dū~lè,du~le,du1~le4,嘟勒,嘟勒,NA~lok,NA~*[r]ˤək,LiJingEr,SOUND
dū~nāng,du~nang,du1~nang1,嘟囔,嘟囔,"NA","NA",LiJingEr,SOUND
duō~suō,duo~suo,duo1~suo1,哆嗦,哆嗦,tsyhaeX,*[t-l̥]Ajʔ,LiJingEr,SOUND
gā~bā,ga~ba,ga1~ba1,嘎巴,嘎巴,NA~pae,NA~*pˤra,LiJingEr,SOUND
gā~tà,ga~ta,ga1~ta4,嘎嗒,嘎嗒,"NA","NA",LiJingEr,SOUND
gē~dēng,ge~deng,ge1~deng1,咯噔,咯噔,"NA","NA",LiJingEr,SOUND
gē~gē,ge~ge,ge1~ge1,咯咯,咯咯,"NA","NA",LiJingEr,SOUND
gē~zhī,ge~zhi,ge1~zhi1,咯吱,咯吱,"NA","NA",LiJingEr,SOUND
gū~gū,gu~gu,gu1~gu1,咕咕,咕咕,"NA","NA",LiJingEr,SOUND
gū~jī,gu~ji,gu1~ji1,咕唧,咕唧,"NA","NA",LiJingEr,SOUND
gǔ~lù,gu~lu,gu3~lu4,骨碌,骨碌,kwot,*kˤut,LiJingEr,SOUND
gū~tà,gu~ta,gu1~ta4,呱嗒,呱嗒,ku,*kʷˤa,LiJingEr,SOUND
gū~lǎ,gu~la,gu1~la3,呱喇,呱喇,ku,*kʷˤa,LiJingEr,SOUND
guāng~guāng,guang~guang,guang1~guang1,咣咣,咣咣,"NA","NA",LiJingEr,SOUND
hāi~hāi,hai~hai,hai1~hai1,嗨嗨,嗨嗨,"NA","NA",LiJingEr,SOUND
hē~hē,he~he,he1~he1,呵呵,呵呵,xa~xa,*qʰˤaj~*qʰˤaj,LiJingEr,SOUND
hēng~ā,heng~a,heng1~a1,哼阿,哼阿,NA~'a,NA~*qˤa[j],LiJingEr,SOUND
hēng~hēng,heng~heng,heng1~heng1,哼哼,哼哼,"NA","NA",LiJingEr,SOUND
hōng~hōng,hong~hong,hong1~hong1,轟轟,轰轰,"NA","NA",LiJingEr,SOUND
hōng~lóng,hong~long,hong1~long2,轟隆,轰隆,NA~ljuwng,NA~*[r]uŋ,LiJingEr,SOUND
hōng~wū,hong~wu,hong1~wu1,轟嗚,轰呜,"NA","NA",LiJingEr,SOUND
dí~lū,di~lu,di2~lu1,嘀嚕,嘀噜,"NA","NA",LiJingEr,SOUND
dīng~dīng,ding~ding,ding1~ding1,叮叮,叮叮,"NA","NA",LiJingEr,SOUND
dīng~líng,ding~ling,ding1~ling2,丁玲,丁玲,teng,*tˤeŋ,LiJingEr,SOUND
dōng~dōng,dong~dong,dong1~dong1,冬冬,冬冬,towng~towng,*tˤuŋ~*tˤuŋ,LiJingEr,SOUND
dū~dū,du~du,du1~du1,嘟嘟,嘟嘟,"NA","NA",LiJingEr,SOUND
dū~lū,du~lu,du1~lu1,嘟嚕,嘟噜,"NA","NA",LiJingEr,SOUND
dū~nóng,du~nong,du1~nong2,嘟噥,嘟哝,"NA","NA",LiJingEr,SOUND
è~è,e~e,e4~e4,呃呃,呃呃,"NA","NA",LiJingEr,SOUND
gā~bēng,ga~beng,ga1~beng1,嘎嘣,嘎嘣,"NA","NA",LiJingEr,SOUND
gā~dēng,ga~deng,ga1~deng1,嘎噔,嘎噔,"NA","NA",LiJingEr,SOUND
gā~la~lā,ga~la~la,ga1~la5~la1,嘎啦拉,嘎啦拉,NA~NA~lop,NA~NA~*[r]ˤəp,LiJingEr,SOUND
gā~zhī,ga~zhi,ga1~zhi1,嘎吱,嘎吱,"NA","NA",LiJingEr,SOUND
gé~gé,ge~ge,ge2~ge2,格格,格格,kaek~kaek,*kˤrak~*kˤrak,LiJingEr,SOUND
gē~gū,ge~gu,ge1~gu1,咯咕,咯咕,"NA","NA",LiJingEr,SOUND
gū~dōng,gu~dong,gu1~dong1,咕咚,咕咚,"NA","NA",LiJingEr,SOUND
gū~gū,gu~gu,gu1~gu1,呱呱,呱呱,ku~ku,*kʷˤa~*kʷˤa,LiJingEr,SOUND
gū~lóng,gu~long,gu1~long2,咕隆,咕隆,NA~ljuwng,NA~*[r]uŋ,LiJingEr,SOUND
gū~lū,gu~lu,gu1~lu1,呱嚕,呱噜,ku,*kʷˤa,LiJingEr,SOUND
guō~guō,guo~guo,guo1~guo1,蟈蟈,蝈蝈,"NA","NA",LiJingEr,SOUND
háo~háo,hao~hao,hao2~hao2,嚎嚎,嚎嚎,"NA","NA",LiJingEr,SOUND
xià~xià,xia~xia,xia4~xia4,吓吓,吓吓,"NA","NA",LiJingEr,SOUND
hēng~chī,heng~chi,heng1~chi1,哼哧,哼哧,"NA","NA",LiJingEr,SOUND
hēng~jī,heng~ji,heng1~ji1,哼唧,哼唧,"NA","NA",LiJingEr,SOUND
hōng~hōng,hong~hong,hong1~hong1,哄哄,哄哄,"NA","NA",LiJingEr,SOUND
hōng~lóng,hong~long,hong1~long2,哄嚨,哄咙,"NA","NA",LiJingEr,SOUND
ǒu~ǒu,ou~ou,ou3~ou3,吘吘,吘吘,"NA","NA",LiJingEr,SOUND
hū~chī,hu~chi,hu1~chi1,呼哧,呼哧,xu,*qʰˤa,LiJingEr,SOUND
hū~hū,hu~hu,hu1~hu1,唿唿,唿唿,"NA","NA",LiJingEr,SOUND
hū~lū,hu~lu,hu1~lu1,呼嚕,呼噜,xu,*qʰˤa,LiJingEr,SOUND
huā~la,hua~la,hua1~la5,嘩啦,哗啦,"NA","NA",LiJingEr,SOUND
hūi~hūi,hui~hui,hui1~hui1,咴咴,咴咴,"NA","NA",LiJingEr,SOUND
huō~láng,huo~lang,huo1~lang2,豁郎,豁郎,NA~lang,NA~*C.rˤaŋ,LiJingEr,SOUND
jī~gū,ji~gu,ji1~gu1,嘰咕,叽咕,"NA","NA",LiJingEr,SOUND
jī~zé,ji~ze,ji1~ze2,嘰嘖,叽啧,"NA","NA",LiJingEr,SOUND
jīu~jīu,jiu~jiu,jiu1~jiu1,啾啾,啾啾,"NA","NA",LiJingEr,SOUND
kǎ~cā,ka~ca,ka3~ca1,咔嚓,咔嚓,"NA","NA",LiJingEr,SOUND
kā~dā,ka~da,ka1~da1,喀噠,喀哒,"NA","NA",LiJingEr,SOUND
kē~zhā,ke~zha,ke1~zha1,磕喳,磕喳,"NA","NA",LiJingEr,SOUND
háng~kēng,hang~keng,hang2~keng1,吭坑,吭坑,"NA","NA",LiJingEr,SOUND
kēng~qiāng,keng~qiang,keng1~qiang1,鏗鏘,铿锵,"NA","NA",LiJingEr,SOUND
kuāng~kuāng,kuang~kuang,kuang1~kuang1,哐哐,哐哐,"NA","NA",LiJingEr,SOUND
lǎ~lǎ,la~la,la3~la3,喇喇,喇喇,"NA","NA",LiJingEr,SOUND
láng~láng,lang~lang,lang2~lang2,榔榔,榔榔,"NA","NA",LiJingEr,SOUND
lì~lì,li~li,li4~li4,瀝瀝,沥沥,"NA","NA",LiJingEr,SOUND
lín~láng,lin~lang,lin2~lang2,琳琅,琳琅,NA~lang,NA~*[r]ˤaŋ,LiJingEr,SOUND
líng~líng,ling~ling,ling2~ling2,鈴鈴,铃铃,"NA","NA",LiJingEr,SOUND
lù~lù,lu~lu,lu4~lu4,轆轆,辘辘,"NA","NA",LiJingEr,SOUND
miāo~miāo,miao~miao,miao1~miao1,喵喵,喵喵,"NA","NA",LiJingEr,SOUND
mōu~mōu,mou~mou,mou1~mou1,哞哞,哞哞,"NA","NA",LiJingEr,SOUND
ní~nán,ni~nan,ni2~nan2,呢喃,呢喃,"NA","NA",LiJingEr,SOUND
ō~ō,o~o,o1~o1,噢噢,噢噢,"NA","NA",LiJingEr,SOUND
ōu~ōu,ou~ou,ou1~ou1,嘔嘔,呕呕,'uwX~'uwX,*qˤ(r)oʔ~*qˤ(r)oʔ,LiJingEr,SOUND
pā~tà,pa~ta,pa1~ta4,啪嗒,啪嗒,"NA","NA",LiJingEr,SOUND
hū~dā,hu~da,hu1~da1,忽搭,忽搭,xwot,*m̥ˤut,LiJingEr,SOUND
hū~hū,hu~hu,hu1~hu1,呼呼,呼呼,xu~xu,*qʰˤa~*qʰˤa,LiJingEr,SOUND
hū~xiào,hu~xiao,hu1~xiao4,呼嘯,呼啸,xu~sewH,*qʰˤa~*sˤiw(k)-s,LiJingEr,SOUND
huáng~huáng,huang~huang,huang2~huang2,喤喤,喤喤,"NA","NA",LiJingEr,SOUND
hǔi~hǔi,hui~hui,hui3~hui3,虺虺,虺虺,xwoj~xwoj,*[r̥]ˤu[j] (W dialect: *r̥- > MC x-)~*[r̥]ˤu[j] (W dialect: *r̥- > MC x-),LiJingEr,SOUND
jī~gā,ji~ga,ji1~ga1,嘰嘎,叽嘎,"NA","NA",LiJingEr,SOUND
jī~jī,ji~ji,ji1~ji1,嘰嘰,叽叽,"NA","NA",LiJingEr,SOUND
jiē~jiē,jie~jie,jie1~jie1,喈喈,喈喈,keaj~keaj,*kˤrəj~*kˤrəj,LiJingEr,SOUND
kǎ~ba,ka~ba,ka3~ba5,咔吧,咔吧,"NA","NA",LiJingEr,SOUND
kǎ~cā,ka~ca,ka3~ca1,咔嚓,咔嚓,"NA","NA",LiJingEr,SOUND
kā~kā,ka~ka,ka1~ka1,喀喀,喀喀,"NA","NA",LiJingEr,SOUND
háng~chī,hang~chi,hang2~chi1,吭哧,吭哧,"NA","NA",LiJingEr,SOUND
kēng~kēng,keng~keng,keng1~keng1,硜硜,硜硜,"NA","NA",LiJingEr,SOUND
kòu~kòu,kou~kou,kou4~kou4,叩叩,叩叩,khuwX~khuwX,*kʰˤ(r)oʔ~*kʰˤ(r)oʔ,LiJingEr,SOUND
kuāng~la,kuang~la,kuang1~la5,哐啦,哐啦,"NA","NA",LiJingEr,SOUND
lāng~dāng,lang~dang,lang1~dang1,啷當,啷当,NA~tang,NA~*tˤaŋ,LiJingEr,SOUND
láng~láng,lang~lang,lang2~lang2,瑯瑯,瑯瑯,"NA","NA",LiJingEr,SOUND
lì~lì,li~li,li4~li4,嚦嚦,呖呖,"NA","NA",LiJingEr,SOUND
líng~líng,ling~ling,ling2~ling2,泠泠,泠泠,"NA","NA",LiJingEr,SOUND
lìng~tái,ling~tai,ling4~tai2,令台,令台,leng~yi,*[r]ˤiŋ~*lə,LiJingEr,SOUND
mī~mī,mi~mi,mi1~mi1,咪咪,咪咪,"NA","NA",LiJingEr,SOUND
miāo~wū,miao~wu,miao1~wu1,喵嗚,喵呜,"NA","NA",LiJingEr,SOUND
nán~nán,nan~nan,nan2~nan2,喃喃,喃喃,"NA","NA",LiJingEr,SOUND
nóng~nóng,nong~nong,nong2~nong2,噥噥,哝哝,"NA","NA",LiJingEr,SOUND
ō~yí,o~yi,o1~yi2,噢咦,噢咦,"NA","NA",LiJingEr,SOUND
ōu~yǎ,ou~ya,ou1~ya3,嘔啞,呕哑,'uwX~'aeX,*qˤ(r)oʔ~*ʔˤraʔ,LiJingEr,SOUND
pā~la,pa~la,pa1~la5,啪啦,啪啦,"NA","NA",LiJingEr,SOUND
pēi~pēi,pei~pei,pei1~pei1,呸呸,呸呸,"NA","NA",LiJingEr,SOUND
hū~dū,hu~du,hu1~du1,忽嘟,忽嘟,xwot,*m̥ˤut,LiJingEr,SOUND
hū~la,hu~la,hu1~la5,呼啦,呼啦,xu,*qʰˤa,LiJingEr,SOUND
huā~huā,hua~hua,hua1~hua1,嘩嘩,哗哗,"NA","NA",LiJingEr,SOUND
huáng~huáng,huang~huang,huang2~huang2,鍠鍠,鍠鍠,"NA","NA",LiJingEr,SOUND
huò~huò,huo~huo,huo4~huo4,霍霍,霍霍,"NA","NA",LiJingEr,SOUND
jī~gē,ji~ge,ji1~ge1,咭咯,咭咯,"NA","NA",LiJingEr,SOUND
jī~nóng,ji~nong,ji1~nong2,唧噥,唧哝,"NA","NA",LiJingEr,SOUND
jīu~jī,jiu~ji,jiu1~ji1,啾唧,啾唧,"NA","NA",LiJingEr,SOUND
kā~ba,ka~ba,ka1~ba5,喀吧,喀吧,"NA","NA",LiJingEr,SOUND
kǎ~dā,ka~da,ka3~da1,咔噠,咔哒,"NA","NA",LiJingEr,SOUND
kǎi~wū,kai~wu,kai3~wu1,凱嗚,凯呜,khojX,*C.qʰˤəjʔ,LiJingEr,SOUND
háng~jī,hang~ji,hang2~ji1,吭唧,吭唧,"NA","NA",LiJingEr,SOUND
kēng~kēng,keng~keng,keng1~keng1,鏗鏗,铿铿,"NA","NA",LiJingEr,SOUND
kuāng~dāng,kuang~dang,kuang1~dang1,哐當,哐当,NA~tang,NA~*tˤaŋ,LiJingEr,SOUND
kuāng~lāng,kuang~lang,kuang1~lang1,哐啷,哐啷,"NA","NA",LiJingEr,SOUND
luǒ~dāng,luo~dang,luo3~dang1,鎯鐺,鎯铛,"NA","NA",LiJingEr,SOUND
láo~tāo,lao~tao,lao2~tao1,嘮叨,唠叨,"NA","NA",LiJingEr,SOUND
liè~liè,lie~lie,lie4~lie4,獵獵,猎猎,ljep~ljep,*r[a]p~*r[a]p,LiJingEr,SOUND
líng~líng,ling~ling,ling2~ling2,玲玲,玲玲,"NA","NA",LiJingEr,SOUND
lóng~lóng,long~long,long2~long2,隆隆,隆隆,ljuwng~ljuwng,*[r]uŋ~*[r]uŋ,LiJingEr,SOUND
mī~wū,mi~wu,mi1~wu1,咪嗚,咪呜,"NA","NA",LiJingEr,SOUND
miē~miē,mie~mie,mie1~mie1,咩咩,咩咩,"NA","NA",LiJingEr,SOUND
nāng~nāng,nang~nang,nang1~nang1,囔囔,囔囔,"NA","NA",LiJingEr,SOUND
é~é,e~e,e2~e2,哦哦,哦哦,"NA","NA",LiJingEr,SOUND
ōu~gā,ou~ga,ou1~ga1,嘔嘎,呕嘎,'uwX,*qˤ(r)oʔ,LiJingEr,SOUND
pā~cā,pa~ca,pa1~ca1,啪嚓,啪嚓,"NA","NA",LiJingEr,SOUND
pā~pā,pa~pa,pa1~pa1,啪啪,啪啪,"NA","NA",LiJingEr,SOUND
pēng~bàng,peng~bang,peng1~bang4,砰磅,砰磅,"NA","NA",LiJingEr,SOUND
péng~péng,peng~peng,peng2~peng2,朋朋,朋朋,bong~bong,*[b]ˤəŋ~*[b]ˤəŋ,LiJingEr,SOUND
péng~péng,peng~peng,peng2~peng2,蓬蓬,蓬蓬,"NA","NA",LiJingEr,SOUND
