pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
xī~suǒ,xi~suo,xi1~suo3,悉索,悉索,sit~sak,*[s]i[t]~*[s]ˤak,WangWanRen,SOUND
xī~xī~shā~shā,xi~xi~sha~sha,xi1~xi1~sha1~sha1,悉悉沙沙,悉悉沙沙,sit~sit~srae~srae,*[s]i[t]~*[s]i[t]~*sˤraj~*sˤraj,WangWanRen,SOUND
xī~lì,xi~li,xi1~li4,淅瀝,淅沥,NA,NA,WangWanRen,SOUND
xī~lì~lì,xi~li~li,xi1~li4~li4,淅瀝瀝,淅沥沥,NA,NA,WangWanRen,SOUND
xī~lì~xī~lì,xi~li~xi~li,xi1~li4~xi1~li4,淅瀝淅瀝,淅沥淅沥,NA,NA,WangWanRen,SOUND
xī~xī,xi~xi,xi1~xi1,淅淅,淅淅,NA,NA,WangWanRen,SOUND
xī~xī~sà~sà,xi~xi~sa~sa,xi1~xi1~sa4~sa4,淅淅颯颯,淅淅飒飒,NA,NA,WangWanRen,SOUND
xī~xī~shā~shā,xi~xi~sha~sha,xi1~xi1~sha1~sha1,淅淅沙沙,淅淅沙沙,NA~NA~srae~srae,NA~NA~*sˤraj~*sˤraj,WangWanRen,SOUND
xī~lī~huā~lā,xi~li~hua~la,xi1~li1~hua1~la1,唏哩嘩啦,唏哩哗啦,NA,NA,WangWanRen,SOUND
xī~lī~huā~lā,xi~li~hua~la,xi1~li1~hua1~la1,稀哩嘩啦,稀哩哗啦,NA,NA,WangWanRen,SOUND
xī~lī~huā~lāng,xi~li~hua~lang,xi1~li1~hua1~lang1,唏哩嘩啷,唏哩哗啷,NA,NA,WangWanRen,SOUND
xī~xī~hū~hū,xi~xi~hu~hu,xi1~xi1~hu1~hu1,唏唏呼呼,唏唏呼呼,NA~NA~xu~xu,NA~NA~*qʰˤa~*qʰˤa,WangWanRen,SOUND
xiā~xiā,xia~xia,xia1~xia1,呷呷,呷呷,NA,NA,WangWanRen,SOUND
xiāo~xiāo,xiao~xiao,xiao1~xiao1,蕭蕭,萧萧,sew~sew,*sˤiw~*sˤiw,WangWanRen,SOUND
xiāo~xiāo~sà~sà,xiao~xiao~sa~sa,xiao1~xiao1~sa4~sa4,蕭蕭颯颯,萧萧飒飒,sew~sew,*sˤiw~*sˤiw,WangWanRen,SOUND
xiāo~xiāo~sè~sè,xiao~xiao~se~se,xiao1~xiao1~se4~se4,蕭蕭瑟瑟,萧萧瑟瑟,sew~sew~srit~srit,*sˤiw~*sˤiw~*[s.m]ri[t]~*[s.m]ri[t],WangWanRen,SOUND
xiāo~xiāo,xiao~xiao,xiao1~xiao1,瀟瀟,潇潇,NA,NA,WangWanRen,SOUND
xiào~xiào,xiao~xiao,xiao4~xiao4,嘯嘯,啸啸,sewH~sewH,*sˤiw(k)-s~*sˤiw(k)-s,WangWanRen,SOUND
xiè~xiè~suǒ~suǒ,xie~xie~suo~suo,xie4~xie4~suo3~suo3,屑屑索索,屑屑索索,set~set~sak~sak,*s-lˤi[t]~*s-lˤi[t]~*[s]ˤak~*[s]ˤak,WangWanRen,SOUND
xīu~xīu,xiu~xiu,xiu1~xiu1,咻咻,咻咻,NA,NA,WangWanRen,SOUND
xū~xū,xu~xu,xu1~xu1,吁吁,吁吁,xju~xju,*qʷʰ(r)a~*qʷʰ(r)a,WangWanRen,SOUND
xū~xū,xu~xu,xu1~xu1,噓噓,嘘嘘,NA,NA,WangWanRen,SOUND
yā,ya,ya1,啞,哑,'aeX,*ʔˤraʔ,WangWanRen,SOUND
yā~yā,ya~ya,ya1~ya1,啞啞,哑哑,'aeX~'aeX,*ʔˤraʔ~*ʔˤraʔ,WangWanRen,SOUND
yā,ya,ya1,呀,呀,NA,NA,WangWanRen,SOUND
yā~yā,ya~ya,ya1~ya1,呀呀,呀呀,NA,NA,WangWanRen,SOUND
yā~yā~yā,ya~ya~ya,ya1~ya1~ya1,呀呀呀,呀呀呀,NA,NA,WangWanRen,SOUND
yà~yà,ya~ya,ya4~ya4,軋軋,轧轧,'eat~'eat,*qˤrət~*qˤrət,WangWanRen,SOUND
yé~yé,ye~ye,ye2~ye2,耶耶,耶耶,NA,NA,WangWanRen,SOUND
yī~yā,yi~ya,yi1~ya1,咿呀,咿呀,'jij,*[ʔ]ij,WangWanRen,SOUND
yī~yā,yi~ya,yi1~ya1,咿啞,咿哑,'jij~'aeX,*[ʔ]ij~*ʔˤraʔ,WangWanRen,SOUND
yī~yā~yī~yā,yi~ya~yi~ya,yi1~ya1~yi1~ya1,咿啞咿啞,咿哑咿哑,'jij~'aeX~'jij~'aeX,*[ʔ]ij~*ʔˤraʔ~*[ʔ]ij~*ʔˤraʔ,WangWanRen,SOUND
yī~yī~wú~wú,yi~yi~wu~wu,yi1~yi1~wu2~wu2,咿咿唔唔,咿咿唔唔,'jij~'jij,*[ʔ]ij~*[ʔ]ij,WangWanRen,SOUND
yī~yā~yī~yā,yi~ya~yi~ya,yi1~ya1~yi1~ya1,咿呀咿呀,咿呀咿呀,'jij~NA~'jij,*[ʔ]ij~NA~*[ʔ]ij,WangWanRen,SOUND
yī~yī~yā~yā,yi~yi~ya~ya,yi1~yi1~ya1~ya1,咿咿啞啞,咿咿哑哑,'jij~'jij~'aeX~'aeX,*[ʔ]ij~*[ʔ]ij~*ʔˤraʔ~*ʔˤraʔ,WangWanRen,SOUND
yī~zhī~yā,yi~zhi~ya,yi1~zhi1~ya1,一吱呀,一吱呀,'jit,*ʔi[t],WangWanRen,SOUND
yī~yī,yi~yi,yi1~yi1,噫噫,噫噫,NA,NA,WangWanRen,SOUND
yín~yín,yin~yin,yin2~yin2,狺狺,狺狺,NA,NA,WangWanRen,SOUND
yīng~yīng,ying~ying,ying1~ying1,嚶嚶,嘤嘤,NA,NA,WangWanRen,SOUND
yíng~yíng,ying~ying,ying2~ying2,營營,营营,yweng~yweng,*[ɢ]ʷeŋ~*[ɢ]ʷeŋ,WangWanRen,SOUND
yíng~yíng~wēng~wēng,ying~ying~weng~weng,ying2~ying2~weng1~weng1,營營嗡嗡,营营嗡嗡,yweng~yweng,*[ɢ]ʷeŋ~*[ɢ]ʷeŋ,WangWanRen,SOUND
yóng~yóng,yong~yong,yong2~yong2,喁喁,喁喁,NA,NA,WangWanRen,SOUND
yōu~yōu,you~you,you1~you1,呦呦,呦呦,NA,NA,WangWanRen,SOUND
yōu~yōu~shēn~shēn,you~you~shen~shen,you1~you1~shen1~shen1,呦呦詵詵,呦呦诜诜,NA~NA~srin~srin,NA~NA~*srər~*srər,WangWanRen,SOUND
yōu~yōu,you~you,you1~you1,幽幽,幽幽,'jiw~'jiw,*[ʔ](r)iw~*[ʔ](r)iw,WangWanRen,SOUND
yōu~yōu~yān~yān,you~you~yan~yan,you1~you1~yan1~yan1,幽幽咽咽,幽幽咽咽,'jiw~'jiw~'en~'en,*[ʔ](r)iw~*[ʔ](r)iw~*ʔˤi[n]~*ʔˤi[n],WangWanRen,SOUND
zào~zào~qiē~qiē,zao~zao~qie~qie,zao4~zao4~qie1~qie1,噪噪切切,噪噪切切,NA~NA~tshet~tshet,NA~NA~*[tsʰ]ˤi[t]~*[tsʰ]ˤi[t],WangWanRen,SOUND
zé~zé,ze~ze,ze2~ze2,嘖嘖,啧啧,NA,NA,WangWanRen,SOUND
zé~zé~zhā~zhā,ze~ze~zha~zha,ze2~ze2~zha1~zha1,嘖嘖喳喳,啧啧喳喳,NA,NA,WangWanRen,SOUND
zhā~bā~zhā~bā,zha~ba~zha~ba,zha1~ba1~zha1~ba1,喳叭喳叭,喳叭喳叭,NA,NA,WangWanRen,SOUND
zhā~zhā,zha~zha,zha1~zha1,喳喳,喳喳,NA,NA,WangWanRen,SOUND
zhā~zhā,zha~zha,zha1~zha1,扎扎,扎扎,NA,NA,WangWanRen,SOUND
zhēng,zheng,zheng1,錚,铮,NA,NA,WangWanRen,SOUND
zhēng~cóng,zheng~cong,zheng1~cong2,錚琮,铮琮,NA,NA,WangWanRen,SOUND
zhēng~zhēng,zheng~zheng,zheng1~zheng1,錚錚,铮铮,NA,NA,WangWanRen,SOUND
zhēng~zhēng~cóng~cóng,zheng~zheng~cong~cong,zheng1~zheng1~cong2~cong2,錚錚琮琮,铮铮琮琮,NA,NA,WangWanRen,SOUND
zhēng~zhēng~cóng~cóng,zheng~zheng~cong~cong,zheng1~zheng1~cong2~cong2,錚錚淙淙,铮铮淙淙,NA,NA,WangWanRen,SOUND
zhōu~jīu,zhou~jiu,zhou1~jiu1,啁啾,啁啾,traew,*tˤriw,WangWanRen,SOUND
zhuàn~zhuàn,zhuan~zhuan,zhuan4~zhuan4,囀囀,啭啭,NA,NA,WangWanRen,SOUND
zī,zhi,zi1,吱,吱,NA,NA,WangWanRen,SOUND
zī~gā,zhi~ga,zi1~ga1,吱嘎,吱嘎,NA,NA,WangWanRen,SOUND
zī~gā~zī~gā,zhi~ga~zhi~ga,zi1~ga1~zi1~ga1,吱嘎吱嘎,吱嘎吱嘎,NA,NA,WangWanRen,SOUND
zī~lou,zhi~lou,zi1~lou5,吱嘍,吱喽,NA,NA,WangWanRen,SOUND
zī~lóu~lóu,zhi~lou~lou,zi1~lou2~lou2,吱婁婁,吱娄娄,NA~lju~lju,NA~*[r]o~*[r]o,WangWanRen,SOUND
zī~chǒu,zhi~chou,zi1~chou3,吱吜,吱吜,NA,NA,WangWanRen,SOUND
zī~yǎ,zhi~ya,zi1~ya3,吱啞,吱哑,NA~'aeX,NA~*ʔˤraʔ,WangWanRen,SOUND
zī~yā,zhi~ya,zi1~ya1,吱呀,吱呀,NA,NA,WangWanRen,SOUND
zī~yā~zī~yā,zhi~ya~zhi~ya,zi1~ya1~zi1~ya1,吱呀吱呀,吱呀吱呀,NA,NA,WangWanRen,SOUND
zī~zī,zhi~zhi,zi1~zi1,吱吱,吱吱,NA,NA,WangWanRen,SOUND
zī~zī~gā~gā,zhi~zhi~ga~ga,zi1~zi1~ga1~ga1,吱吱嘎嘎,吱吱嘎嘎,NA,NA,WangWanRen,SOUND
zī~zī~gé~gé,zhi~zhi~ge~ge,zi1~zi1~ge2~ge2,吱吱格格,吱吱格格,NA~NA~kaek~kaek,NA~NA~*kˤrak~*kˤrak,WangWanRen,SOUND
zī~zī~jīu~jīu,zhi~zhi~jiu~jiu,zi1~zi1~jiu1~jiu1,吱吱啾啾,吱吱啾啾,NA,NA,WangWanRen,SOUND
zī~zī~chǒu~chǒu,zhi~zhi~chou~chou,zi1~zi1~chou3~chou3,吱吱吜吜,吱吱吜吜,NA,NA,WangWanRen,SOUND
zī~zī~yā~yā,zhi~zhi~ya~ya,zi1~zi1~ya1~ya1,吱吱呀呀,吱吱呀呀,NA,NA,WangWanRen,SOUND
zī~zī~zhā~zhā,zhi~zhi~zha~zha,zi1~zi1~zha1~zha1,吱吱喳喳,吱吱喳喳,NA,NA,WangWanRen,SOUND
zī~zī~zī,zhi~zhi~zhi,zi1~zi1~zi1,吱吱吱,吱吱吱,NA,NA,WangWanRen,SOUND
zī~lā~zī~lā,zi~la~zi~la,zi1~la1~zi1~la1,嗞啦嗞啦,嗞啦嗞啦,NA,NA,WangWanRen,SOUND
zī~zī,zi~zi,zi1~zi1,嗞嗞,嗞嗞,NA,NA,WangWanRen,SOUND
zōng,zong,zong1,宗,宗,tsowng,*[ts]ˤuŋ,WangWanRen,SOUND
bāng,𠳐,bang1,𠳐,𠳐,NA,NA,WangWanRen,SOUND
bāng~bāng,𠳐~𠳐,bang1~bang1,𠳐𠳐,𠳐𠳐,NA,NA,WangWanRen,SOUND
bāng~bāng~bāng,𠳐~𠳐~𠳐,bang1~bang1~bang1,𠳐𠳐𠳐,𠳐𠳐𠳐,NA,NA,WangWanRen,SOUND
téng~téng,teng~teng,teng2~teng2,鼟鼟,鼟鼟,NA,NA,WangWanRen,SOUND
