pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
jī~jī~nóng~nóng,ji~ji~nong~nong,ji1~ji1~nong2~nong2,唧唧噥噥,唧唧哝哝,NA,NA,GongLiangYu,SOUND
jī~jī~zhā~zhā,ji~ji~zha~zha,ji1~ji1~zha1~zha1,唧唧喳喳,唧唧喳喳,NA,NA,GongLiangYu,SOUND
jī~jī~zhā~zhā,ji~ji~zha~zha,ji1~ji1~zha1~zha1,嘰嘰喳喳,叽叽喳喳,NA,NA,GongLiangYu,SOUND
jī~jī~zhī~zhī,ji~ji~zhi~zhi,ji1~ji1~zhi1~zhi1,唧唧知知,唧唧知知,NA~NA~trje~trje,NA~NA~*tre~*tre,GongLiangYu,SOUND
jī~jī~zhī~zhī,ji~ji~zhi~zhi,ji1~ji1~zhi1~zhi1,唧唧吱吱,唧唧吱吱,NA,NA,GongLiangYu,SOUND
jī~lǐ~gū~lū,ji~li~gu~lu,ji1~li3~gu1~lu1,嘰里咕嚕,叽里咕噜,NA~liX,NA~*(mə.)rəʔ,GongLiangYu,SOUND
jī~lǐ~gū~lù,ji~li~gu~lu,ji1~li3~gu1~lu4,嘰里咕㖨,叽里咕㖨,NA~liX,NA~*(mə.)rəʔ,GongLiangYu,SOUND
jī~lǐ~gū~la,ji~li~gu~la,ji1~li3~gu1~la5,嘰里呱啦,叽里呱啦,NA~liX~ku,NA~*(mə.)rəʔ~*kʷˤa,GongLiangYu,SOUND
jī~lī~gū~la,ji~li~gu~la,ji1~li1~gu1~la5,嘰哩呱啦,叽哩呱啦,NA~NA~ku,NA~NA~*kʷˤa,GongLiangYu,SOUND
jī~lì~gū~luō,ji~li~gu~luo,ji1~li4~gu1~luo1,咭唎呱囉,咭唎呱囉,NA~NA~ku,NA~NA~*kʷˤa,GongLiangYu,SOUND
jí~dèng~dèng,ji~deng~deng,ji2~deng4~deng4,吉蹬蹬,吉蹬蹬,kjit,"*C.qi[t] (*C.q- > *k-, escaping palatalization)",GongLiangYu,SOUND
jí~dīng~dāng,ji~ding~dang,ji2~ding1~dang1,吉丁當,吉丁当,kjit~teng~tang,"*C.qi[t] (*C.q- > *k-, escaping palatalization)~*tˤeŋ~*tˤaŋ",GongLiangYu,SOUND
jí~dīng~dāng,ji~ding~dang,ji2~ding1~dang1,吉玎璫,吉玎璫,kjit,"*C.qi[t] (*C.q- > *k-, escaping palatalization)",GongLiangYu,SOUND
jí~dīng~dāng,ji~ding~dang,ji2~ding1~dang1,咭叮璫,咭叮璫,NA,NA,GongLiangYu,SOUND
jí~dīng~dīng~dāng,ji~ding~ding~dang,ji2~ding1~ding1~dang1,吉丁丁當,吉丁丁当,kjit~teng~teng~tang,"*C.qi[t] (*C.q- > *k-, escaping palatalization)~*tˤeŋ~*tˤeŋ~*tˤaŋ",GongLiangYu,SOUND
jí~jí,ji~ji,ji2~ji2,即即,即即,tsik~tsik,*[ts]ik~*[ts]ik,GongLiangYu,SOUND
jì~jì~cáo~cáo,ji~ji~cao~cao,ji4~ji4~cao2~cao2,嚌嚌嘈嘈,哜哜嘈嘈,NA,NA,GongLiangYu,SOUND
jiá~jiá,jia~jia,jia2~jia2,戛戛,戛戛,keat~keat,*kˤrik~*kˤrik,GongLiangYu,SOUND
jiá~rán,jia~ran,jia2~ran2,戛然,戛然,keat~nyen,*kˤrik~*[n]a[n],GongLiangYu,SOUND
jiāo~jiá,xiao~jia,jiao1~jia2,嘐戞,嘐戞,NA,NA,GongLiangYu,SOUND
jiāo~jiāo,jiao~jiao,jiao1~jiao1,交交,交交,kaew~kaew,*[k]ˤraw~*[k]ˤraw,GongLiangYu,SOUND
yǎo~yǎo,yao~yao,yao3~yao3,咬咬,咬咬,NA,NA,GongLiangYu,SOUND
jiào~jiào,jiao~jiao,jiao4~jiao4,叫叫,叫叫,kewH~kewH,*kˤewk-s~*kˤewk-s,GongLiangYu,SOUND
jīu~jī,jiu~ji,jiu1~ji1,啾唧,啾唧,NA,NA,GongLiangYu,SOUND
jīu~jīu,jiu~jiu,jiu1~jiu1,啾啾,啾啾,NA,NA,GongLiangYu,SOUND
jīu~jīu~jī~jī,jiu~jiu~ji~ji,jiu1~jiu1~ji1~ji1,啾啾唧唧,啾啾唧唧,NA,NA,GongLiangYu,SOUND
jīu~zhā,jiu~zha,jiu1~zha1,啾哳,啾哳,NA,NA,GongLiangYu,SOUND
jīu~zhā,jiu~zhou,jiu1~zha1,啾啁,啾啁,NA~traew,NA~*tˤriw,GongLiangYu,SOUND
jū~lǜ~lǜ,ju~lv~lv,ju1~lü4~lü4,鞠律律,鞠律律,NA~lwit~lwit,NA~*[r]ut~*[r]ut,GongLiangYu,SOUND
jué~jué,jue~jue,jue2~jue2,決決,决决,kwet~kwet,*[k]ʷˤet~*[k]ʷˤet,GongLiangYu,SOUND
kā,ka,ka1,喀,喀,NA,NA,GongLiangYu,SOUND
kā,ka,ka1,咔,咔,NA,NA,GongLiangYu,SOUND
kā~bā,ka~ba,ka1~ba1,喀吧,喀吧,NA,NA,GongLiangYu,SOUND
kā~bā,ka~ba,ka1~ba1,咔吧,咔吧,NA,NA,GongLiangYu,SOUND
kā~bā~bā,ka~ba~ba,ka1~ba1~ba1,咔叭叭,咔叭叭,NA,NA,GongLiangYu,SOUND
kā~chā,ka~ca,ka1~cha1,喀嚓,喀嚓,NA,NA,GongLiangYu,SOUND
kā~chā,ka~ca,ka1~cha1,咔嚓,咔嚓,NA,NA,GongLiangYu,SOUND
kā~dā,ka~da,ka1~da1,喀噠,喀哒,NA,NA,GongLiangYu,SOUND
kā~dā,ka~da,ka1~da1,咔噠,咔哒,NA,NA,GongLiangYu,SOUND
kā~dān,ka~dan,ka1~dan1,喀丹,喀丹,NA~tan,NA~*tˤan,GongLiangYu,SOUND
kā~lā,ka~la,ka1~la1,喀啦,喀啦,NA,NA,GongLiangYu,SOUND
kē,ke,ke1,磕,磕,NA,NA,GongLiangYu,SOUND
kē~cā,ke~ca,ke1~ca1,磕擦,磕擦,NA,NA,GongLiangYu,SOUND
kē~cā,ke~cha,ke1~ca1,磕叉,磕叉,NA,NA,GongLiangYu,SOUND
kē~cā,ke~cha,ke1~ca1,可叉,可叉,khaX,*[k]ʰˤa[j]ʔ,GongLiangYu,SOUND
kē~cā,gu~cha,ke1~ca1,扢插,扢插,NA~tsrheap,NA~*mə-[tsʰ]<r>op,GongLiangYu,SOUND
kē~cā~cā,ke~cha~cha,ke1~ca1~ca1,磕叉叉,磕叉叉,NA,NA,GongLiangYu,SOUND
gē~zhī~gē~chá,ge~zhi~ge~cha,ge1~zhi1~ge1~cha2,胳肢胳察,胳肢胳察,kak~tsye~kak~tsrheat,*[C.q]ˤak~*ke~*[C.q]ˤak~*[tsʰ]ˤret,GongLiangYu,SOUND
qǐ~chōu~gǔ~chā,qi~chou~gu~cha,qi3~chou1~gu3~cha1,乞抽扢叉,乞抽扢叉,khj+t~trhjuw,*C.qʰət~*l̥ru,GongLiangYu,SOUND
kē~cā~cā,ke~ca~ca,ke1~ca1~ca1,磕擦擦,磕擦擦,NA,NA,GongLiangYu,SOUND
kē~kē,ke~ke,ke1~ke1,磕磕,磕磕,NA,NA,GongLiangYu,SOUND
kē~pū,ke~pu,ke1~pu1,磕仆,磕仆,NA~phjuH,NA~*pʰ(r)ok-s,GongLiangYu,SOUND
kě~pū~pū,ke~pu~pu,ke3~pu1~pu1,可扑扑,可扑扑,khaX,*[k]ʰˤa[j]ʔ,GongLiangYu,SOUND
kì~zā~zā,ke~za~za,ki4~za1~za1,克匝匝,克匝匝,khok,*kʰˤək,GongLiangYu,SOUND
kēng,keng,keng1,硜,硜,NA,NA,GongLiangYu,SOUND
kēng,xian,keng1,礥,礥,NA,NA,GongLiangYu,SOUND
kēng,hang,keng1,吭,吭,NA,NA,GongLiangYu,SOUND
kēng~kēng,hang~hang,keng1~keng1,吭吭,吭吭,NA,NA,GongLiangYu,SOUND
kēng~kēng,hang~hang,keng1~keng1,鑦鑦,鑦鑦,NA,NA,GongLiangYu,SOUND
kēng~kēng,hang~hang,keng1~keng1,鑦銁,鑦銁,NA,NA,GongLiangYu,SOUND
kēng~kēng,hang~hang,keng1~keng1,鑦肱,鑦肱,NA~kwong,NA~*[k]ʷˤəŋ,GongLiangYu,SOUND
kēng~qiāng,鑦~qiang,keng1~qiang1,鑦鏘,鑦锵,NA,NA,GongLiangYu,SOUND
kēng~qiāng,鑦~qiang,keng1~qiang1,鑦鎗,鑦鎗,NA,NA,GongLiangYu,SOUND
kēng~rán,鑦~ran,keng1~ran2,鑦然,鑦然,NA~nyen,NA~*[n]a[n],GongLiangYu,SOUND
kōng,kong,kong1,空,空,khuwng,*kʰˤoŋ,GongLiangYu,SOUND
kuāng,kuang,kuang1,哐,哐,NA,NA,GongLiangYu,SOUND
kuāng~lāng,kuang~lang,kuang1~lang1,哐啷,哐啷,NA,NA,GongLiangYu,SOUND
kuāng~kuāng,kuang~kuang,kuang1~kuang1,匡匡,匡匡,khjwang~khjwang,*k-pʰaŋ~*k-pʰaŋ,GongLiangYu,SOUND
lā~lā,la~la,la1~la1,啦啦,啦啦,NA,NA,GongLiangYu,SOUND
lā~lā~lián~lián,la~la~lian~lian,la1~la1~lian2~lian2,喇喇嗹嗹,喇喇嗹嗹,NA,NA,GongLiangYu,SOUND
lā~sè,la~se,la1~se4,拉瑟,拉瑟,lop~srit,*[r]ˤəp~*[s.m]ri[t],GongLiangYu,SOUND
lá~dēng~lǐ~dēng,la~deng~li~deng,la2~deng1~li3~deng1,剌登哩登,剌登哩登,lat~tong~NA~tong,*mə.rˤat (~ C.rˤat ?)~*k-tˤəŋ~NA~*k-tˤəŋ,GongLiangYu,SOUND
lāng~lāng,lang~lang,lang1~lang1,啷啷,啷啷,NA,NA,GongLiangYu,SOUND
láng~dāng,lang~dang,lang2~dang1,瑯璫,瑯璫,NA,NA,GongLiangYu,SOUND
láng~láng,lang~lang,lang2~lang2,瑯瑯,瑯瑯,NA,NA,GongLiangYu,SOUND
lǎng~lǎng,lang~lang,lang3~lang3,朗朗,朗朗,langX~langX,*k.rˤaŋʔ~*k.rˤaŋʔ,GongLiangYu,SOUND
láo~láo,lao~lao,lao2~lao2,哰哰,哰哰,NA,NA,GongLiangYu,SOUND
lēng~lēng,㘄~㘄,leng1~leng1,㘄㘄,㘄㘄,NA,NA,GongLiangYu,SOUND
lì~lì,li~li,li4~li4,嚦嚦,呖呖,NA,NA,GongLiangYu,SOUND
lì~lì,li~li,li4~li4,瀝瀝,沥沥,NA,NA,GongLiangYu,SOUND
lì~lì,li~li,li4~li4,莅莅,莅莅,NA,NA,GongLiangYu,SOUND
lì~lì~xī~xī,li~li~xi~xi,li4~li4~xi1~xi1,瀝瀝淅淅,沥沥淅淅,NA,NA,GongLiangYu,SOUND
lì~lù,li~lu,li4~lu4,轣轆,轣辘,NA,NA,GongLiangYu,SOUND
liè~liè,lie~lie,lie4~lie4,獵獵,猎猎,ljep~ljep,*r[a]p~*r[a]p,GongLiangYu,SOUND
lín~lín,lin~lin,lin2~lin2,轔轔,辚辚,NA,NA,GongLiangYu,SOUND
líng,ling,ling2,鈴,铃,NA,NA,GongLiangYu,SOUND
líng~líng,ling~ling,ling2~ling2,玲玲,玲玲,NA,NA,GongLiangYu,SOUND
líng~líng,ling~ling,ling2~ling2,泠泠,泠泠,NA,NA,GongLiangYu,SOUND
líu~líu,liu~liu,liu2~liu2,飀飀,飀飀,NA,NA,GongLiangYu,SOUND
lóng,long,long2,隆,隆,ljuwng,*[r]uŋ,GongLiangYu,SOUND
lóng~lóng,long~long,long2~long2,隆隆,隆隆,ljuwng~ljuwng,*[r]uŋ~*[r]uŋ,GongLiangYu,SOUND
lù~lù,lu~lu,lu4~lu4,轆轆,辘辘,NA,NA,GongLiangYu,SOUND
māo,mao,mao1,貓,猫,maew,*C.mˤraw,GongLiangYu,SOUND
mī~mī,mi~mi,mi1~mi1,咪咪,咪咪,NA,NA,GongLiangYu,SOUND
mī~wū,mi~wu,mi1~wu1,咪嗚,咪呜,NA,NA,GongLiangYu,SOUND
mī~wū~mī~wū,mi~wu~mi~wu,mi1~wu1~mi1~wu1,咪嗚咪嗚,咪呜咪呜,NA,NA,GongLiangYu,SOUND
miào~wū~miào~wū,miao~wu~miao~wu,miao4~wu1~miao4~wu1,妙嗚妙嗚,妙呜妙呜,mjiewH~NA~mjiewH,*[m]ew(ʔ)-s~NA~*[m]ew(ʔ)-s,GongLiangYu,SOUND
miē,mie,mie1,咩,咩,NA,NA,GongLiangYu,SOUND
miē~miē,mie~mie,mie1~mie1,咩咩,咩咩,NA,NA,GongLiangYu,SOUND
mōu,mou,mou1,哞,哞,NA,NA,GongLiangYu,SOUND
nán~nán,nan~nan,nan2~nan2,喃喃,喃喃,NA,NA,GongLiangYu,SOUND
nán~nán~nè~nè,nan~nan~ne~ne,nan2~nan2~ne4~ne4,喃喃訥訥,喃喃讷讷,NA~NA~nwot~nwot,NA~NA~*nˤut~*nˤut,GongLiangYu,SOUND
nán~nán~nè~nè,nan~nan~ne~ne,nan2~nan2~ne4~ne4,喃喃吶吶,喃喃呐呐,NA~NA~nywet~nywet,NA~NA~*not~*not,GongLiangYu,SOUND
ní~nán,ni~nan,ni2~nan2,呢喃,呢喃,NA,NA,GongLiangYu,SOUND
ní~yà~ní~yà,ni~ya~ni~ya,ni2~ya4~ni2~ya4,尼亞尼亞,尼亚尼亚,nejX~'aeH~nejX~'aeH,*nˤərʔ~*ʔˤrak-s~*nˤərʔ~*ʔˤrak-s,GongLiangYu,SOUND
ng,嗯,ng,嗯,嗯,NA,NA,GongLiangYu,SOUND
ō~ō,o~o,o1~o1,噢噢,噢噢,NA,NA,GongLiangYu,SOUND
pā,pa,pa1,啪,啪,NA,NA,GongLiangYu,SOUND
pā~cā,pa~ca,pa1~ca1,啪嚓,啪嚓,NA,NA,GongLiangYu,SOUND
pā~dā,pa~ta,pa1~da1,啪嗒,啪嗒,NA,NA,GongLiangYu,SOUND
pā~lā,pa~la,pa1~la1,啪啦,啪啦,NA,NA,GongLiangYu,SOUND
pā~pā,pa~pa,pa1~pa1,啪啪,啪啪,NA,NA,GongLiangYu,SOUND
pāi,pai,pai1,拍,拍,phaek,*mə-pʰˤrak,GongLiangYu,SOUND
pāi~pāi~pāi,pai~pai~pai,pai1~pai1~pai1,拍拍拍,拍拍拍,phaek~phaek~phaek,*mə-pʰˤrak~*mə-pʰˤrak~*mə-pʰˤrak,GongLiangYu,SOUND
pāi~tà,pai~ta,pai1~ta4,拍撻,拍挞,phaek,*mə-pʰˤrak,GongLiangYu,SOUND
pāng,pang,pang1,乓,乓,NA,NA,GongLiangYu,SOUND
pāng~pāng,pang~pang,pang1~pang1,乓乓,乓乓,NA,NA,GongLiangYu,SOUND
páng~láng,bang~lang,pang2~lang2,磅硠,磅硠,NA,NA,GongLiangYu,SOUND
páng~páng,feng~feng,pang2~pang2,逢逢,逢逢,bjowng~bjowng,*[C.b](r)oŋ~*[C.b](r)oŋ,GongLiangYu,SOUND
pēi,pei,pei1,呸,呸,NA,NA,GongLiangYu,SOUND
pēng,peng,peng1,閛,閛,NA,NA,GongLiangYu,SOUND
pēng,peng,peng1,砰,砰,NA,NA,GongLiangYu,SOUND
pēng,peng,peng1,怦,怦,NA,NA,GongLiangYu,SOUND
pēng,peng,peng1,匉,匉,NA,NA,GongLiangYu,SOUND
pēng,peng,peng1,嘭,嘭,NA,NA,GongLiangYu,SOUND
pēng~pēng,peng~peng,peng1~peng1,怦怦,怦怦,NA,NA,GongLiangYu,SOUND
pēng~pēng,peng~peng,peng1~peng1,嘭嘭,嘭嘭,NA,NA,GongLiangYu,SOUND
péng~cā~cā,peng~ca~ca,peng2~ca1~ca1,蓬嚓嚓,蓬嚓嚓,NA,NA,GongLiangYu,SOUND
péng~péng,peng~peng,peng2~peng2,蓬蓬,蓬蓬,NA,NA,GongLiangYu,SOUND
péng~péng~péng,peng~peng~peng,peng2~peng2~peng2,蓬蓬蓬,蓬蓬蓬,NA,NA,GongLiangYu,SOUND
péng~péng,feng~feng,peng2~peng2,逢逢,逢逢,bjowng~bjowng,*[C.b](r)oŋ~*[C.b](r)oŋ,GongLiangYu,SOUND
péng~péng~dāng~dāng,peng~peng~dang~dang,peng2~peng2~dang1~dang1,蓬蓬鐺鐺,蓬蓬铛铛,NA,NA,GongLiangYu,SOUND
pī~dā~pāi~dā,pi~ta~pai~ta,pi1~da1~pai1~da1,劈嗒拍嗒,劈嗒拍嗒,NA~NA~phaek,NA~NA~*mə-pʰˤrak,GongLiangYu,SOUND
pì~lǐ~bō~lā,pi~li~bo~la,pi4~li3~bo1~la1,辟里拨剌,辟里拨剌,bek~liX~NA~lat,*[b]ˤek~*(mə.)rəʔ~NA~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
pī~lī~pā~la,pi~li~pa~la,pi1~li1~pa1~la5,劈哩啪啦,劈哩啪啦,NA,NA,GongLiangYu,SOUND
pī~lī~pā~la,pi~li~pa~la,pi1~li1~pa1~la5,噼哩啪啦,噼哩啪啦,NA,NA,GongLiangYu,SOUND
pì~líu~pū~lù,pi~liu~pu~lu,pi4~liu2~pu1~lu4,辟留扑碌,辟留扑碌,bek~ljuw,*[b]ˤek~*C.ru,GongLiangYu,SOUND
pī~pā,pi~pa,pi1~pa1,劈啪,劈啪,NA,NA,GongLiangYu,SOUND
pī~pā,pi~pa,pi1~pa1,噼啪,噼啪,NA,NA,GongLiangYu,SOUND
pī~pāi,pi~pai,pi1~pai1,噼拍,噼拍,NA~phaek,NA~*mə-pʰˤrak,GongLiangYu,SOUND
pī~pī~pā~pā,pi~pi~pa~pa,pi1~pi1~pa1~pa1,劈劈啪啪,劈劈啪啪,NA,NA,GongLiangYu,SOUND
pì~pì~pā~pā,pi~pi~pa~pa,pi4~pi4~pa1~pa1,辟辟啪啪,辟辟啪啪,bek~bek,*[b]ˤek~*[b]ˤek,GongLiangYu,SOUND
pī~pī~pāi~pāi,pi~pi~pai~pai,pi1~pi1~pai1~pai1,劈劈拍拍,劈劈拍拍,NA~NA~phaek~phaek,NA~NA~*mə-pʰˤrak~*mə-pʰˤrak,GongLiangYu,SOUND
pīng,ping,ping1,乒,乒,NA,NA,GongLiangYu,SOUND
pīng~pāng,ping~pang,ping1~pang1,乒乓,乒乓,NA,NA,GongLiangYu,SOUND
pō~lā,po~la,po1~la1,潑剌,泼剌,NA~lat,NA~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
pū,pu,pu1,噗,噗,NA,NA,GongLiangYu,SOUND
pū,pu,pu1,扑,扑,NA,NA,GongLiangYu,SOUND
pū~chī,pu~chi,pu1~chi1,扑哧,扑哧,NA,NA,GongLiangYu,SOUND
pū~chī,pu~chi,pu1~chi1,扑嗤,扑嗤,NA,NA,GongLiangYu,SOUND
pū~chī,pu~chi,pu1~chi1,噗嗤,噗嗤,NA,NA,GongLiangYu,SOUND
pū~chī,pu~chi,pu1~chi1,噗哧,噗哧,NA,NA,GongLiangYu,SOUND
pū~chī~pū~chī,pu~chi~pu~chi,pu1~chi1~pu1~chi1,扑哧扑哧,扑哧扑哧,NA,NA,GongLiangYu,SOUND
pū~dōng,pu~dong,pu1~dong1,扑冬,扑冬,NA~towng,NA~*tˤuŋ,GongLiangYu,SOUND
pū~dōng,pu~dong,pu1~dong1,扑咚,扑咚,NA,NA,GongLiangYu,SOUND
pū~dōng~dōng,pu~dong~dong,pu1~dong1~dong1,扑咚咚,扑咚咚,NA,NA,GongLiangYu,SOUND
pū~dōng,pu~dong,pu1~dong1,噗咚,噗咚,NA,NA,GongLiangYu,SOUND
pǔ~dōng~dōng,pu~dong~dong,pu3~dong1~dong1,普冬冬,普冬冬,NA~towng~towng,NA~*tˤuŋ~*tˤuŋ,GongLiangYu,SOUND
pū~pū~dōng~dōng,pu~pu~dong~dong,pu1~pu1~dong1~dong1,噗噗咚咚,噗噗咚咚,NA,NA,GongLiangYu,SOUND
pū~gā~dū~dū,pu~ga~du~du,pu1~ga1~du1~du1,噗嘎嘟嘟,噗嘎嘟嘟,NA,NA,GongLiangYu,SOUND
pū~lā~lā,pu~la~la,pu1~la1~la1,噗拉拉,噗拉拉,NA~lop~lop,NA~*[r]ˤəp~*[r]ˤəp,GongLiangYu,SOUND
pū~lā~lā,pu~la~la,pu1~la1~la1,扑啦啦,扑啦啦,NA,NA,GongLiangYu,SOUND
pū~lā~lā,pu~la~la,pu1~la1~la1,扑剌剌,扑剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
pū~lēng,pu~leng,pu1~leng1,扑棱,扑棱,NA,NA,GongLiangYu,SOUND
pū~lēng~lēng,pu~leng~leng,pu1~leng1~leng1,扑楞楞,扑楞楞,NA,NA,GongLiangYu,SOUND
pū~lū,pu~lu,pu1~lu1,扑漉,扑漉,NA,NA,GongLiangYu,SOUND
pū~lū,pu~lu,pu1~lu1,扑鹿,扑鹿,NA~luwk,NA~*mə-rˤok,GongLiangYu,SOUND
pū~lū~lū,pu~lu~lu,pu1~lu1~lu1,噗嚕嚕,噗噜噜,NA,NA,GongLiangYu,SOUND
pū~lù~lù,pu~lu~lu,pu1~lu4~lu4,噗碌碌,噗碌碌,NA,NA,GongLiangYu,SOUND
pū~lū~lū,pu~lu~lu,pu1~lu1~lu1,扑嚕嚕,扑噜噜,NA,NA,GongLiangYu,SOUND
pū~lū~pū~lū,pu~lu~pu~lu,pu1~lu1~pu1~lu1,扑嚕扑嚕,扑噜扑噜,NA,NA,GongLiangYu,SOUND
pū~pū,pu~pu,pu1~pu1,噗噗,噗噗,NA,NA,GongLiangYu,SOUND
pū~pū,pu~pu,pu1~pu1,扑扑,扑扑,NA,NA,GongLiangYu,SOUND
pū~pū,pi~pi,pu1~pu1,丕丕,丕丕,phij~phij,*pʰrə~*pʰrə,GongLiangYu,SOUND
pū~pū~lā~lā,pu~pu~la~la,pu1~pu1~la1~la1,扑扑拉拉,扑扑拉拉,NA~NA~lop~lop,NA~NA~*[r]ˤəp~*[r]ˤəp,GongLiangYu,SOUND
pū~pū~tōng~tōng,pu~pu~tong~tong,pu1~pu1~tong1~tong1,扑扑通通,扑扑通通,NA~NA~thuwng~thuwng,NA~NA~*l̥ˤoŋ~*l̥ˤoŋ,GongLiangYu,SOUND
pū~sù~sù,pu~su~su,pu1~su4~su4,扑簌簌,扑簌簌,NA,NA,GongLiangYu,SOUND
pū~tēng,pu~teng,pu1~teng1,扑騰,扑腾,NA~dong,NA~*lˤəŋ,GongLiangYu,SOUND
pū~tēng~pū~tēng,pu~teng~pu~teng,pu1~teng1~pu1~teng1,扑騰扑騰,扑腾扑腾,NA~dong~NA~dong,NA~*lˤəŋ~NA~*lˤəŋ,GongLiangYu,SOUND
pū~tōng,pu~tong,pu1~tong1,扑通,扑通,NA~thuwng,NA~*l̥ˤoŋ,GongLiangYu,SOUND
pū~tōng,pu~tong,pu1~tong1,扑同,扑同,NA~duwng,NA~*lˤoŋ,GongLiangYu,SOUND
pū~tōng,pu~tong,pu1~tong1,扑桶,扑桶,NA~thuwngX,NA~*l̥ˤoŋʔ,GongLiangYu,SOUND
pū~tōng,pu~tong,pu1~tong1,噗通,噗通,NA~thuwng,NA~*l̥ˤoŋ,GongLiangYu,SOUND
pū~tōng,pu~tong,pu1~tong1,骨董,骨董,kwot,*kˤut,GongLiangYu,SOUND
qī~qī~chā~chā,qi~qi~zha~zha,qi1~qi1~zha1~zha1,嘁嘁喳喳,嘁嘁喳喳,NA,NA,GongLiangYu,SOUND
cù~cù~chā~chā,cu~cu~zha~zha,cu4~cu4~zha1~zha1,槭槭楂楂,槭槭楂楂,NA,NA,GongLiangYu,SOUND
qiāng,qiang,qiang1,鏘,锵,NA,NA,GongLiangYu,SOUND
qiāng~qiāng,qiang~qiang,qiang1~qiang1,鏘鏘,锵锵,NA,NA,GongLiangYu,SOUND
qiāng~qiāng,qiang~qiang,qiang1~qiang1,鶬鶬,鶬鶬,NA,NA,GongLiangYu,SOUND
qiāng~qiāng,qiang~qiang,qiang1~qiang1,將將,将将,tsjang~tsjang,*[ts]aŋ~*[ts]aŋ,GongLiangYu,SOUND
qiāng~qiāng,qiang~qiang,qiang1~qiang1,瑲瑲,瑲瑲,NA,NA,GongLiangYu,SOUND
qiè~qiè,qie~qie,qie4~qie4,切切,切切,tshet~tshet,*[tsʰ]ˤi[t]~*[tsʰ]ˤi[t],GongLiangYu,SOUND
qióng~qióng,qiong~qiong,qiong2~qiong2,跫跫,跫跫,NA,NA,GongLiangYu,SOUND
sà~lā~lā,sa~la~la,sa4~la1~la1,颯剌剌,飒剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
sà~sà,sa~sa,sa4~sa4,颯颯,飒飒,NA,NA,GongLiangYu,SOUND
sà~sà,sa~sa,sa4~sa4,颯洒,飒洒,NA~sreaX,NA~*Cə.s<r>ərʔ,GongLiangYu,SOUND
sāng~láng~láng,sang~lang~lang,sang1~lang2~lang2,桑瑯瑯,桑瑯瑯,sang,*[s]ˤaŋ,GongLiangYu,SOUND
sāo~sāo,sao~sao,sao1~sao1,颾颾,颾颾,NA,NA,GongLiangYu,SOUND
sāo~sāo,sao~sao,sao1~sao1,騷騷,骚骚,saw~saw,*[s]ˤu~*[s]ˤu,GongLiangYu,SOUND
sè~líng~líng,se~ling~ling,se4~ling2~ling2,飋玲玲,飋玲玲,NA,NA,GongLiangYu,SOUND
sè~sè,se~se,se4~se4,瑟瑟,瑟瑟,srit~srit,*[s.m]ri[t]~*[s.m]ri[t],GongLiangYu,SOUND
shā~shā,sha~sha,sha1~sha1,沙沙,沙沙,srae~srae,*sˤraj~*sˤraj,GongLiangYu,SOUND
shā~shā~shā,sha~sha~sha,sha1~sha1~sha1,沙沙沙,沙沙沙,srae~srae~srae,*sˤraj~*sˤraj~*sˤraj,GongLiangYu,SOUND
shà~shà,sha~sha,sha4~sha4,唼唼,唼唼,NA,NA,GongLiangYu,SOUND
shī~líu~shū~lā,shi~liu~shu~la,shi1~liu2~shu1~la1,失流疏剌,失流疏剌,syit~ljuw~srjo~lat,*l̥i[t]~*ru~*sra~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
shī~líu~shū~lā,shi~liu~shu~la,shi1~liu2~shu1~la1,失留疏剌,失留疏剌,syit~ljuw~srjo~lat,*l̥i[t]~*C.ru~*sra~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
shī~líu~shū~lā,shi~liu~shu~la,shi1~liu2~shu1~la1,失留屑剌,失留屑剌,syit~ljuw~set~lat,*l̥i[t]~*C.ru~*s-lˤi[t]~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
shū~lā~lā,shu~la~la,shu1~la1~la1,疏剌剌,疏剌剌,srjo~lat~lat,*sra~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
shū~lā~lā,shu~la~la,shu1~la1~la1,疏喇喇,疏喇喇,srjo,*sra,GongLiangYu,SOUND
shū~lā~lā,shu~la~la,shu1~la1~la1,率剌剌,率剌剌,lwijH~lat~lat,*[r]ut-s~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
shuā,shua,shua1,刷,刷,srjwet,*[s]r[o]t (dialect: retains MC srj-),GongLiangYu,SOUND
shuā~lā,shua~la,shua1~la1,刷拉,刷拉,srjwet~lop,*[s]r[o]t (dialect: retains MC srj-)~*[r]ˤəp,GongLiangYu,SOUND
