pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
gē~gē~luó~luó,ge~ge~luo~luo,ge1~ge1~luo2~luo2,咯咯羅羅,咯咯罗罗,NA~NA~la~la,NA~NA~*rˤaj~*rˤaj,GongLiangYu,SOUND
gē~lā~lā,ge~la~la,ge1~la1~la1,咯辣辣,咯辣辣,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
gé~zhé,ge~zhe,ge2~zhe2,格磔,格磔,kaek,*kˤrak,GongLiangYu,SOUND
gē~zhī,ge~zhi,ge1~zhi1,咯吱,咯吱,NA,NA,GongLiangYu,SOUND
gē~zhī~gē~zhī,ge~zhi~ge~zhi,ge1~zhi1~ge1~zhi1,咯吱咯吱,咯吱咯吱,NA,NA,GongLiangYu,SOUND
gē~zhī~zhī,ge~zhi~zhi,ge1~zhi1~zhi1,咯吱吱,咯吱吱,NA,NA,GongLiangYu,SOUND
gé~gé~bó~bó,ge~ge~bo~bo,ge2~ge2~bo2~bo2,膈膈膊膊,膈膈膊膊,NA~NA~phak~phak,NA~NA~*pʰˤak~*pʰˤak,GongLiangYu,SOUND
gè~lā~lā,ge~la~la,ge4~la1~la1,各剌剌,各剌剌,kak~lat~lat,*kˤak~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
gè~lā~lā,he~la~la,ge4~la1~la1,合剌剌,合剌剌,kop~lat~lat,*kˤop~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
gè~lā~lā,yi~la~la,ge4~la1~la1,屹剌剌,屹剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
gè~lā~lā,gu~la~la,ge4~la1~la1,扢剌剌,扢剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
gè~láng~láng,ge~lang~lang,ge4~lang2~lang2,各琅琅,各琅琅,kak~lang~lang,*kˤak~*[r]ˤaŋ~*[r]ˤaŋ,GongLiangYu,SOUND
gè~zhī~gè~zhī,luo~zhi~luo~zhi,ge4~zhi1~ge4~zhi1,硌吱硌吱,硌吱硌吱,NA,NA,GongLiangYu,SOUND
gè~zhī~zhī,ge~zhi~zhi,ge4~zhi1~zhi1,各支支,各支支,kak~tsye~tsye,*kˤak~*ke~*ke,GongLiangYu,SOUND
gè~zhī~zhī,ge~zhi~zhi,ge4~zhi1~zhi1,革支支,革支支,keak~tsye~tsye,*kˤrək~*ke~*ke,GongLiangYu,SOUND
gè~zhī~zhī,ge~zhi~zhi,ge4~zhi1~zhi1,格支支,格支支,kaek~tsye~tsye,*kˤrak~*ke~*ke,GongLiangYu,SOUND
gén~gén~gā,hen~hen~ga,gen2~gen2~ga1,哏哏嘎,哏哏嘎,NA,NA,GongLiangYu,SOUND
gěng~gěng~yè~yè,geng~geng~yan~yan,geng3~geng3~ye4~ye4,哽哽咽咽,哽哽咽咽,NA~NA~'en~'en,NA~NA~*ʔˤi[n]~*ʔˤi[n],GongLiangYu,SOUND
gōu~gōu~lóu,gou~gou~lou,gou1~gou1~lou2,勾勾嘍,勾勾喽,NA,NA,GongLiangYu,SOUND
gōu~jiāo,gou~xiao,gou1~jiao1,鈎胶,鈎胶,NA,NA,GongLiangYu,SOUND
gū~gū~chī~chī,gu~gu~chi~chi,gu1~gu1~chi1~chi1,咕咕吃吃,咕咕吃吃,NA,NA,GongLiangYu,SOUND
gū~dōng,gu~dong,gu1~dong1,咕咚,咕咚,NA,NA,GongLiangYu,SOUND
gū~dōng~gū~dōng,gu~dong~gu~dong,gu1~dong1~gu1~dong1,咕咚咕咚,咕咚咕咚,NA,NA,GongLiangYu,SOUND
gū~dū,gu~du,gu1~du1,咕嘟,咕嘟,NA,NA,GongLiangYu,SOUND
gū~dū~dū,gu~du~du,gu1~du1~du1,咕嘟嘟,咕嘟嘟,NA,NA,GongLiangYu,SOUND
gū~dū~gū~dū,gu~du~gu~du,gu1~du1~gu1~du1,咕嘟咕嘟,咕嘟咕嘟,NA,NA,GongLiangYu,SOUND
gū~gū,gu~gu,gu1~gu1,咕咕,咕咕,NA,NA,GongLiangYu,SOUND
gū~gū,gu~gu,gu1~gu1,呱呱,呱呱,ku~ku,*kʷˤa~*kʷˤa,GongLiangYu,SOUND
gū~gū~jī~jī,gu~gu~ji~ji,gu1~gu1~ji1~ji1,咕咕唧唧,咕咕唧唧,NA,NA,GongLiangYu,SOUND
gū~gū~nóng~nóng,gu~gu~nong~nong,gu1~gu1~nong2~nong2,咕咕噥噥,咕咕哝哝,NA,NA,GongLiangYu,SOUND
gū~jī,gu~ji,gu1~ji1,咕唧,咕唧,NA,NA,GongLiangYu,SOUND
gū~jī,gu~ji,gu1~ji1,咕嘰,咕叽,NA,NA,GongLiangYu,SOUND
gū~jī~gū~jī,gu~ji~gu~ji,gu1~ji1~gu1~ji1,咕唧咕唧,咕唧咕唧,NA,NA,GongLiangYu,SOUND
gū~jī~gū~jī,gu~ji~gu~ji,gu1~ji1~gu1~ji1,咕嘰咕嘰,咕叽咕叽,NA,NA,GongLiangYu,SOUND
gū~lóng,gu~long,gu1~long2,咕隆,咕隆,NA~ljuwng,NA~*[r]uŋ,GongLiangYu,SOUND
gū~lóng~lóng,gu~long~long,gu1~long2~long2,咕隆隆,咕隆隆,NA~ljuwng~ljuwng,NA~*[r]uŋ~*[r]uŋ,GongLiangYu,SOUND
gū~lou~gū~lou,gu~lou~gu~lou,gu1~lou5~gu1~lou5,咕嘍咕嘍,咕喽咕喽,NA,NA,GongLiangYu,SOUND
gū~lū,gu~lu,gu1~lu1,咕嚕,咕噜,NA,NA,GongLiangYu,SOUND
gǔ~lù,gu~lu,gu3~lu4,骨碌,骨碌,kwot,*kˤut,GongLiangYu,SOUND
gū~lū~gū~lū,gu~lu~gu~lu,gu1~lu1~gu1~lu1,咕嚕咕嚕,咕噜咕噜,NA,NA,GongLiangYu,SOUND
gū~lū~lū,gu~lu~lu,gu1~lu1~lu1,咕嚕嚕,咕噜噜,NA,NA,GongLiangYu,SOUND
gū~lū~lū,gu~lu~lu,gu1~lu1~lu1,骨碌碌,骨碌碌,kwot,*kˤut,GongLiangYu,SOUND
gū~lū~lū~lū,gu~lu~lu~lu,gu1~lu1~lu1~lu1,咕嚕嚕嚕,咕噜噜噜,NA,NA,GongLiangYu,SOUND
gū~nóng,gu~nong,gu1~nong2,咕噥,咕哝,NA,NA,GongLiangYu,SOUND
gǔ~dū~dū,gu~du~du,gu3~du1~du1,古都都,古都都,kuX~tu~tu,*kˤaʔ~*tˤa~*tˤa,GongLiangYu,SOUND
gǔ~dū~dū,gu~du~du,gu3~du1~du1,骨都都,骨都都,kwot~tu~tu,*kˤut~*tˤa~*tˤa,GongLiangYu,SOUND
gǔ~gǔ,gu~gu,gu3~gu3,汩汩,汩汩,kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,GongLiangYu,SOUND
gǔ~gǔ,gu~mei,gu3~gu3,汩沒,汩没,kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,GongLiangYu,SOUND
gǔ~gǔ,jiao~jiao,gu3~gu3,角角,角角,kaewk~kaewk,*C.[k]ˤrok~*C.[k]ˤrok,GongLiangYu,SOUND
gǔ~gǔ,gu~gu,gu3~gu3,穀穀,穀穀,kuwk~kuwk,*[k]ˤok~*[k]ˤok,GongLiangYu,SOUND
gǔ~guō,gu~huo,gu3~guo1,汩活,汩活,kwot~hwat,*[kʷ]ˤ[ə]t~*[g]ʷˤat,GongLiangYu,SOUND
gǔ~lā~lā,gu~la~la,gu3~la1~la1,古剌剌,古剌剌,kuX~lat~lat,*kˤaʔ~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
gǔ~lā~lā,gu~lu~lu,gu3~la1~la1,古鹿鹿,古鹿鹿,kuX~luwk~luwk,*kˤaʔ~*mə-rˤok~*mə-rˤok,GongLiangYu,SOUND
gǔ~lā~lā,gu~lu~lu,gu3~la1~la1,骨轆轆,骨辘辘,kwot,*kˤut,GongLiangYu,SOUND
gǔ~lā~lā,gu~la~la,gu3~la1~la1,骨剌剌,骨剌剌,kwot~lat~lat,*kˤut~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
gǔ~lū~lū,gu~lu~lu,gu3~lu1~lu1,古魯魯,古鲁鲁,kuX~luX~luX,*kˤaʔ~*[r]ˤaʔ~*[r]ˤaʔ,GongLiangYu,SOUND
gǔ~lū~lū,tu~lu~lu,gu3~lu1~lu1,土魯魯,土鲁鲁,thuX~luX~luX,*tʰˤaʔ~*[r]ˤaʔ~*[r]ˤaʔ,GongLiangYu,SOUND
guā,gu,gua1,呱,呱,ku,*kʷˤa,GongLiangYu,SOUND
guā~dā,gu~ta,gua1~da1,呱嗒,呱嗒,ku,*kʷˤa,GongLiangYu,SOUND
guā~dā,gu~da,gua1~da1,呱噠,呱哒,ku,*kʷˤa,GongLiangYu,SOUND
guā~dā~guā~dā,gu~ta~gu~ta,gua1~da1~gua1~da1,呱嗒呱嗒,呱嗒呱嗒,ku~NA~ku,*kʷˤa~NA~*kʷˤa,GongLiangYu,SOUND
guā~dā~guā~dā,gu~da~gu~da,gua1~da1~gua1~da1,呱噠呱噠,呱哒呱哒,ku~NA~ku,*kʷˤa~NA~*kʷˤa,GongLiangYu,SOUND
guā~guā,gu~gu,gua1~gua1,呱呱,呱呱,ku~ku,*kʷˤa~*kʷˤa,GongLiangYu,SOUND
guā~guā~zā~zā,gua~gua~za~za,gua1~gua1~za1~za1,刮刮匝匝,刮刮匝匝,kwaet~kwaet,*[kʷˤ]r[a]t~*[kʷˤ]r[a]t,GongLiangYu,SOUND
guā~guā~zā~zā,gua~gua~za~za,gua1~gua1~za1~za1,刮刮咂咂,刮刮咂咂,kwaet~kwaet,*[kʷˤ]r[a]t~*[kʷˤ]r[a]t,GongLiangYu,SOUND
guā~guā~zá~zá,gua~gua~za~za,gua1~gua1~za2~za2,刮刮雜雜,刮刮杂杂,kwaet~kwaet~dzop~dzop,*[kʷˤ]r[a]t~*[kʷˤ]r[a]t~*[dz]ˤ[u]p~*[dz]ˤ[u]p,GongLiangYu,SOUND
guā~jī,gu~ji,gua1~ji1,呱唧,呱唧,ku,*kʷˤa,GongLiangYu,SOUND
guā~jī~guā~jī,gu~ji~gu~ji,gua1~ji1~gua1~ji1,呱唧呱唧,呱唧呱唧,ku~NA~ku,*kʷˤa~NA~*kʷˤa,GongLiangYu,SOUND
guā~lǎ~lǎ,gua~la~la,gua1~la3~la3,刮喇喇,刮喇喇,kwaet,*[kʷˤ]r[a]t,GongLiangYu,SOUND
guā~lǎ~lǎ,bo~la~la,gua1~la3~la3,勃喇喇,勃喇喇,bwot,*[b]ˤut,GongLiangYu,SOUND
guāng,guang,guang1,咣,咣,NA,NA,GongLiangYu,SOUND
guāng~dāng,guang~dang,guang1~dang1,咣當,咣当,NA~tang,NA~*tˤaŋ,GongLiangYu,SOUND
guāng~dāng,guang~dang,guang1~dang1,咣噹,咣噹,NA,NA,GongLiangYu,SOUND
guō~dū~dū,guo~du~du,guo1~du1~du1,嘓嘟嘟,嘓嘟嘟,NA,NA,GongLiangYu,SOUND
guō~dū~dū~dū,guo~du~du~du,guo1~du1~du1~du1,嘓嘟嘟嘟,嘓嘟嘟嘟,NA,NA,GongLiangYu,SOUND
guō~guō,guo~guo,guo1~guo1,嘓嘓,嘓嘓,NA,NA,GongLiangYu,SOUND
guō~zhuó,guo~zhuo,guo1~zhuo2,嘓啅,嘓啅,NA,NA,GongLiangYu,SOUND
hā,ha,ha1,哈,哈,NA,NA,GongLiangYu,SOUND
hā~hā,ha~ha,ha1~ha1,哈哈,哈哈,NA,NA,GongLiangYu,SOUND
hāi,hai,hai1,嗨,嗨,NA,NA,GongLiangYu,SOUND
hān~hān,han~han,han1~han1,唅唅,唅唅,hom~hom,*Cə-m-kˤ[ə]m~*Cə-m-kˤ[ə]m,GongLiangYu,SOUND
háng~yō,hang~yo,hang2~yo1,杭唷,杭唷,hang,*[m]-[g]ˤaŋ,GongLiangYu,SOUND
háng~yō,hang~yu,hang2~yo1,杭育,杭育,hang~yuwk,*[m]-[g]ˤaŋ~*m-quk,GongLiangYu,SOUND
háng~yō~háng~yō,hang~yu~hang~yu,hang2~yo1~hang2~yo1,杭育杭育,杭育杭育,hang~yuwk~hang~yuwk,*[m]-[g]ˤaŋ~*m-quk~*[m]-[g]ˤaŋ~*m-quk,GongLiangYu,SOUND
háo,hao,hao2,號,号,haw,*[C.g]ˤaw,GongLiangYu,SOUND
hào~hào,hao~hao,hao4~hao4,浩浩,浩浩,hawX~hawX,*[g]ˤuʔ~*[g]ˤuʔ,GongLiangYu,SOUND
hē~hē,he~he,he1~he1,呵呵,呵呵,xa~xa,*qʰˤaj~*qʰˤaj,GongLiangYu,SOUND
hé~luó,he~luo,he2~luo2,和羅,和罗,hwa~la,*[ɢ]ˤoj~*rˤaj,GongLiangYu,SOUND
hè~hè,he~he,he4~he4,荷荷,荷荷,ha~ha,*[g]ˤaj~*[g]ˤaj,GongLiangYu,SOUND
hēi~hēi,hei~hei,hei1~hei1,嘿嘿,嘿嘿,NA,NA,GongLiangYu,SOUND
hēi~lóu~lóu,hei~lou~lou,hei1~lou2~lou2,黑嘍嘍,黑喽喽,xok,*m̥ˤək (dialect *m̥ˤ- > xˤ-),GongLiangYu,SOUND
hēi~lóu~lóu,hei~lou~lou,hei1~lou2~lou2,黑婁婁,黑娄娄,xok~lju~lju,*m̥ˤək (dialect *m̥ˤ- > xˤ-)~*[r]o~*[r]o,GongLiangYu,SOUND
hēng,heng,heng1,哼,哼,NA,NA,GongLiangYu,SOUND
hēng~chī,heng~chi,heng1~chi1,哼哧,哼哧,NA,NA,GongLiangYu,SOUND
hēng~chī~hēng~chī,heng~chi~heng~chi,heng1~chi1~heng1~chi1,哼哧哼哧,哼哧哼哧,NA,NA,GongLiangYu,SOUND
hēng~hēng,heng~heng,heng1~heng1,哼哼,哼哼,NA,NA,GongLiangYu,SOUND
hēng~hēng~jī~jī,heng~heng~ji~ji,heng1~heng1~ji1~ji1,哼哼唧唧,哼哼唧唧,NA,NA,GongLiangYu,SOUND
hōng,hong,hong1,哄,哄,NA,NA,GongLiangYu,SOUND
hōng,hong,hong1,轟,轰,NA,NA,GongLiangYu,SOUND
hōng,hong,hong1,訇,訇,NA,NA,GongLiangYu,SOUND
hōng,hong,hong1,輷,輷,NA,NA,GongLiangYu,SOUND
hōng,hong,hong1,鍧,鍧,NA,NA,GongLiangYu,SOUND
hōng~hōng,hong~hong,hong1~hong1,烘烘,烘烘,NA,NA,GongLiangYu,SOUND
hōng~hōng,hong~hong,hong1~hong1,哄哄,哄哄,NA,NA,GongLiangYu,SOUND
hōng~hōng,hong~hong,hong1~hong1,轟轟,轰轰,NA,NA,GongLiangYu,SOUND
hōng~hōng,hong~hong,hong1~hong1,訇訇,訇訇,NA,NA,GongLiangYu,SOUND
hōng~hōng,hong~hong,hong1~hong1,輷輷,輷輷,NA,NA,GongLiangYu,SOUND
hōng~hōng~lóng~lóng,hong~hong~long~long,hong1~hong1~long2~long2,轟轟龍隆,轰轰龙隆,NA~NA~ljowng~ljuwng,NA~NA~*[mə]-roŋ~*[r]uŋ,GongLiangYu,SOUND
hōng~hūi,hong~hui,hong1~hui1,轟豗,轰豗,NA,NA,GongLiangYu,SOUND
hōng~kē,hong~ke,hong1~ke1,訇磕,訇磕,NA,NA,GongLiangYu,SOUND
hōng~léng,hong~leng,hong1~leng2,訇稜,訇稜,NA,NA,GongLiangYu,SOUND
hōng~léng,hong~leng,hong1~leng2,輷稜,輷稜,NA,NA,GongLiangYu,SOUND
hōng~lōng~hōng~lōng,hong~long~hong~long,hong1~long1~hong1~long1,轟隆轟隆,轰隆轰隆,NA~ljuwng~NA~ljuwng,NA~*[r]uŋ~NA~*[r]uŋ,GongLiangYu,SOUND
hōng~lóng~lóng,hong~long~long,hong1~long2~long2,轟隆隆,轰隆隆,NA~ljuwng~ljuwng,NA~*[r]uŋ~*[r]uŋ,GongLiangYu,SOUND
hōng~yǐng,hong~yin,hong1~ying3,訇隠,訇隠,NA,NA,GongLiangYu,SOUND
hōng~yǐng,hong~yin,hong1~ying3,轟隠,轰隠,NA,NA,GongLiangYu,SOUND
hóng~hóng,hong~hong,hong2~hong2,浤浤,浤浤,NA,NA,GongLiangYu,SOUND
hōu,hou,hou1,齁,齁,NA,NA,GongLiangYu,SOUND
hōu~hōu,hou~hou,hou1~hou1,齁齁,齁齁,NA,NA,GongLiangYu,SOUND
hōu~hōu,gou~gou,hou1~hou1,鈎鈎,鈎鈎,NA,NA,GongLiangYu,SOUND
hōu~lóu~lóu,hou~lou~lou,hou1~lou2~lou2,齁嘍嘍,齁喽喽,NA,NA,GongLiangYu,SOUND
hōu~lóu~lóu,he~lou~lou,hou1~lou2~lou2,喝嘍嘍,喝喽喽,NA,NA,GongLiangYu,SOUND
hū,hu,hu1,呼,呼,xu,*qʰˤa,GongLiangYu,SOUND
hū,hu,hu1,唿,唿,NA,NA,GongLiangYu,SOUND
hū~chī,hu~chi,hu1~chi1,呼哧,呼哧,xu,*qʰˤa,GongLiangYu,SOUND
hū~chì,hu~chi,hu1~chi4,呼叱,呼叱,xu,*qʰˤa,GongLiangYu,SOUND
hū~chī,hu~chi,hu1~chi1,呼蚩,呼蚩,xu,*qʰˤa,GongLiangYu,SOUND
hū~chī~hū~chī,hu~chi~hu~chi,hu1~chi1~hu1~chi1,呼哧呼哧,呼哧呼哧,xu~NA~xu,*qʰˤa~NA~*qʰˤa,GongLiangYu,SOUND
hū~chī~hū~chī,hu~chi~hu~chi,hu1~chi1~hu1~chi1,呼嗤呼嗤,呼嗤呼嗤,xu~NA~xu,*qʰˤa~NA~*qʰˤa,GongLiangYu,SOUND
hū~dā~dā,hu~da~da,hu1~da1~da1,呼噠噠,呼哒哒,xu,*qʰˤa,GongLiangYu,SOUND
hū~hū,hu~hu,hu1~hu1,呼呼,呼呼,xu~xu,*qʰˤa~*qʰˤa,GongLiangYu,SOUND
hū~hū~lū~lū,hu~hu~lu~lu,hu1~hu1~lu1~lu1,忽忽嚕嚕,忽忽噜噜,xwot~xwot,*m̥ˤut~*m̥ˤut,GongLiangYu,SOUND
hū~hū~xī~xī,hu~hu~xi~xi,hu1~hu1~xi1~xi1,呼呼淅淅,呼呼淅淅,xu~xu,*qʰˤa~*qʰˤa,GongLiangYu,SOUND
hū~lā,hu~la,hu1~la1,呼啦,呼啦,xu,*qʰˤa,GongLiangYu,SOUND
hū~lā,hu~la,hu1~la1,呼喇,呼喇,xu,*qʰˤa,GongLiangYu,SOUND
hū~lā~hū~lā,hu~la~hu~la,hu1~la1~hu1~la1,呼啦呼啦,呼啦呼啦,xu~NA~xu,*qʰˤa~NA~*qʰˤa,GongLiangYu,SOUND
hū~lā~lā,hu~la~la,hu1~la1~la1,呼啦啦,呼啦啦,xu,*qʰˤa,GongLiangYu,SOUND
hū~lā~lā,hu~la~la,hu1~la1~la1,呼喇喇,呼喇喇,xu,*qʰˤa,GongLiangYu,SOUND
hū~lā~lā,hu~la~la,hu1~la1~la1,忽剌剌,忽剌剌,xwot~lat~lat,*m̥ˤut~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),GongLiangYu,SOUND
hū~lā~lā,hu~la~la,hu1~la1~la1,忽喇喇,忽喇喇,xwot,*m̥ˤut,GongLiangYu,SOUND
hū~lā~lā,hu~la~la,hu1~la1~la1,唿喇喇,唿喇喇,NA,NA,GongLiangYu,SOUND
hū~lī~hū~lū,hu~li~hu~lu,hu1~li1~hu1~lu1,呼哩呼嚕,呼哩呼噜,xu~NA~xu,*qʰˤa~NA~*qʰˤa,GongLiangYu,SOUND
hū~lóng,hu~long,hu1~long2,忽隆,忽隆,xwot~ljuwng,*m̥ˤut~*[r]uŋ,GongLiangYu,SOUND
hū~lóng~hū~lóng,hu~long~hu~long,hu1~long2~hu1~long2,呼隆呼隆,呼隆呼隆,xu~ljuwng~xu~ljuwng,*qʰˤa~*[r]uŋ~*qʰˤa~*[r]uŋ,GongLiangYu,SOUND
hū~lū,hu~lu,hu1~lu1,呼嚕,呼噜,xu,*qʰˤa,GongLiangYu,SOUND
hū~lū~lū,hu~lu~lu,hu1~lu1~lu1,呼嚕嚕,呼噜噜,xu,*qʰˤa,GongLiangYu,SOUND
hū~lǔ~lǔ,hu~lu~lu,hu1~lu3~lu3,忽魯魯,忽鲁鲁,xwot~luX~luX,*m̥ˤut~*[r]ˤaʔ~*[r]ˤaʔ,GongLiangYu,SOUND
hū~lū~lū,hu~lu~lu,hu1~lu1~lu1,唿嚕嚕,唿噜噜,NA,NA,GongLiangYu,SOUND
huā,hua,hua1,嘩,哗,NA,NA,GongLiangYu,SOUND
huā,huo,hua1,砉,砉,NA,NA,GongLiangYu,SOUND
huā~huā,hua~hua,hua1~hua1,嘩嘩,哗哗,NA,NA,GongLiangYu,SOUND
huā~huā~lā~lā,hua~hua~la~la,hua1~hua1~la1~la1,嘩嘩拉拉,哗哗拉拉,NA~NA~lop~lop,NA~NA~*[r]ˤəp~*[r]ˤəp,GongLiangYu,SOUND
huā~huā~lā~lā,hua~hua~la~la,hua1~hua1~la1~la1,嘩嘩啦啦,哗哗啦啦,NA,NA,GongLiangYu,SOUND
huā~lā,hua~la,hua1~la1,嘩啦,哗啦,NA,NA,GongLiangYu,SOUND
huā~lā,hua~la,hua1~la1,嘩喇,哗喇,NA,NA,GongLiangYu,SOUND
huā~lā~huā~lā,hua~la~hua~la,hua1~la1~hua1~la1,嘩啦嘩啦,哗啦哗啦,NA,NA,GongLiangYu,SOUND
huā~lā~huā~lā,hua~la~hua~la,hua1~la1~hua1~la1,花拉花拉,花拉花拉,xwae~lop~xwae~lop,*qʷʰˤra~*[r]ˤəp~*qʷʰˤra~*[r]ˤəp,GongLiangYu,SOUND
huā~lā~huā~lā,hua~la~hua~la,hua1~la1~hua1~la1,嘩喇嘩喇,哗喇哗喇,NA,NA,GongLiangYu,SOUND
huā~lā~lā,hua~la~la,hua1~la1~la1,嘩喇喇,哗喇喇,NA,NA,GongLiangYu,SOUND
huā~lā~lā,hua~la~la,hua1~la1~la1,嘩啦啦,哗啦啦,NA,NA,GongLiangYu,SOUND
huā~lā~lā~lā,hua~la~la~la,hua1~la1~la1~la1,嘩啦啦啦,哗啦啦啦,NA,NA,GongLiangYu,SOUND
huā~lāng,hua~lang,hua1~lang1,嘩啷,哗啷,NA,NA,GongLiangYu,SOUND
huā~lāng~lāng,hua~lang~lang,hua1~lang1~lang1,嘩啷啷,哗啷啷,NA,NA,GongLiangYu,SOUND
huā~lāng~huā~lāng,hua~lang~hua~lang,hua1~lang1~hua1~lang1,嘩啷嘩啷,哗啷哗啷,NA,NA,GongLiangYu,SOUND
huā~lī~huā~lāng,hua~li~hua~lang,hua1~li1~hua1~lang1,嘩哩嘩啷,哗哩哗啷,NA,NA,GongLiangYu,SOUND
huā~lī~guāng~lāng,hua~li~guang~lang,hua1~li1~guang1~lang1,嘩哩咣啷,哗哩咣啷,NA,NA,GongLiangYu,SOUND
huáng~huáng,huang~huang,huang2~huang2,鍠鍠,鍠鍠,NA,NA,GongLiangYu,SOUND
huáng~huáng,huang~huang,huang2~huang2,喤喤,喤喤,NA,NA,GongLiangYu,SOUND
huáng~xiā,huang~xia,huang2~xia1,喤呷,喤呷,NA,NA,GongLiangYu,SOUND
hūi~hūi,hui~hui,hui1~hui1,咴咴,咴咴,NA,NA,GongLiangYu,SOUND
hùi~hùi,hui~hui,hui4~hui4,嘒嘒,嘒嘒,xwejH~xwejH,*qʷʰˤi[t]-s~*qʷʰˤi[t]-s,GongLiangYu,SOUND
huò~huò,huo~huo,huo4~huo4,騞砉,騞砉,NA,NA,GongLiangYu,SOUND
huò,huo,huo4,霍,霍,NA,NA,GongLiangYu,SOUND
huò,huo,huo4,嚯,嚯,NA,NA,GongLiangYu,SOUND
huò~huò,huo~huo,huo4~huo4,霍霍,霍霍,NA,NA,GongLiangYu,SOUND
huò~huò,huo~huo,huo4~huo4,嚄嚄,嚄嚄,NA,NA,GongLiangYu,SOUND
huò~zé,huo~jie,huo4~ze2,嚄唶,嚄唶,NA,NA,GongLiangYu,SOUND
jī,ji,ji1,嘰,叽,NA,NA,GongLiangYu,SOUND
jī~dīng,ji~ding,ji1~ding1,咭叮,咭叮,NA,NA,GongLiangYu,SOUND
jī~dīng,ji~ding,ji1~ding1,吉丁,吉丁,kjit~teng,"*C.qi[t] (*C.q- > *k-, escaping palatalization)~*tˤeŋ",GongLiangYu,SOUND
jī~gā,ji~ga,ji1~ga1,咭嘎,咭嘎,NA,NA,GongLiangYu,SOUND
jī~gā~jī~gā,ji~ga~ji~ga,ji1~ga1~ji1~ga1,咭嘎咭嘎,咭嘎咭嘎,NA,NA,GongLiangYu,SOUND
jī~gē,ji~ge,ji1~ge1,咭格,咭格,NA~kaek,NA~*kˤrak,GongLiangYu,SOUND
jī~gū~jī~gū,ji~gu~ji~gu,ji1~gu1~ji1~gu1,唧咕唧咕,唧咕唧咕,NA,NA,GongLiangYu,SOUND
jī~gū~jī~gū,ji~gu~ji~gu,ji1~gu1~ji1~gu1,嘰咕嘰咕,叽咕叽咕,NA,NA,GongLiangYu,SOUND
jī~jī,ji~ji,ji1~ji1,嘰嘰,叽叽,NA,NA,GongLiangYu,SOUND
jī~jī,ji~ji,ji1~ji1,唧唧,唧唧,NA,NA,GongLiangYu,SOUND
jī~jī,ji~ji,ji1~ji1,咭咭,咭咭,NA,NA,GongLiangYu,SOUND
jī~jī~zhā~zhā,ji~ji~zha~zha,ji1~ji1~zha1~zha1,唧唧喳喳,唧唧喳喳,NA,NA,GongLiangYu,SOUND
jī~jī~zhā~zhā,ji~ji~zha~zha,ji1~ji1~zha1~zha1,嘰嘰喳喳,叽叽喳喳,NA,NA,GongLiangYu,SOUND
jī~jī~gā~gā,ji~ji~ga~ga,ji1~ji1~ga1~ga1,嘰嘰嘎嘎,叽叽嘎嘎,NA,NA,GongLiangYu,SOUND
jī~jī~gē~gē,ji~ji~ge~ge,ji1~ji1~ge1~ge1,咭咭咯咯,咭咭咯咯,NA,NA,GongLiangYu,SOUND
jī~jī~gū~gū,ji~ji~gu~gu,ji1~ji1~gu1~gu1,唧唧咕咕,唧唧咕咕,NA,NA,GongLiangYu,SOUND
jī~jī~gū~gū,ji~ji~gu~gu,ji1~ji1~gu1~gu1,嘰嘰咕咕,叽叽咕咕,NA,NA,GongLiangYu,SOUND
jī~jī~gū~gū,ji~ji~gu~gu,ji1~ji1~gu1~gu1,唧唧呱呱,唧唧呱呱,NA~NA~ku~ku,NA~NA~*kʷˤa~*kʷˤa,GongLiangYu,SOUND
jī~jī~gū~gū,ji~ji~gu~gu,ji1~ji1~gu1~gu1,咭咭呱呱,咭咭呱呱,NA~NA~ku~ku,NA~NA~*kʷˤa~*kʷˤa,GongLiangYu,SOUND
jī~jī~guā~guā,ji~ji~gua~gua,ji1~ji1~gua1~gua1,咭咭刮刮,咭咭刮刮,NA~NA~kwaet~kwaet,NA~NA~*[kʷˤ]r[a]t~*[kʷˤ]r[a]t,GongLiangYu,SOUND
jī~jī~jiū~jiū,ji~ji~jiu~jiu,ji1~ji1~jiu1~jiu1,唧唧啾啾,唧唧啾啾,NA,NA,GongLiangYu,SOUND
