pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
kē~cā,ke~ca,ke1~ca1,磕叉,磕叉,NA,NA,Gong,SOUND
kē~cā,ke~ca,ke1~ca1,可叉,可叉,khaX,*[k]ʰˤa[j]ʔ,Gong,SOUND
kē~cā,ke~ca,ke1~ca1,扢插,扢插,NA~tsrheap,NA~*mə-[tsʰ]<r>op,Gong,SOUND
kē~cā~cā,ke~ca~ca,ke1~ca1~ca1,磕叉叉,磕叉叉,NA,NA,Gong,SOUND
gē~zhī~gē~chá,ge~zhi~ge~cha,ge1~zhi1~ge1~cha2,胳肢胳察,胳肢胳察,kak~tsye~kak~tsrheat,*[C.q]ˤak~*ke~*[C.q]ˤak~*[tsʰ]ˤret,Gong,SOUND
qǐ~chōu~gǔ~chā,qi~chou~gu~cha,qi3~chou1~gu3~cha1,乞抽扢叉,乞抽扢叉,khj+t~trhjuw,*C.qʰət~*l̥ru,Gong,SOUND
kē~cā~cā,ke~ca~ca,ke1~ca1~ca1,磕擦擦,磕擦擦,NA,NA,Gong,SOUND
kē~kē,ke~ke,ke1~ke1,磕磕,磕磕,NA,NA,Gong,SOUND
kē~pū,ke~pu,ke1~pu1,磕仆,磕仆,NA~phjuH,NA~*pʰ(r)ok-s,Gong,SOUND
kě~pū~pū,ke~pu~pu,ke3~pu1~pu1,可扑扑,可扑扑,khaX,*[k]ʰˤa[j]ʔ,Gong,SOUND
kì~zā~zā,ki~za~za,ki4~za1~za1,克匝匝,克匝匝,khok,*kʰˤək,Gong,SOUND
kēng,keng,keng1,硜,硜,NA,NA,Gong,SOUND
kēng,keng,keng1,礥,礥,NA,NA,Gong,SOUND
kēng,keng,keng1,吭,吭,NA,NA,Gong,SOUND
kēng~kēng,keng~keng,keng1~keng1,吭吭,吭吭,NA,NA,Gong,SOUND
kēng~kēng,keng~keng,keng1~keng1,鑦鑦,鑦鑦,NA,NA,Gong,SOUND
kēng~kēng,keng~keng,keng1~keng1,鑦銁,鑦銁,NA,NA,Gong,SOUND
kēng~kēng,keng~keng,keng1~keng1,鑦肱,鑦肱,NA~kwong,NA~*[k]ʷˤəŋ,Gong,SOUND
kēng~qiāng,keng~qiang,keng1~qiang1,鑦鏘,鑦锵,NA,NA,Gong,SOUND
kēng~qiāng,keng~qiang,keng1~qiang1,鑦鎗,鑦鎗,NA,NA,Gong,SOUND
kēng~rán,keng~ran,keng1~ran2,鑦然,鑦然,NA~nyen,NA~*[n]a[n],Gong,SOUND
kōng,kong,kong1,空,空,khuwng,*kʰˤoŋ,Gong,SOUND
kuāng,kuang,kuang1,哐,哐,NA,NA,Gong,SOUND
kuāng~lāng,kuang~lang,kuang1~lang1,哐啷,哐啷,NA,NA,Gong,SOUND
kuāng~kuāng,kuang~kuang,kuang1~kuang1,匡匡,匡匡,khjwang~khjwang,*k-pʰaŋ~*k-pʰaŋ,Gong,SOUND
lā~lā,la~la,la1~la1,啦啦,啦啦,NA,NA,Gong,SOUND
lā~lā~lián~lián,la~la~lian~lian,la1~la1~lian2~lian2,喇喇嗹嗹,喇喇嗹嗹,NA,NA,Gong,SOUND
lā~sè,la~se,la1~se4,拉瑟,拉瑟,lop~srit,*[r]ˤəp~*[s.m]ri[t],Gong,SOUND
lá~dēng~lǐ~dēng,la~deng~li~deng,la2~deng1~li3~deng1,剌登哩登,剌登哩登,lat~tong~NA~tong,*mə.rˤat (~ C.rˤat ?)~*k-tˤəŋ~NA~*k-tˤəŋ,Gong,SOUND
lāng~lāng,lang~lang,lang1~lang1,啷啷,啷啷,NA,NA,Gong,SOUND
láng~dāng,lang~dang,lang2~dang1,瑯璫,瑯璫,NA,NA,Gong,SOUND
láng~láng,lang~lang,lang2~lang2,瑯瑯,瑯瑯,NA,NA,Gong,SOUND
lǎng~lǎng,lang~lang,lang3~lang3,朗朗,朗朗,langX~langX,*k.rˤaŋʔ~*k.rˤaŋʔ,Gong,SOUND
láo~láo,lao~lao,lao2~lao2,哰哰,哰哰,NA,NA,Gong,SOUND
lēng~lēng,leng~leng,leng1~leng1,㘄㘄,㘄㘄,NA,NA,Gong,SOUND
lì~lì,li~li,li4~li4,嚦嚦,呖呖,NA,NA,Gong,SOUND
lì~lì,li~li,li4~li4,瀝瀝,沥沥,NA,NA,Gong,SOUND
lì~lì,li~li,li4~li4,莅莅,莅莅,NA,NA,Gong,SOUND
lì~lì~xī~xī,li~li~xi~xi,li4~li4~xi1~xi1,瀝瀝淅淅,沥沥淅淅,NA,NA,Gong,SOUND
lì~lù,li~lu,li4~lu4,轣轆,轣辘,NA,NA,Gong,SOUND
liè~liè,lie~lie,lie4~lie4,獵獵,猎猎,ljep~ljep,*r[a]p~*r[a]p,Gong,SOUND
lín~lín,lin~lin,lin2~lin2,轔轔,辚辚,NA,NA,Gong,SOUND
líng,ling,ling2,鈴,铃,NA,NA,Gong,SOUND
líng~líng,ling~ling,ling2~ling2,玲玲,玲玲,NA,NA,Gong,SOUND
líng~líng,ling~ling,ling2~ling2,泠泠,泠泠,NA,NA,Gong,SOUND
líu~líu,liu~liu,liu2~liu2,飀飀,飀飀,NA,NA,Gong,SOUND
lóng,long,long2,隆,隆,ljuwng,*[r]uŋ,Gong,SOUND
lóng~lóng,long~long,long2~long2,隆隆,隆隆,ljuwng~ljuwng,*[r]uŋ~*[r]uŋ,Gong,SOUND
lù~lù,lu~lu,lu4~lu4,轆轆,辘辘,NA,NA,Gong,SOUND
māo,mao,mao1,貓,猫,maew,*C.mˤraw,Gong,SOUND
mī~mī,mi~mi,mi1~mi1,咪咪,咪咪,NA,NA,Gong,SOUND
mī~wū,mi~wu,mi1~wu1,咪嗚,咪呜,NA,NA,Gong,SOUND
mī~wū~mī~wū,mi~wu~mi~wu,mi1~wu1~mi1~wu1,咪嗚咪嗚,咪呜咪呜,NA,NA,Gong,SOUND
miào~wū~miào~wū,miao~wu~miao~wu,miao4~wu1~miao4~wu1,妙嗚妙嗚,妙呜妙呜,mjiewH~NA~mjiewH,*[m]ew(ʔ)-s~NA~*[m]ew(ʔ)-s,Gong,SOUND
miē,mie,mie1,咩,咩,NA,NA,Gong,SOUND
miē~miē,mie~mie,mie1~mie1,咩咩,咩咩,NA,NA,Gong,SOUND
mōu,mou,mou1,哞,哞,NA,NA,Gong,SOUND
nán~nán,nan~nan,nan2~nan2,喃喃,喃喃,NA,NA,Gong,SOUND
nán~nán~nè~nè,nan~nan~ne~ne,nan2~nan2~ne4~ne4,喃喃訥訥,喃喃讷讷,NA~NA~nwot~nwot,NA~NA~*nˤut~*nˤut,Gong,SOUND
nán~nán~nè~nè,nan~nan~ne~ne,nan2~nan2~ne4~ne4,喃喃吶吶,喃喃呐呐,NA~NA~nywet~nywet,NA~NA~*not~*not,Gong,SOUND
ní~nán,ni~nan,ni2~nan2,呢喃,呢喃,NA,NA,Gong,SOUND
ní~yà~ní~yà,ni~ya~ni~ya,ni2~ya4~ni2~ya4,尼亞尼亞,尼亚尼亚,nejX~'aeH~nejX~'aeH,*nˤərʔ~*ʔˤrak-s~*nˤərʔ~*ʔˤrak-s,Gong,SOUND
ng,ng,ng,嗯,嗯,NA,NA,Gong,SOUND
ō~ō,o~o,o1~o1,噢噢,噢噢,NA,NA,Gong,SOUND
pā,pa,pa1,啪,啪,NA,NA,Gong,SOUND
pā~cā,pa~ca,pa1~ca1,啪嚓,啪嚓,NA,NA,Gong,SOUND
pā~dā,pa~da,pa1~da1,啪嗒,啪嗒,NA,NA,Gong,SOUND
pā~lā,pa~la,pa1~la1,啪啦,啪啦,NA,NA,Gong,SOUND
pā~pā,pa~pa,pa1~pa1,啪啪,啪啪,NA,NA,Gong,SOUND
pāi,pai,pai1,拍,拍,phaek,*mə-pʰˤrak,Gong,SOUND
pāi~pāi~pāi,pai~pai~pai,pai1~pai1~pai1,拍拍拍,拍拍拍,phaek~phaek~phaek,*mə-pʰˤrak~*mə-pʰˤrak~*mə-pʰˤrak,Gong,SOUND
pāi~tà,pai~ta,pai1~ta4,拍撻,拍挞,phaek,*mə-pʰˤrak,Gong,SOUND
pāng,pang,pang1,乓,乓,NA,NA,Gong,SOUND
pāng~pāng,pang~pang,pang1~pang1,乓乓,乓乓,NA,NA,Gong,SOUND
páng~láng,pang~lang,pang2~lang2,磅硠,磅硠,NA,NA,Gong,SOUND
páng~páng,pang~pang,pang2~pang2,逢逢,逢逢,bjowng~bjowng,*[C.b](r)oŋ~*[C.b](r)oŋ,Gong,SOUND
pēi,pei,pei1,呸,呸,NA,NA,Gong,SOUND
pēng,peng,peng1,閛,閛,NA,NA,Gong,SOUND
pēng,peng,peng1,砰,砰,NA,NA,Gong,SOUND
pēng,peng,peng1,怦,怦,NA,NA,Gong,SOUND
pēng,peng,peng1,匉,匉,NA,NA,Gong,SOUND
pēng,peng,peng1,嘭,嘭,NA,NA,Gong,SOUND
pēng~pēng,peng~peng,peng1~peng1,怦怦,怦怦,NA,NA,Gong,SOUND
pēng~pēng,peng~peng,peng1~peng1,嘭嘭,嘭嘭,NA,NA,Gong,SOUND
péng~cā~cā,peng~ca~ca,peng2~ca1~ca1,蓬嚓嚓,蓬嚓嚓,NA,NA,Gong,SOUND
péng~péng,peng~peng,peng2~peng2,蓬蓬,蓬蓬,NA,NA,Gong,SOUND
péng~péng~péng,peng~peng~peng,peng2~peng2~peng2,蓬蓬蓬,蓬蓬蓬,NA,NA,Gong,SOUND
péng~péng,peng~peng,peng2~peng2,逢逢,逢逢,bjowng~bjowng,*[C.b](r)oŋ~*[C.b](r)oŋ,Gong,SOUND
péng~péng~dāng~dāng,peng~peng~dang~dang,peng2~peng2~dang1~dang1,蓬蓬鐺鐺,蓬蓬铛铛,NA,NA,Gong,SOUND
pī~dā~pāi~dā,pi~da~pai~da,pi1~da1~pai1~da1,劈嗒拍嗒,劈嗒拍嗒,NA~NA~phaek,NA~NA~*mə-pʰˤrak,Gong,SOUND
pì~lǐ~bō~lā,pi~li~bo~la,pi4~li3~bo1~la1,辟里拨剌,辟里拨剌,bek~liX~NA~lat,*[b]ˤek~*(mə.)rəʔ~NA~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
pī~lī~pā~la,pi~li~pa~la,pi1~li1~pa1~la5,劈哩啪啦,劈哩啪啦,NA,NA,Gong,SOUND
pī~lī~pā~la,pi~li~pa~la,pi1~li1~pa1~la5,噼哩啪啦,噼哩啪啦,NA,NA,Gong,SOUND
pì~líu~pū~lù,pi~liu~pu~lu,pi4~liu2~pu1~lu4,辟留扑碌,辟留扑碌,bek~ljuw,*[b]ˤek~*C.ru,Gong,SOUND
pī~pā,pi~pa,pi1~pa1,劈啪,劈啪,NA,NA,Gong,SOUND
pī~pā,pi~pa,pi1~pa1,噼啪,噼啪,NA,NA,Gong,SOUND
pī~pāi,pi~pai,pi1~pai1,噼拍,噼拍,NA~phaek,NA~*mə-pʰˤrak,Gong,SOUND
pī~pī~pā~pā,pi~pi~pa~pa,pi1~pi1~pa1~pa1,劈劈啪啪,劈劈啪啪,NA,NA,Gong,SOUND
pì~pì~pā~pā,pi~pi~pa~pa,pi4~pi4~pa1~pa1,辟辟啪啪,辟辟啪啪,bek~bek,*[b]ˤek~*[b]ˤek,Gong,SOUND
pī~pī~pāi~pāi,pi~pi~pai~pai,pi1~pi1~pai1~pai1,劈劈拍拍,劈劈拍拍,NA~NA~phaek~phaek,NA~NA~*mə-pʰˤrak~*mə-pʰˤrak,Gong,SOUND
pīng,ping,ping1,乒,乒,NA,NA,Gong,SOUND
pīng~pāng,ping~pang,ping1~pang1,乒乓,乒乓,NA,NA,Gong,SOUND
pō~lā,po~la,po1~la1,潑剌,泼剌,NA~lat,NA~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
pū,pu,pu1,噗,噗,NA,NA,Gong,SOUND
pū,pu,pu1,扑,扑,NA,NA,Gong,SOUND
pū~chī,pu~chi,pu1~chi1,扑哧,扑哧,NA,NA,Gong,SOUND
pū~chī,pu~chi,pu1~chi1,扑嗤,扑嗤,NA,NA,Gong,SOUND
pū~chī,pu~chi,pu1~chi1,噗嗤,噗嗤,NA,NA,Gong,SOUND
pū~chī,pu~chi,pu1~chi1,噗哧,噗哧,NA,NA,Gong,SOUND
pū~chī~pū~chī,pu~chi~pu~chi,pu1~chi1~pu1~chi1,扑哧扑哧,扑哧扑哧,NA,NA,Gong,SOUND
pū~dōng,pu~dong,pu1~dong1,扑冬,扑冬,NA~towng,NA~*tˤuŋ,Gong,SOUND
pū~dōng,pu~dong,pu1~dong1,扑咚,扑咚,NA,NA,Gong,SOUND
pū~dōng~dōng,pu~dong~dong,pu1~dong1~dong1,扑咚咚,扑咚咚,NA,NA,Gong,SOUND
pū~dōng,pu~dong,pu1~dong1,噗咚,噗咚,NA,NA,Gong,SOUND
pǔ~dōng~dōng,pu~dong~dong,pu3~dong1~dong1,普冬冬,普冬冬,NA~towng~towng,NA~*tˤuŋ~*tˤuŋ,Gong,SOUND
pū~pū~dōng~dōng,pu~pu~dong~dong,pu1~pu1~dong1~dong1,噗噗咚咚,噗噗咚咚,NA,NA,Gong,SOUND
pū~gā~dū~dū,pu~ga~du~du,pu1~ga1~du1~du1,噗嘎嘟嘟,噗嘎嘟嘟,NA,NA,Gong,SOUND
pū~lā~lā,pu~la~la,pu1~la1~la1,噗拉拉,噗拉拉,NA~lop~lop,NA~*[r]ˤəp~*[r]ˤəp,Gong,SOUND
pū~lā~lā,pu~la~la,pu1~la1~la1,扑啦啦,扑啦啦,NA,NA,Gong,SOUND
pū~lā~lā,pu~la~la,pu1~la1~la1,扑剌剌,扑剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
pū~lēng,pu~leng,pu1~leng1,扑棱,扑棱,NA,NA,Gong,SOUND
pū~lēng~lēng,pu~leng~leng,pu1~leng1~leng1,扑楞楞,扑楞楞,NA,NA,Gong,SOUND
pū~lū,pu~lu,pu1~lu1,扑漉,扑漉,NA,NA,Gong,SOUND
pū~lū,pu~lu,pu1~lu1,扑鹿,扑鹿,NA~luwk,NA~*mə-rˤok,Gong,SOUND
pū~lū~lū,pu~lu~lu,pu1~lu1~lu1,噗嚕嚕,噗噜噜,NA,NA,Gong,SOUND
pū~lù~lù,pu~lu~lu,pu1~lu4~lu4,噗碌碌,噗碌碌,NA,NA,Gong,SOUND
pū~lū~lū,pu~lu~lu,pu1~lu1~lu1,扑嚕嚕,扑噜噜,NA,NA,Gong,SOUND
pū~lū~pū~lū,pu~lu~pu~lu,pu1~lu1~pu1~lu1,扑嚕扑嚕,扑噜扑噜,NA,NA,Gong,SOUND
pū~pū,pu~pu,pu1~pu1,噗噗,噗噗,NA,NA,Gong,SOUND
pū~pū,pu~pu,pu1~pu1,扑扑,扑扑,NA,NA,Gong,SOUND
pū~pū,pu~pu,pu1~pu1,丕丕,丕丕,phij~phij,*pʰrə~*pʰrə,Gong,SOUND
pū~pū~lā~lā,pu~pu~la~la,pu1~pu1~la1~la1,扑扑拉拉,扑扑拉拉,NA~NA~lop~lop,NA~NA~*[r]ˤəp~*[r]ˤəp,Gong,SOUND
pū~pū~tōng~tōng,pu~pu~tong~tong,pu1~pu1~tong1~tong1,扑扑通通,扑扑通通,NA~NA~thuwng~thuwng,NA~NA~*l̥ˤoŋ~*l̥ˤoŋ,Gong,SOUND
pū~sù~sù,pu~su~su,pu1~su4~su4,扑簌簌,扑簌簌,NA,NA,Gong,SOUND
pū~tēng,pu~teng,pu1~teng1,扑騰,扑腾,NA~dong,NA~*lˤəŋ,Gong,SOUND
pū~tēng~pū~tēng,pu~teng~pu~teng,pu1~teng1~pu1~teng1,扑騰扑騰,扑腾扑腾,NA~dong~NA~dong,NA~*lˤəŋ~NA~*lˤəŋ,Gong,SOUND
pū~tōng,pu~tong,pu1~tong1,扑通,扑通,NA~thuwng,NA~*l̥ˤoŋ,Gong,SOUND
pū~tōng,pu~tong,pu1~tong1,扑同,扑同,NA~duwng,NA~*lˤoŋ,Gong,SOUND
pū~tōng,pu~tong,pu1~tong1,扑桶,扑桶,NA~thuwngX,NA~*l̥ˤoŋʔ,Gong,SOUND
pū~tōng,pu~tong,pu1~tong1,噗通,噗通,NA~thuwng,NA~*l̥ˤoŋ,Gong,SOUND
pū~tōng,pu~tong,pu1~tong1,骨董,骨董,kwot,*kˤut,Gong,SOUND
qī~qī~chā~chā,qi~qi~zha~zha,qi1~qi1~zha1~zha1,嘁嘁喳喳,嘁嘁喳喳,NA,NA,Gong,SOUND
cù~cù~chā~chā,cu~cu~zha~zha,cu4~cu4~zha1~zha1,槭槭楂楂,槭槭楂楂,NA,NA,Gong,SOUND
qiāng,qiang,qiang1,鏘,锵,NA,NA,Gong,SOUND
qiāng~qiāng,qiang~qiang,qiang1~qiang1,鏘鏘,锵锵,NA,NA,Gong,SOUND
qiāng~qiāng,qiang~qiang,qiang1~qiang1,鶬鶬,鶬鶬,NA,NA,Gong,SOUND
qiāng~qiāng,qiang~qiang,qiang1~qiang1,將將,将将,tsjang~tsjang,*[ts]aŋ~*[ts]aŋ,Gong,SOUND
qiāng~qiāng,qiang~qiang,qiang1~qiang1,瑲瑲,瑲瑲,NA,NA,Gong,SOUND
qiè~qiè,qie~qie,qie4~qie4,切切,切切,tshet~tshet,*[tsʰ]ˤi[t]~*[tsʰ]ˤi[t],Gong,SOUND
qióng~qióng,qiong~qiong,qiong2~qiong2,跫跫,跫跫,NA,NA,Gong,SOUND
sà~lā~lā,sa~la~la,sa4~la1~la1,颯剌剌,飒剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
sà~sà,sa~sa,sa4~sa4,颯颯,飒飒,NA,NA,Gong,SOUND
sà~sà,sa~sa,sa4~sa4,颯洒,飒洒,NA~sreaX,NA~*Cə.s<r>ərʔ,Gong,SOUND
sāng~láng~láng,sang~lang~lang,sang1~lang2~lang2,桑瑯瑯,桑瑯瑯,sang,*[s]ˤaŋ,Gong,SOUND
sāo~sāo,sao~sao,sao1~sao1,颾颾,颾颾,NA,NA,Gong,SOUND
sāo~sāo,sao~sao,sao1~sao1,騷騷,骚骚,saw~saw,*[s]ˤu~*[s]ˤu,Gong,SOUND
sè~líng~líng,se~ling~ling,se4~ling2~ling2,飋玲玲,飋玲玲,NA,NA,Gong,SOUND
sè~sè,se~se,se4~se4,瑟瑟,瑟瑟,srit~srit,*[s.m]ri[t]~*[s.m]ri[t],Gong,SOUND
shā~shā,sha~sha,sha1~sha1,沙沙,沙沙,srae~srae,*sˤraj~*sˤraj,Gong,SOUND
shā~shā~shā,sha~sha~sha,sha1~sha1~sha1,沙沙沙,沙沙沙,srae~srae~srae,*sˤraj~*sˤraj~*sˤraj,Gong,SOUND
shà~shà,sha~sha,sha4~sha4,唼唼,唼唼,NA,NA,Gong,SOUND
shī~líu~shū~lā,shi~liu~shu~la,shi1~liu2~shu1~la1,失流疏剌,失流疏剌,syit~ljuw~srjo~lat,*l̥i[t]~*ru~*sra~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
shī~líu~shū~lā,shi~liu~shu~la,shi1~liu2~shu1~la1,失留疏剌,失留疏剌,syit~ljuw~srjo~lat,*l̥i[t]~*C.ru~*sra~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
shī~líu~shū~lā,shi~liu~shu~la,shi1~liu2~shu1~la1,失留屑剌,失留屑剌,syit~ljuw~set~lat,*l̥i[t]~*C.ru~*s-lˤi[t]~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
shū~lā~lā,shu~la~la,shu1~la1~la1,疏剌剌,疏剌剌,srjo~lat~lat,*sra~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
shū~lā~lā,shu~la~la,shu1~la1~la1,疏喇喇,疏喇喇,srjo,*sra,Gong,SOUND
shū~lā~lā,shu~la~la,shu1~la1~la1,率剌剌,率剌剌,lwijH~lat~lat,*[r]ut-s~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
shuā,shua,shua1,刷,刷,srjwet,*[s]r[o]t (dialect: retains MC srj-),Gong,SOUND
shuā~lā,shua~la,shua1~la1,刷拉,刷拉,srjwet~lop,*[s]r[o]t (dialect: retains MC srj-)~*[r]ˤəp,Gong,SOUND
shuā~shuā,shua~shua,shua1~shua1,刷刷,刷刷,srjwet~srjwet,*[s]r[o]t (dialect: retains MC srj-)~*[s]r[o]t (dialect: retains MC srj-),Gong,SOUND
shuā~shuā~shuā,shua~shua~shua,shua1~shua1~shua1,刷刷刷,刷刷刷,srjwet~srjwet~srjwet,*[s]r[o]t (dialect: retains MC srj-)~*[s]r[o]t (dialect: retains MC srj-)~*[s]r[o]t (dialect: retains MC srj-),Gong,SOUND
sī~sī,si~si,si1~si1,嘶嘶,嘶嘶,sej~sej,*[s]ˤe~*[s]ˤe,Gong,SOUND
sī~lā,si~la,si1~la1,嘶拉,嘶拉,sej~lop,*[s]ˤe~*[r]ˤəp,Gong,SOUND
sī~lā~lā,si~la~la,si1~la5~la5,嘶啦啦,嘶啦啦,sej,*[s]ˤe,Gong,SOUND
sī~láng~láng,si~lang~lang,si1~lang2~lang2,廝琅琅,廝琅琅,NA~lang~lang,NA~*[r]ˤaŋ~*[r]ˤaŋ,Gong,SOUND
sī~láng~láng~tāng,si~lang~lang~tang,si1~lang2~lang2~tang1,廝琅琅湯,廝琅琅汤,NA~lang~lang~syang,NA~*[r]ˤaŋ~*[r]ˤaŋ~*l̥aŋ,Gong,SOUND
sī~sī,si~si,si1~si1,嘶嘶,嘶嘶,sej~sej,*[s]ˤe~*[s]ˤe,Gong,SOUND
sī~sī,si~si,si1~si1,澌澌,澌澌,NA,NA,Gong,SOUND
sī~sī,si~si,si1~si1,噝噝,噝噝,NA,NA,Gong,SOUND
sōu,sou,sou1,嗖,嗖,NA,NA,Gong,SOUND
sōu,sou,sou1,颼,飕,NA,NA,Gong,SOUND
sōu~sōu,sou~sou,sou1~sou1,嗖嗖,嗖嗖,NA,NA,Gong,SOUND
sōu~sōu~sōu,sou~sou~sou,sou1~sou1~sou1,嗖嗖嗖,嗖嗖嗖,NA,NA,Gong,SOUND
sōu~sōu,sou~sou,sou1~sou1,颼颼,飕飕,NA,NA,Gong,SOUND
sōu~líu,sou~liu,sou1~liu2,颼飀,飕飀,NA,NA,Gong,SOUND
sù,su,su4,簌,簌,NA,NA,Gong,SOUND
sù~sù,su~su,su4~su4,簌簌,簌簌,NA,NA,Gong,SOUND
sù~sù,su~su,su4~su4,蔌蔌,蔌蔌,NA,NA,Gong,SOUND
tā~tā,ta~ta,ta1~ta1,它它,它它,tha~tha,*l̥ˤaj~*l̥ˤaj,Gong,SOUND
tà~tà,ta~ta,ta4~ta4,蹋蹋,蹋蹋,dap~dap,*lˤap~*lˤap,Gong,SOUND
tà~tà,ta~ta,ta4~ta4,踏踏,踏踏,NA,NA,Gong,SOUND
tà~tà,ta~ta,ta4~ta4,沓沓,沓沓,dop~dop,*m-rˤəp~*m-rˤəp,Gong,SOUND
tāng,tang,tang1,嘡,嘡,NA,NA,Gong,SOUND
tāng,tang,tang1,闛,闛,NA,NA,Gong,SOUND
tāng,tang,tang1,閶,阊,NA,NA,Gong,SOUND
tāng,tang,tang1,鞺,鞺,NA,NA,Gong,SOUND
tāng,tang,tang1,鏜,镗,thang,*tʰˤaŋ,Gong,SOUND
tāng~tāng,tang~tang,tang1~tang1,鏜鏜,镗镗,thang~thang,*tʰˤaŋ~*tʰˤaŋ,Gong,SOUND
tāng~tāng,tang~tang,tang1~tang1,嘡嘡,嘡嘡,NA,NA,Gong,SOUND
tāng~tāng~tāng,tang~tang~tang,tang1~tang1~tang1,嘡嘡嘡,嘡嘡嘡,NA,NA,Gong,SOUND
tāng~tāng~tà~tà,tang~tang~ta~ta,tang1~tang1~ta4~ta4,鞺鞺鞳鞳,鞺鞺鞳鞳,NA,NA,Gong,SOUND
táng~tà,tang~ta,tang2~ta4,闛鞳,闛鞳,NA,NA,Gong,SOUND
táng~tà,tang~ta,tang2~ta4,闛閤,闛閤,NA~kop,NA~*[k]ˤ[o]p,Gong,SOUND
tēi~léng,tei~leng,tei1~leng2,忒楞,忒楞,thok,*l̥ˤək,Gong,SOUND
tēi~léng~léng,tei~leng~leng,tei1~leng2~leng2,忒楞楞,忒楞楞,thok,*l̥ˤək,Gong,SOUND
tēi~léng~léng~téng,tei~leng~leng~teng,tei1~leng2~leng2~teng2,忒楞楞騰,忒楞楞腾,thok~NA~NA~dong,*l̥ˤək~NA~NA~*lˤəŋ,Gong,SOUND
tēir,teir,teir1,忒兒,忒儿,thok~nye,*l̥ˤək~*ŋe,Gong,SOUND
tēir~lou~lou,teir~lou~lou,teir1~lou5~lou5,忒兒嘍嘍,忒儿喽喽,thok~nye,*l̥ˤək~*ŋe,Gong,SOUND
tī~tī~tuō,ti~ti~tuo,ti1~ti1~tuo1,剔剔托,剔剔托,thek~thek,*l̥ˤek~*l̥ˤek,Gong,SOUND
tī~líu~tū~lǔ,ti~liu~tu~lu,ti1~liu2~tu1~lu3,剔流秃魯,剔流秃鲁,thek~ljuw~NA~luX,*l̥ˤek~*ru~NA~*[r]ˤaʔ,Gong,SOUND
tī~tī~tā~tā,ti~ti~ta~ta,ti1~ti1~ta1~ta1,踢踢踏踏,踢踢踏踏,NA,NA,Gong,SOUND
tí~tí~dā,ti~ti~da,ti2~ti2~da1,提提嗒,提提嗒,dej~dej,*[d]ˤe~*[d]ˤe,Gong,SOUND
tōng,tong,tong1,通,通,thuwng,*l̥ˤoŋ,Gong,SOUND
tōng,tong,tong1,嗵,嗵,NA,NA,Gong,SOUND
tōng~tōng,tong~tong,tong1~tong1,嗵嗵,嗵嗵,NA,NA,Gong,SOUND
tū,tu,tu1,突,突,dwot,*m-tʰˤut,Gong,SOUND
tū~tū,tu~tu,tu1~tu1,突突,突突,dwot~dwot,*m-tʰˤut~*m-tʰˤut,Gong,SOUND
tū~tū~tū,tu~tu~tu,tu1~tu1~tu1,突突突,突突突,dwot~dwot~dwot,*m-tʰˤut~*m-tʰˤut~*m-tʰˤut,Gong,SOUND
tuō,tuo,tuo1,托,托,NA,NA,Gong,SOUND
tuó~tuó,tuo~tuo,tuo2~tuo2,橐橐,橐橐,thak~thak,*tʰˤak~*tʰˤak,Gong,SOUND
tuó~tuó~tuó,tuo~tuo~tuo,tuo2~tuo2~tuo2,橐橐橐,橐橐橐,thak~thak~thak,*tʰˤak~*tʰˤak~*tʰˤak,Gong,SOUND
wā,wa,wa1,哇,哇,NA,NA,Gong,SOUND
wā~lā~wā~lā,wa~la~wa~la,wa1~la1~wa1~la1,哇啦哇啦,哇啦哇啦,NA,NA,Gong,SOUND
~wā~lā~wā~lā,wa~la~wa~la,wa1~la1~wa1~la1,哇喇哇喇,哇喇哇喇,NA,NA,Gong,SOUND
wā~lī~wā~lā,wa~li~wa~la,wa1~li1~wa1~la1,哇哩哇啦,哇哩哇啦,NA,NA,Gong,SOUND
wā~wā,wa~wa,wa1~wa1,哇哇,哇哇,NA,NA,Gong,SOUND
wā~wā~wā~wā,wa~wa~wa~wa,wa1~wa1~wa1~wa1,哇哇哇哇,哇哇哇哇,NA,NA,Gong,SOUND
wāng,wang,wang1,汪,汪,'wang,*qʷˤaŋ,Gong,SOUND
wāng~wāng,wang~wang,wang1~wang1,汪汪,汪汪,'wang~'wang,*qʷˤaŋ~*qʷˤaŋ,Gong,SOUND
wéi~wéi,wei~wei,wei2~wei2,唯唯,唯唯,ywij~ywij,*ɢʷij (< *ɢʷuj?)~*ɢʷij (< *ɢʷuj?),Gong,SOUND
wēng,weng,weng1,嗡,嗡,NA,NA,Gong,SOUND
