pinyinnum,traditional,simplified,morph,pinyinnum,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
ji1~dong1~gu1~dong1,唧咚咕咚,唧咚咕咚,,ji1~dong1~gu1~dong1,唧,咚,咕,咚,"6,7901",4963,"12,1284",4963,5,4,12,4
ji1~nong2,唧噥,唧哝,,ji1~nong2,唧,哝,,,"6,7901","0,8395",,,5,2,,
ji1~ji1,唧唧,唧唧,,ji1~ji1,唧,唧,,,"6,7901","6,7901",,,5,5,,
ji1~ji1~zhi1~zhi1,唧唧吱吱,唧唧吱吱,,ji1~ji1~zhi1~zhi1,唧,唧,吱,吱,"6,7901","6,7901","5,1951","5,1951",5,5,5,5
ji1~ji1~gu1~gu1,唧唧呱呱,唧唧呱呱,,ji1~ji1~gu1~gu1,唧,唧,呱,呱,"6,7901","6,7901","6,6469","6,6469",5,5,5,5
ji1~ji1~gu1~gu1,唧唧咕咕,唧唧咕咕,,ji1~ji1~gu1~gu1,唧,唧,咕,咕,"6,7901","6,7901","12,1284","12,1284",5,5,12,12
ji1~ji1~nong2~nong2,唧唧噥噥,唧唧哝哝,,ji1~ji1~nong2~nong2,唧,唧,哝,哝,"6,7901","6,7901","0,8395","0,8395",5,5,2,2
ji1~ji1~ji1,唧唧唧,唧唧唧,,ji1~ji1~ji1,唧,唧,唧,,"6,7901","6,7901","6,7901",,5,5,5,
ji1~ji1~jiu1~jiu1,唧唧啾啾,唧唧啾啾,,ji1~ji1~jiu1~jiu1,唧,唧,啾,啾,"6,7901","6,7901",,,5,5,,
ji1~ji1~zha1~zha1,唧唧喳喳,唧唧喳喳,,ji1~ji1~zha1~zha1,唧,唧,喳,喳,"6,7901","6,7901","2,5037","2,5037",5,5,3,3
ji1~ji1~ga1~ga1,唧唧嘎嘎,唧唧嘎嘎,,ji1~ji1~ga1~ga1,唧,唧,嘎,嘎,"6,7901","6,7901","41,6346","41,6346",5,5,2,2
ji1~ji1~zhi1~zhi1,唧唧知知,唧唧知知,,ji1~ji1~zhi1~zhi1,唧,唧,知,知,"6,7901","6,7901","2128,1432","2128,1432",5,5,87,87
ji1~ji1~ya1~ya1,唧唧鴨鴨,唧唧鸭鸭,,ji1~ji1~ya1~ya1,唧,唧,鸭,鸭,"6,7901","6,7901","59,3975","59,3975",5,5,12,12
ji1~deng1~ge1~deng1,唧噔咯噔,唧噔咯噔,,ji1~deng1~ge1~deng1,唧,噔,咯,噔,"6,7901","1,2494","234,3358","1,2494",5,0,2,0
ji1~deng1~ga1~deng1,唧噔嘎噔,唧噔嘎噔,,ji1~deng1~ga1~deng1,唧,噔,嘎,噔,"6,7901","1,2494","41,6346","1,2494",5,0,2,0
ji1~la1~cha2~la5,唧拉查啦,唧拉查啦,,ji1~la1~cha2~la5,唧,拉,查,啦,"6,7901","451,9951","397,3531","1029,3136",5,78,68,8
ji1~li3~ji1~la1,唧里唧拉,唧里唧拉,,ji1~li3~ji1~la1,唧,里,唧,拉,"6,7901",2571442,"6,7901","451,9951",5,135,5,78
bang1,𠳐,𠳐,,bang1,𠳐,,,,,,,,,,,
bang1~bang1,𠳐𠳐,𠳐𠳐,,bang1~bang1,𠳐,𠳐,,,,,,,,,,
bang1~bang1~bang1,𠳐𠳐𠳐,𠳐𠳐𠳐,,bang1~bang1~bang1,𠳐,𠳐,𠳐,,,,,,,,,
ke4~ca1,𠳭嚓,𠳭嚓,,ke4~ca1,𠳭,嚓,,,,"3,5407",,,,2,,
ke4~ca1~ke4~ca1,𠳭嚓𠳭嚓,𠳭嚓𠳭嚓,,ke4~ca1~ke4~ca1,𠳭,嚓,𠳭,嚓,,"3,5407",,"3,5407",,2,,2
feng3~feng3,唪唪,唪唪,,feng3~feng3,唪,唪,,,,,,,,,,
wei2,唯,唯,,wei2,唯,,,,"136,0593",,,,11,,,
wei2~wei2,唯唯,唯唯,,wei2~wei2,唯,唯,,,"136,0593","136,0593",,,11,11,,
wei2~wei2~nuo4~nuo4,唯唯諾諾,唯唯诺诺,,wei2~wei2~nuo4~nuo4,唯,唯,诺,诺,"136,0593","136,0593","112,0296","112,0296",11,11,8,8
shua1,唰,唰,,shua1,唰,,,,"0,7951",,,,0,,,
shuar1~shuar1,唰兒唰兒,唰儿唰儿,,shuar1~shuar1,唰,儿,唰,儿,"0,7951","1244,4889","0,7951","1244,4889",0,187,0,187
shua1~li1~li1,唰哩哩,唰哩哩,,shua1~li1~li1,唰,哩,哩,,"0,7951","21,8074","21,8074",,0,0,0,
shua1~shua1,唰唰,唰唰,,shua1~shua1,唰,唰,,,"0,7951","0,7951",,,0,0,,
shua1~la5,唰啦,唰啦,,shua1~la5,唰,啦,,,"0,7951","1029,3136",,,0,8,,
shua1~la1~la1,唰啦啦,唰啦啦,,shua1~la1~la1,唰,啦,啦,,"0,7951","1029,3136","1029,3136",,0,8,8,
shua1~la1~shua1~la1,唰拉唰拉,唰拉唰拉,,shua1~la1~shua1~la1,唰,拉,唰,拉,"0,7951","451,9951","0,7951","451,9951",0,78,0,78
yo1,唷,唷,,yo1,唷,,,,,,,,,,,
sha4~sha4,唼唼,唼唼,,sha4~sha4,唼,唼,,,,,,,,,,
hu1,唿,唿,,hu1,唿,,,,,,,,,,,
hu1~hu1,唿唿,唿唿,,hu1~hu1,唿,唿,,,,,,,,,,
hu1~la3~la3,唿喇喇,唿喇喇,,hu1~la3~la3,唿,喇,喇,,,"34,0198","34,0198",,,7,7,
hu1~la1~la1,唿喇喇,唿喇喇,,hu1~la1~la1,唿,喇,喇,,,"34,0198","34,0198",,,7,7,
hu1~zha1,唿喳,唿喳,,hu1~zha1,唿,喳,,,,"2,5037",,,,3,,
hu1~lu1~lu1,唿嚕嚕,唿噜噜,,hu1~lu1~lu1,唿,噜,噜,,,"16,9086","16,9086",,,6,6,
hu1~long2~long2,唿隆隆,唿隆隆,,hu1~long2~long2,唿,隆,隆,,,"42,0395","42,0395",,,18,18,
zhou1~jiu1,啁啾,啁啾,,zhou1~jiu1,啁,啾,,,,,,,,,,
zhuo2,啄,啄,,zhuo2,啄,,,,"1,1753",,,,2,,,
a4,啊,啊,,a4,啊,,,,"3242,1679",,,,3,,,
a5,啊,啊,,a5,啊,,,,"3242,1679",,,,3,,,
a5~ya1,啊呀,啊呀,,a5~ya1,啊,呀,,,"3242,1679","403,9259",,,3,5,,
a5~wu1,啊嗚,啊呜,,a5~wu1,啊,呜,,,"3242,1679","51,2543",,,3,3,,
a5~yi1,啊咿,啊咿,,a5~yi1,啊,咿,,,"3242,1679","2,3852",,,3,1,,
a5~yo5,啊喲,啊哟,,a5~yo5,啊,哟,,,"3242,1679","92,0444",,,3,3,,
a5~a5,啊啊,啊啊,,a5~a5,啊,啊,,,"3242,1679","3242,1679",,,3,3,,
a5~jiu1,啊啾,啊啾,,a5~jiu1,啊,啾,,,"3242,1679",,,,3,,,
a1~ti4,啊嚏,啊嚏,,a1~ti4,啊,嚏,,,"3242,1679","6,8296",,,3,3,,
kong1~dong1,啌咚,啌咚,,kong1~dong1,啌,咚,,,,4963,,,,4,,
tun1~tun1,啍啍,啍啍,,tun1~tun1,啍,啍,,,,,,,,,,
qi1~qi1~ji1~ji1,啛啛唧唧,啛啛唧唧,,qi1~qi1~ji1~ji1,啛,啛,唧,唧,,,"6,7901","6,7901",,,5,5
la1~la1,啦啦,啦啦,,la1~la1,啦,啦,,,"1029,3136","1029,3136",,,8,8,,
ze2,嘖,啧,,ze2,啧,,,,"6,6617",,,,2,,,
ze2~ze2,嘖嘖,啧啧,,ze2~ze2,啧,啧,,,"6,6617","6,6617",,,2,2,,
ze2~ze2~zha1~zha1,嘖嘖喳喳,啧啧喳喳,,ze2~ze2~zha1~zha1,啧,啧,喳,喳,"6,6617","6,6617","2,5037","2,5037",2,2,3,3
pa1,啪,啪,,pa1,啪,,,,"9,7235",,,,4,,,
pa1~da1~pa1~da1,啪噠啪噠,啪哒啪哒,,pa1~da1~pa1~da1,啪,哒,啪,哒,"9,7235","13,6049","9,7235","13,6049",4,1,4,1
pa1~ji1,啪唧,啪唧,,pa1~ji1,啪,唧,,,"9,7235","6,7901",,,4,5,,
pa1~la1,啪啦,啪啦,,pa1~la1,啪,啦,,,"9,7235","1029,3136",,,4,8,,
pa1~la5,啪啦,啪啦,,pa1~la5,啪,啦,,,"9,7235","1029,3136",,,4,8,,
pa1~la1~pa1~la1,啪啦啪啦,啪啦啪啦,,pa1~la1~pa1~la1,啪,啦,啪,啦,"9,7235","1029,3136","9,7235","1029,3136",4,8,4,8
pa1~la5~pa1~la5,啪啦啪啦,啪啦啪啦,,pa1~la5~pa1~la5,啪,啦,啪,啦,"9,7235","1029,3136","9,7235","1029,3136",4,8,4,8
pa1~pa1,啪啪,啪啪,,pa1~pa1,啪,啪,,,"9,7235","9,7235",,,4,4,,
pa1~pa1~la1,啪啪啦,啪啪啦,,pa1~pa1~la1,啪,啪,啦,,"9,7235","9,7235","1029,3136",,4,4,8,
pa1~pa1~pa1,啪啪啪,啪啪啪,,pa1~pa1~pa1,啪,啪,啪,,"9,7235","9,7235","9,7235",,4,4,4,
pa1~da1,啪嗒,啪嗒,,pa1~da1,啪,嗒,,,"9,7235",10079,,,4,3,,
pa1~ta4,啪嗒,啪嗒,,pa1~ta4,啪,嗒,,,"9,7235",10079,,,4,3,,
pa1~da4,啪嗒,啪嗒,,pa1~da4,啪,嗒,,,"9,7235",10079,,,4,3,,
pa1~da1~pa1~da1,啪嗒啪嗒,啪嗒啪嗒,,pa1~da1~pa1~da1,啪,嗒,啪,嗒,"9,7235",10079,"9,7235",10079,4,3,4,3
pa1~ta4~pa1~ta4,啪嗒啪嗒,啪嗒啪嗒,,pa1~ta4~pa1~ta4,啪,嗒,啪,嗒,"9,7235",10079,"9,7235",10079,4,3,4,3
pa1~ca1,啪嚓,啪嚓,,pa1~ca1,啪,嚓,,,"9,7235","3,5407",,,4,2,,
pa1~cha1,啪嚓,啪嚓,,pa1~cha1,啪,嚓,,,"9,7235","3,5407",,,4,2,,
zhuan4~zhuan4,囀囀,啭啭,,zhuan4~zhuan4,啭,啭,,,"0,0642","0,0642",,,1,1,,
chan3~chan3,嘽嘽,啴啴,,chan3~chan3,啴,啴,,,,,,,,,,
bo1~duo1~bo1~duo1,啵哆啵哆,啵哆啵哆,,bo1~duo1~bo1~duo1,啵,哆,啵,哆,"5,7432",9763,"5,7432",9763,0,2,0,2
bo1~bo1,啵啵,啵啵,,bo1~bo1,啵,啵,,,"5,7432","5,7432",,,0,0,,
lang1,啷,啷,,lang1,啷,,,,"1,2642",,,,1,,,
lang1~lang1,啷啷,啷啷,,lang1~lang1,啷,啷,,,"1,2642","1,2642",,,1,1,,
lang1~dang1,啷當,啷当,,lang1~dang1,啷,当,,,"1,2642","1142,9679",,,1,108,,
xiao4,嘯,啸,,xiao4,啸,,,,"19,2889",,,,4,,,
xiao4~xiao4,嘯嘯,啸啸,,xiao4~xiao4,啸,啸,,,"19,2889","19,2889",,,4,4,,
jiu1,啾,啾,,jiu1,啾,,,,,,,,,,,
jiu1~zha1,啾哳,啾哳,,jiu1~zha1,啾,哳,,,,,,,,,,
jiu1~ji1,啾唧,啾唧,,jiu1~ji1,啾,唧,,,,"6,7901",,,,5,,
jiu1~zha1,啾啁,啾啁,,jiu1~zha1,啾,啁,,,,,,,,,,
jiu1~jiu1,啾啾,啾啾,,jiu1~jiu1,啾,啾,,,,,,,,,,
jiu1~jiu1~ji1~ji1,啾啾唧唧,啾啾唧唧,,jiu1~jiu1~ji1~ji1,啾,啾,唧,唧,,,"6,7901","6,7901",,,5,5
ka1,喀,喀,,ka1,喀,,,,"3,4025",,,,2,,,
ka1~dan1,喀丹,喀丹,,ka1~dan1,喀,丹,,,"3,4025","68,0198",,,2,13,,
ka1~ba1,喀吧,喀吧,,ka1~ba1,喀,吧,,,"3,4025","3244,4938",,,2,5,,
ka1~ba5,喀吧,喀吧,,ka1~ba5,喀,吧,,,"3,4025","3244,4938",,,2,5,,
ka1~da1,喀噠,喀哒,,ka1~da1,喀,哒,,,"3,4025","13,6049",,,2,1,,
ka1~la1,喀啦,喀啦,,ka1~la1,喀,啦,,,"3,4025","1029,3136",,,2,8,,
ka1~ka1,喀喀,喀喀,,ka1~ka1,喀,喀,,,"3,4025","3,4025",,,2,2,,
ka1~ka1~ka1,喀喀喀,喀喀喀,,ka1~ka1~ka1,喀,喀,喀,,"3,4025","3,4025","3,4025",,2,2,2,
ka1~ka1~ca1~ca1,喀喀嚓嚓,喀喀嚓嚓,,ka1~ka1~ca1~ca1,喀,喀,嚓,嚓,"3,4025","3,4025","3,5407","3,5407",2,2,2,2
ka1~ca1,喀嚓,喀嚓,,ka1~ca1,喀,嚓,,,"3,4025","3,5407",,,2,2,,
ka1~cha1,喀嚓,喀嚓,,ka1~cha1,喀,嚓,,,"3,4025","3,5407",,,2,2,,
yong2~yong2,喁喁,喁喁,,yong2~yong2,喁,喁,,,,,,,,,,
yu1~yu1,喁喁,喁喁,,yu1~yu1,喁,喁,,,,,,,,,,
nan2,喃,喃,,nan2,喃,,,,"5,1111",,,,2,,,
nan2~nan2,喃喃,喃喃,,nan2~nan2,喃,喃,,,"5,1111","5,1111",,,2,2,,
nan2~nan2~ne4~ne4,喃喃吶吶,喃喃呐呐,,nan2~nan2~ne4~ne4,喃,喃,呐,呐,"5,1111","5,1111","56,9531","56,9531",2,2,3,3
nan2~nan2~duo1~duo1,喃喃咄咄,喃喃咄咄,,nan2~nan2~duo1~duo1,喃,喃,咄,咄,"5,1111","5,1111","1,9111","1,9111",2,2,1,1
nan2~nan2~du3~du3,喃喃篤篤,喃喃笃笃,,nan2~nan2~du3~du3,喃,喃,笃,笃,"5,1111","5,1111","1,8469","1,8469",2,2,2,2
nan2~nan2~ne4~ne4,喃喃訥訥,喃喃讷讷,,nan2~nan2~ne4~ne4,喃,喃,讷,讷,"5,1111","5,1111","0,9383","0,9383",2,2,2,2
la3,喇,喇,,la3,喇,,,,"34,0198",,,,7,,,
la3~la3,喇喇,喇喇,,la3~la3,喇,喇,,,"34,0198","34,0198",,,7,7,,
la1~la1~lian2~lian2,喇喇嗹嗹,喇喇嗹嗹,,la1~la1~lian2~lian2,喇,喇,嗹,嗹,"34,0198","34,0198",,,7,7,,
jie1,喈,喈,,jie1,喈,,,,,,,,,,,
jie1~jie1,喈喈,喈喈,,jie1~jie1,喈,喈,,,,,,,,,,
die2~die2,喋喋,喋喋,,die2~die2,喋,喋,,,10884,10884,,,1,1,,
zhou1~zhou1,喌喌,喌喌,,zhou1~zhou1,喌,喌,,,,,,,,,,
yao1~yao1,喓喓,喓喓,,yao1~yao1,喓,喓,,,,,,,,,,
wo1,喔,喔,,wo1,喔,,,,"101,0765",,,,0,,,
wo1~yi1,喔咿,喔咿,,wo1~yi1,喔,咿,,,"101,0765","2,3852",,,0,1,,
o1~chi1~o1~chi1,喔哧喔哧,喔哧喔哧,,o1~chi1~o1~chi1,喔,哧,喔,哧,"101,0765","1,7086","101,0765","1,7086",0,3,0,3
o1~o1,喔喔,喔喔,,o1~o1,喔,喔,,,"101,0765","101,0765",,,0,0,,
wo1~wo1,喔喔,喔喔,,wo1~wo1,喔,喔,,,"101,0765","101,0765",,,0,0,,
wo1~wo1~wo1,喔喔喔,喔喔喔,,wo1~wo1~wo1,喔,喔,喔,,"101,0765","101,0765","101,0765",,0,0,0,
hou1~lou2~lou2,喝嘍嘍,喝喽喽,,hou1~lou2~lou2,喝,喽,喽,,"508,8444","77,6494","77,6494",,12,1,1,
huang2~xia1,喤呷,喤呷,,huang2~xia1,喤,呷,,,,"1,2593",,,,0,,
huang2~huang2,喤喤,喤喤,,huang2~huang2,喤,喤,,,,,,,,,,
xuan1~xuan1,喧喧,喧喧,,xuan1~xuan1,喧,喧,,,"18,8148","18,8148",,,6,6,,
cha1,喳,喳,,cha1,喳,,,,"2,5037",,,,3,,,
zha1,喳,喳,,zha1,喳,,,,"2,5037",,,,3,,,
zha1~ba1~zha1~ba1,喳叭喳叭,喳叭喳叭,,zha1~ba1~zha1~ba1,喳,叭,喳,叭,"2,5037","7,4321","2,5037","7,4321",3,6,3,6
zha1~la5~la5,喳啦啦,喳啦啦,,zha1~la5~la5,喳,啦,啦,,"2,5037","1029,3136","1029,3136",,3,8,8,
zha1~la5~zha1~la5,喳啦喳啦,喳啦喳啦,,zha1~la5~zha1~la5,喳,啦,喳,啦,"2,5037","1029,3136","2,5037","1029,3136",3,8,3,8
zha1~zha1,喳喳,喳喳,,zha1~zha1,喳,喳,,,"2,5037","2,5037",,,3,3,,
cha1~cha1,喳喳,喳喳,,cha1~cha1,喳,喳,,,"2,5037","2,5037",,,3,3,,
zha1~zha1~qie1~qie1,喳喳切切,喳喳切切,,zha1~zha1~qie1~qie1,喳,喳,切,切,"2,5037","2,5037","555,2889","555,2889",3,3,58,58
zha1~zha1~hu1~hu1,喳喳呼呼,喳喳呼呼,,zha1~zha1~hu1~hu1,喳,喳,呼,呼,"2,5037","2,5037","194,2815","194,2815",3,3,46,46
zha1~zha1~la5~la5,喳喳啦啦,喳喳啦啦,,zha1~zha1~la5~la5,喳,喳,啦,啦,"2,5037","2,5037","1029,3136","1029,3136",3,3,8,8
zha1~zha1~zha1,喳喳喳,喳喳喳,,zha1~zha1~zha1,喳,喳,喳,,"2,5037","2,5037","2,5037",,3,3,3,
cha1~da2,喳達,喳达,,cha1~da2,喳,达,,,"2,5037","526,2173",,,3,47,,
cha1~da2~cha1~da2,喳達喳達,喳达喳达,,cha1~da2~cha1~da2,喳,达,喳,达,"2,5037","526,2173","2,5037","526,2173",3,47,3,47
miao1,喵,喵,,miao1,喵,,,,"21,7284",,,,0,,,
miao1~wu1,喵嗚,喵呜,,miao1~wu1,喵,呜,,,"21,7284","51,2543",,,0,3,,
miao1~miao1,喵喵,喵喵,,miao1~miao1,喵,喵,,,"21,7284","21,7284",,,0,0,,
miao1~miao1~wu1,喵喵嗚,喵喵呜,,miao1~miao1~wu1,喵,喵,呜,,"21,7284","21,7284","51,2543",,0,0,3,
lou5,嘍,喽,,lou5,喽,,,,"77,6494",,,,1,,,
ke4,嗑,嗑,,ke4,嗑,,,,"5,8173",,,,0,,,
da1,嗒,嗒,,da1,嗒,,,,10079,,,,3,,,
ta4,嗒,嗒,,ta4,嗒,,,,10079,,,,3,,,
da1~da1,嗒嗒,嗒嗒,,da1~da1,嗒,嗒,,,10079,10079,,,3,3,,
ta4~ta4,嗒嗒,嗒嗒,,ta4~ta4,嗒,嗒,,,10079,10079,,,3,3,,
da1~da1~da1,嗒嗒嗒,嗒嗒嗒,,da1~da1~da1,嗒,嗒,嗒,,10079,10079,10079,,3,3,3,
ta4~ta4~ta4,嗒嗒嗒,嗒嗒嗒,,ta4~ta4~ta4,嗒,嗒,嗒,,10079,10079,10079,,3,3,3,
da1~da1~da1~da1,嗒嗒嗒嗒,嗒嗒嗒嗒,,da1~da1~da1~da1,嗒,嗒,嗒,嗒,10079,10079,10079,10079,3,3,3,3
sou1,嗖,嗖,,sou1,嗖,,,,"2,2667",,,,1,,,
sou1~sou1,嗖嗖,嗖嗖,,sou1~sou1,嗖,嗖,,,"2,2667","2,2667",,,1,1,,
sou1~sou1~zhi1~zhi1,嗖嗖吱吱,嗖嗖吱吱,,sou1~sou1~zhi1~zhi1,嗖,嗖,吱,吱,"2,2667","2,2667","5,1951","5,1951",1,1,5,5
sou1~sou1~sou1,嗖嗖嗖,嗖嗖嗖,,sou1~sou1~sou1,嗖,嗖,嗖,,"2,2667","2,2667","2,2667",,1,1,1,
gu1~lu4~lu4,嗗㖨㖨,嗗㖨㖨,,gu1~lu4~lu4,嗗,㖨,㖨,,,,,,,,,
gu2~lu4~gu2~lu4,嗗碌嗗碌,嗗碌嗗碌,,gu2~lu4~gu2~lu4,嗗,碌,嗗,碌,,43837,,43837,,7,,7
gu1~lu4~lu4,嗗碌碌,嗗碌碌,,gu1~lu4~lu4,嗗,碌,碌,,,43837,43837,,,7,7,
ge2,嗝,嗝,,ge2,嗝,,,,"4,8741",,,,3,,,
ge2~ge2,嗝嗝,嗝嗝,,ge2~ge2,嗝,嗝,,,"4,8741","4,8741",,,3,3,,
zi1,嗞,嗞,,zi1,嗞,,,,,,,,,,,
zi1~gu1,嗞咕,嗞咕,,zi1~gu1,嗞,咕,,,,"12,1284",,,,12,,
zi1~la1~zi1~la1,嗞啦嗞啦,嗞啦嗞啦,,zi1~la1~zi1~la1,嗞,啦,嗞,啦,,"1029,3136",,"1029,3136",,8,,8
zi1~la3,嗞喇,嗞喇,,zi1~la3,嗞,喇,,,,"34,0198",,,,7,,
zi1~lou5,嗞嘍,嗞喽,,zi1~lou5,嗞,喽,,,,"77,6494",,,,1,,
zi1~zi1,嗞嗞,嗞嗞,,zi1~zi1,嗞,嗞,,,,,,,,,,
zi1~liu1,嗞溜,嗞溜,,zi1~liu1,嗞,溜,,,,34558,,,,22,,
jie1~jie1,嗟嗟,嗟嗟,,jie1~jie1,嗟,嗟,,,"0,9679","0,9679",,,2,2,,
weng1,嗡,嗡,,weng1,嗡,,,,"4,9877",,,,1,,,
wengr1~wengr1,嗡兒嗡兒,嗡儿嗡儿,,wengr1~wengr1,嗡,儿,嗡,儿,"4,9877","1244,4889","4,9877","1244,4889",1,187,1,187
weng1~weng1,嗡嗡,嗡嗡,,weng1~weng1,嗡,嗡,,,"4,9877","4,9877",,,1,1,,
weng1~weng1~weng1,嗡嗡嗡,嗡嗡嗡,,weng1~weng1~weng1,嗡,嗡,嗡,,"4,9877","4,9877","4,9877",,1,1,1,
weng1~weng1~ying1~ying1,嗡嗡嚶嚶,嗡嗡嘤嘤,,weng1~weng1~ying1~ying1,嗡,嗡,嘤,嘤,"4,9877","4,9877","5,2494","5,2494",1,1,1,1
weng1~weng1~yang2~yang2,嗡嗡揚揚,嗡嗡扬扬,,weng1~weng1~yang2~yang2,嗡,嗡,扬,扬,"4,9877","4,9877","50,8444","50,8444",1,1,40,40
weng1~weng1~ying2~ying2,嗡嗡營營,嗡嗡营营,,weng1~weng1~ying2~ying2,嗡,嗡,营,营,"4,9877","4,9877","151,3877","151,3877",1,1,59,59
chi1,嗤,嗤,,chi1,嗤,,,,"1,0321",,,,2,,,
chi1~la5~chi1~la5,嗤啦嗤啦,嗤啦嗤啦,,chi1~la5~chi1~la5,嗤,啦,嗤,啦,"1,0321","1029,3136","1,0321","1029,3136",2,8,2,8
chi1~chi1,嗤嗤,嗤嗤,,chi1~chi1,嗤,嗤,,,"1,0321","1,0321",,,2,2,,
chi1~chi1~chi1,嗤嗤嗤,嗤嗤嗤,,chi1~chi1~chi1,嗤,嗤,嗤,,"1,0321","1,0321","1,0321",,2,2,2,
chi1~liu1~liu1,嗤溜溜,嗤溜溜,,chi1~liu1~liu1,嗤,溜,溜,,"1,0321",34558,34558,,2,22,22,
suo1~suo1,嗦嗦,嗦嗦,,suo1~suo1,嗦,嗦,,,"7,5506","7,5506",,,4,4,,
hai1,嗨,嗨,,hai1,嗨,,,,"174,9778",,,,1,,,
hai1~hai1,嗨嗨,嗨嗨,,hai1~hai1,嗨,嗨,,,"174,9778","174,9778",,,1,1,,
nie4,嗫,嗫,,nie4,嗫,,,,,,,,,,,
nie4~nie4~ru2~ru2,囁囁嚅嚅,嗫嗫嚅嚅,,nie4~nie4~ru2~ru2,嗫,嗫,嚅,嚅,,,,,,,,
he1~he1,嗬嗬,嗬嗬,,he1~he1,嗬,嗬,,,"0,9086","0,9086",,,0,0,,
he1~he1~he1,嗬嗬嗬,嗬嗬嗬,,he1~he1~he1,嗬,嗬,嗬,,"0,9086","0,9086","0,9086",,0,0,0,
he1~luo1~he1~luo1,嗬囉嗬囉,嗬囉嗬囉,,he1~luo1~he1~luo1,嗬,囉,嗬,囉,"0,9086",,"0,9086",,0,,0,
ng,嗯,嗯,,ng,嗯,,,,"207,3926",,,,0,,,
en1~en1,嗯嗯,嗯嗯,,en1~en1,嗯,嗯,,,"207,3926","207,3926",,,0,0,,
en1~en1~a5~a5,嗯嗯啊啊,嗯嗯啊啊,,en1~en1~a5~a5,嗯,嗯,啊,啊,"207,3926","207,3926","3242,1679","3242,1679",0,0,3,3
tong1,嗵,嗵,,tong1,嗵,,,,,,,,,,,
tong1~tong1,嗵嗵,嗵嗵,,tong1~tong1,嗵,嗵,,,,,,,,,,
ao2,嗷,嗷,,ao2,嗷,,,,"12,8346",,,,1,,,
ao2~ao2,嗷嗷,嗷嗷,,ao2~ao2,嗷,嗷,,,"12,8346","12,8346",,,1,1,,
ao2~ao2,嗸嗸,嗸嗸,,ao2~ao2,嗸,嗸,,,,,,,,,,
di2~li4~li4,嘀嚦嚦,嘀呖呖,,di2~li4~li4,嘀,呖,呖,,"11,1012",,,,3,,,
di2~gu1,嘀咕,嘀咕,,di2~gu1,嘀,咕,,,"11,1012","12,1284",,,3,12,,
di2~li1~di2~li1,嘀哩嘀哩,嘀哩嘀哩,,di2~li1~di2~li1,嘀,哩,嘀,哩,"11,1012","21,8074","11,1012","21,8074",3,0,3,0
di2~li1~di2~la5,嘀哩嘀啦,嘀哩嘀啦,,di2~li1~di2~la5,嘀,哩,嘀,啦,"11,1012","21,8074","11,1012","1029,3136",3,0,3,8
di2~da1,嘀嗒,嘀嗒,,di2~da1,嘀,嗒,,,"11,1012",10079,,,3,3,,
di2~da4,嘀嗒,嘀嗒,,di2~da4,嘀,嗒,,,"11,1012",10079,,,3,3,,
di2~da1~di2~da1,嘀嗒嘀嗒,嘀嗒嘀嗒,,di2~da1~di2~da1,嘀,嗒,嘀,嗒,"11,1012",10079,"11,1012",10079,3,3,3,3
di2~ta4~di2~ta4,嘀嗒嘀嗒,嘀嗒嘀嗒,,di2~ta4~di2~ta4,嘀,嗒,嘀,嗒,"11,1012",10079,"11,1012",10079,3,3,3,3
di1~di1~dong1~dong1,嘀嘀冬冬,嘀嘀冬冬,,di1~di1~dong1~dong1,嘀,嘀,冬,冬,"11,1012","11,1012","220,0049","220,0049",3,3,37,37
di2~di2~ba1~ba1,嘀嘀吧吧,嘀嘀吧吧,,di2~di2~ba1~ba1,嘀,嘀,吧,吧,"11,1012","11,1012","3244,4938","3244,4938",3,3,5,5
di2~di2~gu1~gu1,嘀嘀咕咕,嘀嘀咕咕,,di2~di2~gu1~gu1,嘀,嘀,咕,咕,"11,1012","11,1012","12,1284","12,1284",3,3,12,12
di2~di2~da1~da1,嘀嘀嗒嗒,嘀嘀嗒嗒,,di2~di2~da1~da1,嘀,嘀,嗒,嗒,"11,1012","11,1012",10079,10079,3,3,3,3
di2~di2~ta4~ta4,嘀嘀嗒嗒,嘀嘀嗒嗒,,di2~di2~ta4~ta4,嘀,嘀,嗒,嗒,"11,1012","11,1012",10079,10079,3,3,3,3
di2~di2~du1~du1,嘀嘀嘟嘟,嘀嘀嘟嘟,,di2~di2~du1~du1,嘀,嘀,嘟,嘟,"11,1012","11,1012","11,0222","11,0222",3,3,5,5
di2~di2~deng1~deng1,嘀嘀噔噔,嘀嘀噔噔,,di2~di2~deng1~deng1,嘀,嘀,噔,噔,"11,1012","11,1012","1,2494","1,2494",3,3,0,0
di2~deng1~di2~deng1,嘀噔嘀噔,嘀噔嘀噔,,di2~deng1~di2~deng1,嘀,噔,嘀,噔,"11,1012","1,2494","11,1012","1,2494",3,0,3,0
di2~lu1,嘀嚕,嘀噜,,di2~lu1,嘀,噜,,,"11,1012","16,9086",,,3,6,,
di1~lu1~du1~lu1,嘀嚕嘟嚕,嘀噜嘟噜,,di1~lu1~du1~lu1,嘀,噜,嘟,噜,"11,1012","16,9086","11,0222","16,9086",3,6,5,6
