pinyinnum,pinyintone,pinyinnone,traditional,simplified,MC,OC,radsup,variant,Kroll,sensorymod,zdic,note,datasource,morphology,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq,H1.sem,H1.semfreq,H1.semfam,H1.phon,H1.phonfreq,H1.phonfam,H2.sem,H2.semfreq,H2.semfam,H2.phon,H2.phonfreq,H2.phonfam,H3.sem,H3.semfreq,H3.semfam,H3.phon,H3.phonfreq,H3.phonfam,H4.sem,H4.semfreq,H4.semfam,H4.phon,H4.phonfreq,H4.phonfam
ti1~da2,tī~dá,ti~da,踢達,踢达,NA~dat,NA~*[l]ˤat,NA,NA,NA,SOUND,NA,NA,Li,RR,踢,达,NA,NA,"34,4889","526,2173",NA,NA,5,47,NA,NA,足,"2994,2815",62,易,"93,0173",7,辶,"28384,0494",81,大,"527,1358",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tu1~tu1,tū~tū,tu~tu,突突,突突,dwot~dwot,*m-tʰˤut~*m-tʰˤut,NA,NA,NA,SOUND,NA,NA,Li,BB,突,突,NA,NA,"308,9185","308,9185",NA,NA,24,24,NA,NA,穴,"1620,3358",24,NA,NA,NA,穴,"1620,3358",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wa1~ha1,wā~hā,wa~ha,哇哈,哇哈,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,哇,哈,NA,NA,"204,4444","925,0864",NA,NA,5,28,NA,NA,口,50016563,297,圭,"976,8938",14,口,50016563,297,合,"3729,6741",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wa1~la5,wā~la,wa~la,哇啦,哇啦,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,哇,啦,NA,NA,"204,4444","1029,3136",NA,NA,5,8,NA,NA,口,50016563,297,圭,"976,8938",14,口,50016563,297,拉,"1029,3136",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wu1~ya1,wū~yā,wu~ya,嗚呀,呜呀,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,呜,呀,NA,NA,"51,2543","403,9259",NA,NA,3,5,NA,NA,口,50016563,297,乌,"65,7531",3,口,50016563,297,牙,"575,3481",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wu1~wu1,wū~wū,wu~wu,嗚嗚,呜呜,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,呜,呜,NA,NA,"51,2543","51,2543",NA,NA,3,3,NA,NA,口,50016563,297,乌,"65,7531",3,口,50016563,297,乌,"65,7531",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xi1~xi1,xī~xī,xi~xi,淅淅,淅淅,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,淅,淅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xu1~hu1,xū~hū,xu~hu,噓呼,嘘呼,NA~xu,NA~*qʰˤa,NA,NA,NA,SOUND,NA,NA,Li,RR,嘘,呼,NA,NA,"19,2938","194,2815",NA,NA,3,46,NA,NA,口,50016563,297,虚,"22,8198",3,口,50016563,297,乎,"194,2815",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ya3~ya3,yǎ~yǎ,ya~ya,啞啞,哑哑,'aeX~'aeX,*ʔˤraʔ~*ʔˤraʔ,NA,NA,NA,SOUND,NA,NA,Li,BB,哑,哑,NA,NA,"13,4716","13,4716",NA,NA,13,13,NA,NA,口,50016563,297,亚,"13,8519",3,口,50016563,297,亚,"13,8519",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ying1~ying1,yīng~yīng,ying~ying,嚶嚶,嘤嘤,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,嘤,嘤,NA,NA,"5,2494","5,2494",NA,NA,1,1,NA,NA,口,50016563,297,婴,"32,6469",5,口,50016563,297,婴,"32,6469",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ze2~ze2,zé~zé,ze~ze,嘖嘖,啧啧,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,啧,啧,NA,NA,"6,6617","6,6617",NA,NA,2,2,NA,NA,口,50016563,297,责,"97,0173",4,口,50016563,297,责,"97,0173",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peng1~peng1,pēng~pēng,peng~peng,嘭嘭,嘭嘭,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,嘭,嘭,NA,NA,"1,0765","1,0765",NA,NA,0,0,NA,NA,口,50016563,297,彭,"10,2074",3,口,50016563,297,彭,"10,2074",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pi1~pi1,pī~pī,pi~pi,噼噼,噼噼,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,噼,噼,NA,NA,"4,2074","4,2074",NA,NA,2,2,NA,NA,口,50016563,297,辟,"263,5901",10,口,50016563,297,辟,"263,5901",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~chi1,pū~chī,pu~chi,扑嗤,扑嗤,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,嗤,NA,NA,"126,7753","1,0321",NA,NA,21,2,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,口,50016563,297,蚩,"1,0321",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~deng4,pū~dèng,pu~deng,扑蹬,扑蹬,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,蹬,NA,NA,"126,7753","2,9185",NA,NA,21,2,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,足,"2994,2815",62,登,"56,2963",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~la5,pū~la,pu~la,噗啦,噗啦,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,噗,啦,NA,NA,9521,"1029,3136",NA,NA,0,8,NA,NA,口,50016563,297,菐,"10,6864",3,口,50016563,297,拉,"1029,3136",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~pu1,pū~pū,pu~pu,扑扑,扑扑,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,扑,扑,NA,NA,"126,7753","126,7753",NA,NA,21,21,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,扌,"19245,0025",233,卜,"324,0148",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~teng2,pū~téng,pu~teng,扑騰,扑腾,NA~dong,NA~*lˤəŋ,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,腾,NA,NA,"126,7753","120,0049",NA,NA,21,23,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,月,"21151,9802",115,朕,"120,0049",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qiang1~lang1,qiāng~lāng,qiang~lang,嗆啷,呛啷,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,呛,啷,NA,NA,6,"1,2642",NA,NA,1,1,NA,NA,口,50016563,297,仓,"653,9407",10,口,50016563,297,郎,"21,0914",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sa4~sa4,sà~sà,sa~sa,颯颯,飒飒,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,飒,飒,NA,NA,"0,6963","0,6963",NA,NA,2,2,NA,NA,风,"763,8025",7,立,"552,0346",8,风,"763,8025",7,立,"552,0346",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sha1~leng2,shā~léng,sha~leng,沙楞,沙楞,srae,*sˤraj,NA,NA,NA,SOUND,NA,NA,Li,RR,沙,楞,NA,NA,134,"2,9728",NA,NA,72,0,NA,NA,氵,"19088,7556",238,少,"617,2296",9,木,"23327,0765",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sha4~sha4,shà~shà,sha~sha,霎霎,霎霎,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,霎,霎,NA,NA,"1,5111","1,5111",NA,NA,4,4,NA,NA,雨,"2141,5901",24,妾,"609,0074",2,雨,"2141,5901",24,妾,"609,0074",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
si1~sha1,sī~shā,si~sha,嘶沙,嘶沙,sej~srae,*[s]ˤe~*sˤraj,NA,NA,NA,SOUND,NA,NA,Li,RR,嘶,沙,NA,NA,"3,5556",134,NA,NA,5,72,NA,NA,口,50016563,297,斯,32242,3,氵,"19088,7556",238,少,"617,2296",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
si1~si1,sī~sī,si~si,澌澌,澌澌,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,澌,澌,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
si1~ya3,sī~yǎ,si~ya,嘶啞,嘶哑,sej~'aeX,*[s]ˤe~*ʔˤraʔ,NA,NA,NA,SOUND,NA,NA,Li,RR,嘶,哑,NA,NA,"3,5556","13,4716",NA,NA,5,13,NA,NA,口,50016563,297,斯,32242,3,口,50016563,297,亚,"13,8519",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
su4~su4,sù~sù,su~su,肅肅,肃肃,sjuwk~sjuwk,*siwk~*siwk,NA,NA,NA,SOUND,NA,NA,Li,BB,肃,肃,NA,NA,"15,0173","15,0173",NA,NA,8,8,NA,NA,聿,"33,6988",4,NA,NA,NA,聿,"33,6988",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ta4~ta4,tà~tà,ta~ta,嗒嗒,嗒嗒,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,嗒,嗒,NA,NA,10079,10079,NA,NA,3,3,NA,NA,口,50016563,297,荅,240237,5,口,50016563,297,荅,240237,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tang1~tang1,tāng~tāng,tang~tang,鏜鏜,镗镗,thang~thang,*tʰˤaŋ~*tʰˤaŋ,NA,NA,NA,SOUND,NA,NA,Li,BB,镗,镗,NA,NA,"0,0444","0,0444",NA,NA,0,0,NA,NA,钅,"3731,8272",120,堂,"142,0741",6,钅,"3731,8272",120,堂,"142,0741",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ti1~deng4,tī~dèng,ti~deng,踢蹬,踢蹬,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,踢,蹬,NA,NA,"34,4889","2,9185",NA,NA,5,2,NA,NA,足,"2994,2815",62,易,"93,0173",7,足,"2994,2815",62,登,"56,2963",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tun1~tun1,tūn~tūn,tun~tun,吞吞,吞吞,then~then,*l̥ˤən~*l̥ˤən,NA,NA,NA,SOUND,NA,NA,Li,BB,吞,吞,NA,NA,"23,0025","23,0025",NA,NA,18,18,NA,NA,口,50016563,297,天,"23,0025",1,口,50016563,297,天,"23,0025",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wa1~wa1,wā~wā,wa~wa,哇哇,哇哇,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,哇,哇,NA,NA,"204,4444","204,4444",NA,NA,5,5,NA,NA,口,50016563,297,圭,"976,8938",14,口,50016563,297,圭,"976,8938",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wu1~ha1,wū~hā,wu~ha,嗚哈,呜哈,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,呜,哈,NA,NA,"51,2543","925,0864",NA,NA,3,28,NA,NA,口,50016563,297,乌,"65,7531",3,口,50016563,297,合,"3729,6741",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
weng1~weng1,wēng~wēng,weng~weng,嗡嗡,嗡嗡,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,嗡,嗡,NA,NA,"4,9877","4,9877",NA,NA,1,1,NA,NA,口,50016563,297,翁,"4,9877",1,口,50016563,297,翁,"4,9877",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xi1~xi1,xī~xī,xi~xi,嘻嘻,嘻嘻,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,嘻,嘻,NA,NA,"65,7778","65,7778",NA,NA,3,3,NA,NA,口,50016563,297,喜,"81,3679",5,口,50016563,297,喜,"81,3679",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xi1~su4,xī~sù,xi~su,窸窣,窸窣,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,窸,窣,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xu1~xu1,xū~xū,xu~xu,吁吁,吁吁,xju~xju,*qʷʰ(r)a~*qʷʰ(r)a,NA,NA,NA,SOUND,NA,NA,Li,BB,吁,吁,NA,NA,"4,4691","4,4691",NA,NA,5,5,NA,NA,口,50016563,297,于,"74,7704",5,口,50016563,297,于,"74,7704",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ya4~ya4,yà~yà,ya~ya,軋軋,轧轧,'eat~'eat,*qˤrət~*qˤrət,NA,NA,NA,SOUND,NA,NA,Li,BB,轧,轧,NA,NA,"1,3383","1,3383",NA,NA,1,1,NA,NA,车,"3498,0049",32,NA,NA,NA,车,"3498,0049",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yu1~yu1,yū~yū,yu~yu,喁喁,喁喁,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,喁,喁,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zheng1~cong1,zhēng~cōng,zheng~cong,錚鏦,铮鏦,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,铮,鏦,NA,NA,"1,4074",NA,NA,NA,1,NA,NA,NA,钅,"3731,8272",120,争,"446,9975",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zheng1~huang2,zhēng~huáng,zheng~huang,錚鍠,铮鍠,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,铮,鍠,NA,NA,"1,4074",NA,NA,NA,1,NA,NA,NA,钅,"3731,8272",120,争,"446,9975",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zhi1~weng1,zhī~wēng,zhi~weng,吱嗡,吱嗡,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,吱,嗡,NA,NA,"5,1951","4,9877",NA,NA,5,1,NA,NA,口,50016563,297,支,"271,7235",9,口,50016563,297,翁,"4,9877",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zi1~gu1,zī~gū,zi~gu,嗞咕,嗞咕,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,嗞,咕,NA,NA,NA,"12,1284",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,口,50016563,297,古,"1063,2346",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zi1~liu1,zī~līu,zi~liu,嗞溜,嗞溜,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,嗞,溜,NA,NA,NA,34558,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,氵,"19088,7556",238,留,"59,5062",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zheng1~zheng1,zhēng~zhēng,zheng~zheng,錚錚,铮铮,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,铮,铮,NA,NA,"1,4074","1,4074",NA,NA,1,1,NA,NA,钅,"3731,8272",120,争,"446,9975",8,钅,"3731,8272",120,争,"446,9975",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zhi1~ya1,zhī~yā,zhi~ya,吱呀,吱呀,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,吱,呀,NA,NA,"5,1951","403,9259",NA,NA,5,5,NA,NA,口,50016563,297,支,"271,7235",9,口,50016563,297,牙,"575,3481",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zi1~la3,zī~lǎ,zi~la,嗞喇,嗞喇,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,嗞,喇,NA,NA,NA,"34,0198",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,口,50016563,297,剌,"34,1185",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zi1~lou5,zī~lou,zi~lou,嗞嘍,嗞喽,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,嗞,喽,NA,NA,NA,"77,6494",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,口,50016563,297,娄,"722,2716",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zhi1~liao3,zhī~liǎo,zhi~liao,知了,知了,trje,*tre,NA,NA,NA,SOUND,NA,NA,Li,RR,知,了,NA,NA,"2128,1432","18808,9136",NA,NA,87,34,NA,NA,矢,"2475,6395",8,NA,NA,NA,亅,"21379,8914",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zhi1~zhi1,zhī~zhī,zhi~zhi,吱吱,吱吱,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,吱,吱,NA,NA,"5,1951","5,1951",NA,NA,5,5,NA,NA,口,50016563,297,支,"271,7235",9,口,50016563,297,支,"271,7235",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zi1~zi1,zī~zī,zi~zi,嗞嗞,嗞嗞,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,嗞,嗞,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bir3~ca1,bǐr~cā,bir~ca,吡兒嚓,吡儿嚓,NA~nye,NA~*ŋe,NA,NA,NA,SOUND,NA,NA,Li,RR,吡,儿,嚓,NA,"0,5037","1244,4889",NA,NA,1,187,NA,NA,口,50016563,297,比,"265,3136",12,儿,4497121,17,NA,NA,NA,口,50016563,297,察,"125,2494",3,NA,NA,NA,NA,NA,NA
di1~liur1,dī~līur,di~liur,滴溜兒,滴溜儿,NA~NA~nye,NA~NA~*ŋe,NA,NA,NA,SOUND,NA,NA,Li,RR,滴,溜,儿,NA,"219,4667",34558,NA,NA,14,22,NA,NA,氵,"19088,7556",238,啇,"230,9185",4,氵,"19088,7556",238,留,"59,5062",6,儿,4497121,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
ji1~ger1,jī~gēr,ji~ger,咭咯兒,咭咯儿,NA~NA~nye,NA~NA~*ŋe,NA,NA,NA,SOUND,NA,NA,Li,RR,咭,咯,儿,NA,NA,"234,3358",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,口,50016563,297,各,"2410,8593",18,儿,4497121,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~tengr2,pū~téngr,pu~tengr,扑騰兒,扑腾儿,NA~dong~nye,NA~*lˤəŋ~*ŋe,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,腾,儿,NA,"126,7753","120,0049",NA,NA,21,23,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,月,"21151,9802",115,朕,"120,0049",1,儿,4497121,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
bar5~bar5,bār~bār,bar~bar,吧兒吧兒,吧儿吧儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,NA,NA,NA,SOUND,NA,NA,Li,RR,吧,儿,吧,儿,"3244,4938","1244,4889",NA,NA,5,187,NA,NA,口,50016563,297,巴,"5324,5086",12,儿,4497121,17,NA,NA,NA,口,50016563,297,巴,"5324,5086",12,儿,4497121,17,NA,NA,NA
hengr1~har1,hēngr~hār,hengr~har,哼兒哈兒,哼儿哈儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,NA,NA,NA,SOUND,NA,NA,Li,RR,哼,儿,哈,儿,"43,9802","1244,4889",NA,NA,5,187,NA,NA,口,50016563,297,亨,"51,1259",2,儿,4497121,17,NA,NA,NA,口,50016563,297,合,"3729,6741",12,儿,4497121,17,NA,NA,NA
huir1~huir1,hūir~hūir,huir~huir,咴兒咴兒,咴儿咴儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,NA,NA,NA,SOUND,NA,NA,Li,RR,咴,儿,咴,儿,NA,"1244,4889",NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,儿,4497121,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,儿,4497121,17,NA,NA,NA
sour1~sour1,sōur~sōur,sour~sour,颼兒颼兒,飕儿飕儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,NA,NA,NA,SOUND,NA,NA,Li,RR,飕,儿,飕,儿,"1,0074","1244,4889",NA,NA,2,187,NA,NA,风,"763,8025",7,叟,"182,1679",8,儿,4497121,17,NA,NA,NA,风,"763,8025",7,叟,"182,1679",8,儿,4497121,17,NA,NA,NA
wengr1~wengr1,wēngr~wēngr,wengr~wengr,嗡兒嗡兒,嗡儿嗡儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,NA,NA,NA,SOUND,NA,NA,Li,RR,嗡,儿,嗡,儿,"4,9877","1244,4889",NA,NA,1,187,NA,NA,口,50016563,297,翁,"4,9877",1,儿,4497121,17,NA,NA,NA,口,50016563,297,翁,"4,9877",1,儿,4497121,17,NA,NA,NA
ai1~ai1~ai1,āi~āi~āi,ai~ai~ai,唉唉唉,唉唉唉,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BBB,唉,唉,唉,NA,"109,2691","109,2691",NA,NA,1,1,NA,NA,口,50016563,297,矣,"201,9901",5,口,50016563,297,矣,"201,9901",5,口,50016563,297,矣,"201,9901",5,NA,NA,NA,NA,NA,NA
bu3~bu3~bu3,bǔ~bǔ~bǔ,bu~bu~bu,卜卜卜,卜卜卜,puwk~puwk~puwk,*pˤok~*pˤok~*pˤok,NA,NA,NA,SOUND,NA,NA,Li,BBB,卜,卜,卜,NA,53284,53284,NA,NA,9,9,NA,NA,卜,"541,2543",8,NA,NA,NA,卜,"541,2543",8,NA,NA,NA,卜,"541,2543",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu3~bu4~gu3,gǔ~bù~gǔ,gu~bu~gu,谷布谷,谷布谷,kuwk~puH~kuwk,*C.qˤok~*pˤa-s~*C.qˤok,NA,NA,NA,SOUND,NA,NA,Li,RRR,谷,布,谷,NA,"52,5926","287,8025",NA,NA,29,84,NA,NA,谷,72558,2,NA,NA,NA,巾,"5269,7481",32,父,"293,4123",3,谷,72558,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
cheng1~cheng1~cheng1,chēng~chēng~chēng,cheng~cheng~cheng,噌噌噌,噌噌噌,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BBB,噌,噌,噌,NA,"0,6568","0,6568",NA,NA,0,0,NA,NA,口,50016563,297,曾,"692,4988",7,口,50016563,297,曾,"692,4988",7,口,50016563,297,曾,"692,4988",7,NA,NA,NA,NA,NA,NA
zha1~la5~la5,zhā~la~la,zha~la~la,喳啦啦,喳啦啦,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,ARR,喳,啦,啦,NA,"2,5037","1029,3136",NA,NA,3,8,NA,NA,口,50016563,297,查,"28,4444",4,口,50016563,297,拉,"1029,3136",1,口,50016563,297,拉,"1029,3136",1,NA,NA,NA,NA,NA,NA
ta4~ta4~ta4,tà~tà~tà,ta~ta~ta,嗒嗒嗒,嗒嗒嗒,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BBB,嗒,嗒,嗒,NA,10079,10079,NA,NA,3,3,NA,NA,口,50016563,297,荅,240237,5,口,50016563,297,荅,240237,5,口,50016563,297,荅,240237,5,NA,NA,NA,NA,NA,NA
deng1~deng1~deng1,dēng~dēng~dēng,deng~deng~deng,噔噔噔,噔噔噔,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BBB,噔,噔,噔,NA,"1,2494","1,2494",NA,NA,0,0,NA,NA,口,50016563,297,登,"56,2963",7,口,50016563,297,登,"56,2963",7,口,50016563,297,登,"56,2963",7,NA,NA,NA,NA,NA,NA
di2~li4~li4,dí~lì~lì,di~li~li,嘀嚦嚦,嘀呖呖,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,ARR,嘀,呖,呖,NA,"11,1012",NA,NA,NA,3,NA,NA,NA,口,50016563,297,啇,"230,9185",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ding1~dang1~dang1,dīng~dāng~dāng,ding~dang~dang,叮當當,叮当当,NA~tang~tang,NA~*tˤaŋ~*tˤaŋ,NA,NA,NA,SOUND,NA,NA,Li,ARR,叮,当,当,NA,"14,0988","1142,9679",NA,NA,5,108,NA,NA,口,50016563,297,丁,"1953,1259",12,彐,"1627,0667",4,NA,NA,NA,彐,"1627,0667",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
ding1~ding1~ding1,dīng~dīng~dīng,ding~ding~ding,丁丁丁,丁丁丁,teng~teng~teng,*tˤeŋ~*tˤeŋ~*tˤeŋ,NA,NA,NA,SOUND,NA,NA,Li,BBB,丁,丁,丁,NA,"65,2543","65,2543",NA,NA,34,34,NA,NA,一,"47068,6864",26,NA,NA,NA,一,"47068,6864",26,NA,NA,NA,一,"47068,6864",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
ding1~ling2~ling2,dīng~líng~líng,ding~ling~ling,叮鈴鈴,叮铃铃,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,ARR,叮,铃,铃,NA,"14,0988","26,4198",NA,NA,5,16,NA,NA,口,50016563,297,丁,"1953,1259",12,钅,"3731,8272",120,令,"1249,5654",16,钅,"3731,8272",120,令,"1249,5654",16,NA,NA,NA,NA,NA,NA
dong1~dong1~dong1,dōng~dōng~dōng,dong~dong~dong,咚咚咚,咚咚咚,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BBB,咚,咚,咚,NA,4963,4963,NA,NA,4,4,NA,NA,口,50016563,297,冬,"880,3704",3,口,50016563,297,冬,"880,3704",3,口,50016563,297,冬,"880,3704",3,NA,NA,NA,NA,NA,NA
du1~cheng1~cheng1,dū~chēng~chēng,du~cheng~cheng,嘟噌噌,嘟噌噌,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,ARR,嘟,噌,噌,NA,"11,0222","0,6568",NA,NA,5,0,NA,NA,口,50016563,297,都,"11,0222",1,口,50016563,297,曾,"692,4988",7,口,50016563,297,曾,"692,4988",7,NA,NA,NA,NA,NA,NA
