pinyinnum,traditional,simplified,morph,morphnew,pinyinnum_1,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq,morphnew
yao2~ye3,姚冶,姚冶,RR,RR,yao2~ye3,姚,冶,,,"13,0963","1,6296",,,0,5,,,RR
wo3~nuo3,婐㛂,婐㛂,RR,RR,wo3~nuo3,婐,㛂,,,,,,,,,,,RR
chan2~juan1,嬋娟,婵娟,RR,RR,chan2~juan1,婵,娟,,,,4884,,,,1,,,RR
chan2~yuan2,嬋媛,婵媛,RR,RR,chan2~yuan2,婵,媛,,,,"5,3877",,,,1,,,RR
pian2~juan1,㛹娟,㛹娟,RR,RR,pian2~juan1,㛹,娟,,,,4884,,,,1,,,RR
pan2~shan1,媻姍,媻姗,RR,RR,pan2~shan1,媻,姗,,,,"2,3407",,,,1,,,RR
pan2~shan1,媻珊,媻珊,RR,RR,pan2~shan1,媻,珊,,,,"13,9654",,,,4,,,RR
zhuan1~huan2,嫥捖,嫥捖,RR,RR,zhuan1~huan2,嫥,捖,,,,,,,,,,,RR
qian1~qu1,孅趨,孅趋,RR,RR,qian1~qu1,孅,趋,,,,"15,7284",,,,9,,,RR
meng4~lang2,孟浪,孟浪,RR,RR,meng4~lang2,孟,浪,,,"9,9753","583,6741",,,2,31,,,RR
mi4~wu4,密勿,密勿,RR,RR,mi4~wu4,密,勿,,,"244,2469","31,7086",,,57,2,,,RR
liao2~liang4,寥亮,寥亮,RR,RR,liao2~liang4,寥,亮,,,3363,"441,8864",,,2,38,,,RR
liao2~li4,寥唳,寥唳,RR,RR,liao2~li4,寥,唳,,,3363,"0,2123",,,2,1,,,RR
liao2~kuo4,寥廓,寥廓,RR,RR,liao2~kuo4,寥,廓,,,3363,"3,5062",,,2,1,,,RR
meng2~rong2,尨茸,尨茸,RR,RR,meng2~rong2,尨,茸,,,,"3,4963",,,,3,,,RR
jue2~qiang2,屈強,屈强,RR,RR,jue2~qiang2,屈,强,,,"45,9753","480,9877",,,20,85,,,RR
jue2~qiao2,屈橋,屈桥,RR,RR,jue2~qiao2,屈,桥,,,"45,9753","62,0148",,,20,37,,,RR
bing2~ying2,屏營,屏营,RR,RR,bing2~ying2,屏,营,,,"154,9877","151,3877",,,17,59,,,RR
xi4~bi4,屓奰,屓奰,RR,RR,xi4~bi4,屓,奰,,,,,,,,,,,RR
xi4~bi4,屭奰,屭奰,RR,RR,xi4~bi4,屭,奰,,,,,,,,,,,RR
yi4~zu2,屹崒,屹崒,RR,RR,yi4~zu2,屹,崒,,,"1,4321",,,,1,,,,RR
yi4~zu2,屹崪,屹崪,RR,RR,yi4~zu2,屹,崪,,,"1,4321",,,,1,,,,RR
cen2~yin2,岑崟,岑崟,RR,RR,cen2~yin2,岑,崟,,,"0,8988",,,,0,,,,RR
zuo2~e4,岝崿,岝崿,RR,RR,zuo2~e4,岝,崿,,,,,,,,,,,RR
zuo2~e4,岞崿,岞崿,RR,RR,zuo2~e4,岞,崿,,,,,,,,,,,RR
fu2~yu4,岪鬱,岪鬱,RR,RR,fu2~yu4,岪,鬱,,,,,,,,,,,RR
ling2~lin2,岺嶙,岺嶙,RR,RR,ling2~lin2,岺,嶙,,,,"0,2716",,,,2,,,RR
zu2~wu4,崒兀,崒兀,RR,RR,zu2~wu4,崒,兀,,,,"1,1802",,,,3,,,RR
ling2~ceng2,崚嶒,崚嶒,RR,RR,ling2~ceng2,崚,嶒,,,,,,,,,,,RR
beng1~teng2,崩騰,崩腾,RR,RR,beng1~teng2,崩,腾,,,"40,4444","120,0049",,,7,23,,,RR
chan2~yan2,嶄巗,崭巗,RR,RR,chan2~yan2,崭,巗,,,"7,8667",,,,2,,,,RR
chan2~yan2,嶄巖,崭巖,RR,RR,chan2~yan2,崭,巖,,,"7,8667",,,,2,,,,RR
wei1~wei2,崴嵬,崴嵬,RR,RR,wei1~wei2,崴,嵬,,,"1,4716",,,,0,,,,RR
zi1~li2,嵫釐,嵫釐,RR,RR,zi1~li2,嵫,釐,,,,,,,,,,,RR
die2~nie4,嵽嵲,嵽嵲,RR,RR,die2~nie4,嵽,嵲,,,,,,,,,,,RR
lin2~xun2,嶙峋,嶙峋,RR,RR,lin2~xun2,嶙,峋,,,"0,2716","0,2617",,,2,2,,,RR
ye4~e2,嶪峨,嶪峨,RR,RR,ye4~e2,嶪,峨,,,,"2,5136",,,,2,,,RR
ye4~e2,嶪峩,嶪峩,RR,RR,ye4~e2,嶪,峩,,,,,,,,,,,RR
ye4~e2,嶫峨,嶫峨,RR,RR,ye4~e2,嶫,峨,,,,"2,5136",,,,2,,,RR
ke3~ke3,嶱嵑,嶱嵑,RR,RR,ke3~ke3,嶱,嵑,,,,,,,,,,,RR
cuan2~wan2,巑岏,巑岏,RR,RR,cuan2~wan2,巑,岏,,,,,,,,,,,RR
qiao3~lao3,巧老,巧老,RR,RR,qiao3~lao3,巧,老,,,107516,"1653,3827",,,39,207,,,RR
ci1~chi2,差池,差池,RR,RR,ci1~chi2,差,池,,,"273,0617","38,0889",,,53,24,,,RR
yao4~miao4,幼妙,幼妙,RR,RR,yao4~miao4,幼,妙,,,"51,0667","99,4272",,,26,29,,,RR
yao4~miao4,幼眇,幼眇,RR,RR,yao4~miao4,幼,眇,,,"51,0667",,,,26,,,,RR
xiao2~liao2,庨窌,庨窌,RR,RR,xiao2~liao2,庨,窌,,,,,,,,,,,RR
mi2~man4,彌漫,弥漫,RR,RR,mi2~man4,弥,漫,,,"30,5975","205,5358",,,13,20,,,RR
chi4~chu4,彳亍,彳亍,RR,RR,chi4~chu4,彳,亍,,,,,,,,,,,RR
pang2~yang2,彷徉,彷徉,RR,RR,pang2~yang2,彷,徉,,,4484,"0,9333",,,1,1,,,RR
zheng1~ying2,征營,征营,RR,RR,zheng1~ying2,征,营,,,"62,6765","151,3877",,,32,59,,,RR
chang2~yang2,徜徉,徜徉,RR,RR,chang2~yang2,徜,徉,,,"0,9136","0,9333",,,1,1,,,RR
dao1~da2,忉怛,忉怛,RR,RR,dao1~da2,忉,怛,,,,,,,,,,,RR
zhong1~meng2,忪懞,忪懞,RR,RR,zhong1~meng2,忪,懞,,,"0,8099",,,,1,,,,RR
chang4~wang4,悵望,怅望,RR,RR,chang4~wang4,怅,望,,,"6,6272","901,2988",,,4,63,,,RR
kou4~mao4,怐愗,怐愗,RR,RR,kou4~mao4,怐,愗,,,,,,,,,,,RR
fu2~yu4,怫鬱,怫鬱,RR,RR,fu2~yu4,怫,鬱,,,,,,,,,,,RR
lian4~juan4,戀眷,恋眷,RR,RR,lian4~juan4,恋,眷,,,"473,4074",10721,,,21,6,,,RR
huang3~hu1,恍忽,恍忽,RR,RR,huang3~hu1,恍,忽,,,"9,4272","77,0321",,,6,14,,,RR
huang3~hu1,恍惚,恍惚,RR,RR,huang3~hu1,恍,惚,,,"9,4272","4,3457",,,6,1,,,RR
xi1~huang2,恓惶,恓惶,RR,RR,xi1~huang2,恓,惶,,,,"4,0741",,,,6,,,RR
zi4~sui1,恣睢,恣睢,RR,RR,zi4~sui1,恣,睢,,,"0,8741",,,,1,,,,RR
ce4~chuang4,惻愴,恻怆,RR,RR,ce4~chuang4,恻,怆,,,"0,9975","0,7951",,,1,1,,,RR
juan4~ji2,悁急,悁急,RR,RR,juan4~ji2,悁,急,,,,"137,8222",,,,62,,,RR
tu2~tan2,悇憛,悇憛,RR,RR,tu2~tan2,悇,憛,,,,,,,,,,,RR
kong1~kuan3,悾款,悾款,RR,RR,kong1~kuan3,悾,款,,,,"217,1062",,,,54,,,RR
hu1~huang3,惚恍,惚恍,RR,RR,hu1~huang3,惚,恍,,,"4,3457","9,4272",,,1,6,,,RR
chang3~huang3,惝怳,惝怳,RR,RR,chang3~huang3,惝,怳,,,,,,,,,,,RR
chuan3~ruan3,惴耎,惴耎,RR,RR,chuan3~ruan3,惴,耎,,,"0,3802",,,,1,,,,RR
qiao3~chuang4,愀愴,愀怆,RR,RR,qiao3~chuang4,愀,怆,,,,"0,7951",,,,1,,,RR
chou2~ji2,愁疾,愁疾,RR,RR,chou2~ji2,愁,疾,,,"39,7432","26,7012",,,14,24,,,RR
yin1~yi4,愔翳,愔翳,RR,RR,yin1~yi4,愔,翳,,,,"0,1432",,,,1,,,RR
yin1~qin2,慇勤,慇勤,RR,RR,yin1~qin2,慇,勤,,,,"41,2543",,,,31,,,RR
yin1~qin2,慇懃,慇懃,RR,RR,yin1~qin2,慇,懃,,,,,,,,,,,RR
huang3~hu1,慌惚,慌惚,RR,RR,huang3~hu1,慌,惚,,,"37,9753","4,3457",,,12,1,,,RR
kang1~kai3,慷慨,慷慨,RR,RR,kang1~kai3,慷,慨,,,"5,9259","30,9827",,,4,9,,,RR
qiao2~cui4,憔悴,憔悴,RR,RR,qiao2~cui4,憔,悴,,,"5,8222","5,8222",,,1,1,,,RR
qiao2~cui4,憔顇,憔顇,RR,RR,qiao2~cui4,憔,顇,,,"5,8222",,,,1,,,,RR
tan2~tu2,憛悇,憛悇,RR,RR,tan2~tu2,憛,悇,,,,,,,,,,,RR
dun1~hun2,憞溷,憞溷,RR,RR,dun1~hun2,憞,溷,,,,,,,,,,,RR
ao4~lao4,懊憦,懊憦,RR,RR,ao4~lao4,懊,憦,,,"3,4321",,,,3,,,,RR
kuang4~lang3,懭悢,懭悢,RR,RR,kuang4~lang3,懭,悢,,,,,,,,,,,RR
tang3~huang1,戃慌,戃慌,RR,RR,tang3~huang1,戃,慌,,,,"37,9753",,,,12,,,RR
xu1~xue1,戌削,戌削,RR,RR,xu1~xue1,戌,削,,,,"12,4099",,,,11,,,RR
rao3~ru4,擾弱,扰弱,RR,RR,rao3~ru4,扰,弱,,,"81,6642","108,2568",,,15,33,,,RR
fu2~yao2,扶搖,扶摇,RR,RR,fu2~yao2,扶,摇,,,"17,6247","68,9531",,,12,32,,,RR
fu2~shu1,扶疏,扶疏,RR,RR,fu2~shu1,扶,疏,,,"17,6247","16,8691",,,12,17,,,RR
yi4~yu4,抑鬱,抑鬱,RR,RR,yi4~yu4,抑,鬱,,,"33,1309",,,,8,,,,RR
cheng2~rang3,搶攘,抢攘,RR,RR,cheng2~rang3,抢,攘,,,"241,4173","1,7531",,,29,2,,,RR
zhao1~yao2,招搖,招摇,RR,RR,zhao1~yao2,招,摇,,,"127,6889","68,9531",,,51,32,,,RR
shao2~yao2,招搖,招摇,RR,RR,shao2~yao2,招,摇,,,"127,6889","68,9531",,,51,32,,,RR
bo1~la4,撥剌,拨剌,RR,RR,bo1~la4,拨,剌,,,26158,"0,7062",,,19,0,,,RR
wo4~chuo4,握齱,握齱,RR,RR,wo4~chuo4,握,齱,,,"67,9309",,,,13,,,,RR
ye2~yu2,揶揄,揶揄,RR,RR,ye2~yu2,揶,揄,,,"0,2123","0,2173",,,1,1,,,RR
sou1~lao4,搜牢,搜牢,RR,RR,sou1~lao4,搜,牢,,,69358,34558,,,8,19,,,RR
mo2~he2,摩何,摩何,RR,RR,mo2~he2,摩,何,,,"168,5728","596,7111",,,18,45,,,RR
fang4~lang4,放浪,放浪,RR,RR,fang4~lang4,放,浪,,,"1139,7531","583,6741",,,109,31,,,RR
chang3~huang3,敞怳,敞怳,RR,RR,chang3~huang3,敞,怳,,,"9,1259",,,,3,,,,RR
ban1~lan2,斒斕,斒斓,RR,RR,ban1~lan2,斒,斓,,,,"1,7136",,,,3,,,RR
zhen1~zhuo2,斟酌,斟酌,RR,RR,zhen1~zhuo2,斟,酌,,,"1,9852","2,7901",,,3,3,,,RR
si1~xu1,斯須,斯须,RR,RR,si1~xu1,斯,须,,,"541,3728","225,6988",,,10,17,,,RR
pang2~bo2,旁魄,旁魄,RR,RR,pang2~bo2,旁,魄,,,"102,7852","9,8716",,,24,7,,,RR
yi3~ni3,旖旎,旖旎,RR,RR,yi3~ni3,旖,旎,,,"0,6222","0,6321",,,1,1,,,RR
kuang4~dang4,曠蕩,旷荡,RR,RR,kuang4~dang4,旷,荡,,,"6,3704","44,4938",,,7,35,,,RR
huang3~lang3,晃朗,晃朗,RR,RR,huang3~lang3,晃,朗,,,"25,7827","59,2988",,,9,16,,,RR
man4~yuan3,曼衍,曼衍,RR,RR,man4~yuan3,曼,衍,,,"69,2296","6,5284",,,12,6,,,RR
wang4~yang2,望洋,望洋,RR,RR,wang4~yang2,望,洋,,,"901,2988","102,4642",,,63,52,,,RR
za2~xi2,雜襲,杂袭,RR,RR,za2~xi2,杂,袭,,,"109,4173","55,7284",,,53,13,,,RR
za2~ta4,雜遝,杂遝,RR,RR,za2~ta4,杂,遝,,,"109,4173",,,,53,,,,RR
za2~cuo4,雜錯,杂错,RR,RR,za2~cuo4,杂,错,,,"109,4173","798,3111",,,53,35,,,RR
cha1~ya2,杈枒,杈枒,RR,RR,cha1~ya2,杈,枒,,,"0,4494",,,,1,,,,RR
hang2~zhuang1,杭壯,杭壮,RR,RR,hang2~zhuang1,杭,壮,,,"31,5309","38,2173",,,2,36,,,RR
ya1~cha1,枒杈,枒杈,RR,RR,ya1~cha1,枒,杈,,,,"0,4494",,,,1,,,RR
qiang1~xiang1,槍欀,枪欀,RR,RR,qiang1~xiang1,枪,欀,,,"154,7062",,,,60,,,,RR
cha2~ya2,查牙,查牙,RR,RR,cha2~ya2,查,牙,,,"397,3531","140,8642",,,68,58,,,RR
liang2~chang1,梁昌,梁昌,RR,RR,liang2~chang1,梁,昌,,,"31,1111","25,9802",,,23,7,,,RR
leng2~ceng2,楞層,楞层,RR,RR,leng2~ceng2,楞,层,,,"2,9728","86,7062",,,0,45,,,RR
tang2~tu1,樘突,樘突,RR,RR,tang2~tu1,樘,突,,,"0,0148","308,9185",,,0,24,,,RR
mo2~hu2,模糊,模糊,RR,RR,mo2~hu2,模,糊,,,"263,2691","66,1235",,,32,28,,,RR
jia3~chu3,檟楚,檟楚,RR,RR,jia3~chu3,檟,楚,,,,"115,9901",,,,13,,,RR
ai3~nai3,欸乃,欸乃,RR,RR,ai3~nai3,欸,乃,,,"1,5111","24,5235",,,0,4,,,RR
zheng4~ying2,正營,正营,RR,RR,zheng4~ying2,正,营,,,"1244,7901","151,3877",,,141,59,,,RR
qing2~ling2,殑㱥,殑㱥,RR,RR,qing2~ling2,殑,㱥,,,,,,,,,,,RR
ling2~qing2,㱥殑,㱥殑,RR,RR,ling2~qing2,㱥,殑,,,,,,,,,,,RR
yin1~qin2,殷勤,殷勤,RR,RR,yin1~qin2,殷,勤,,,"4,4593","41,2543",,,5,31,,,RR
mao4~sao4,毷氉,毷氉,RR,RR,mao4~sao4,毷,氉,,,,,,,,,,,RR
tong2~meng2,氃氋,氃氋,RR,RR,tong2~meng2,氃,氋,,,,,,,,,,,RR
yin1~yun1,氤氳,氤氲,RR,RR,yin1~yun1,氤,氲,,,"0,6568","0,6568",,,1,1,,,RR
fan4~lan2,氾瀾,氾澜,RR,RR,fan4~lan2,氾,澜,,,,"7,7086",,,,6,,,RR
ding4~ning2,汀濘,汀泞,RR,RR,ding4~ning2,汀,泞,,,"7,2346","1,2494",,,0,1,,,RR
ting4~ying4,汀濴,汀濴,RR,RR,ting4~ying4,汀,濴,,,"7,2346",,,,0,,,,RR
chuo4~yue1,汋約,汋约,RR,RR,chuo4~yue1,汋,约,,,,"266,6716",,,,56,,,RR
hang4~mang3,沆漭,沆漭,RR,RR,hang4~mang3,沆,漭,,,"0,2519",,,,1,,,,RR
wu4~jue2,沕潏,沕潏,RR,RR,wu4~jue2,沕,潏,,,,,,,,,,,RR
cang1~lang2,滄浪,沧浪,RR,RR,cang1~lang2,沧,浪,,,"19,9852","583,6741",,,3,31,,,RR
fei1~pen1,沸濆,沸濆,RR,RR,fei1~pen1,沸,濆,,,"17,6988",,,,6,,,,RR
hong2~hong2,泓宏,泓宏,RR,RR,hong2~hong2,泓,宏,,,"0,6173","31,8568",,,0,9,,,RR
hong2~hong2,泓汯,泓汯,RR,RR,hong2~hong2,泓,汯,,,"0,6173",,,,0,,,,RR
yang3~mang3,泱漭,泱漭,RR,RR,yang3~mang3,泱,漭,,,"0,5778",,,,0,,,,RR
yang3~nang3,泱灢,泱灢,RR,RR,yang3~nang3,泱,灢,,,"0,5778",,,,0,,,,RR
xiao4~zhuo2,澩灂,泶灂,RR,RR,xiao4~zhuo2,泶,灂,,,,,,,,,,,RR
xiao1~qiao1,澩㺒,泶㺒,RR,RR,xiao1~qiao1,泶,㺒,,,,,,,,,,,RR
liu2~lian2,流連,流连,RR,RR,liu2~lian2,流,连,,,"454,5778",472637,,,171,81,,,RR
liu2~liang4,瀏亮,浏亮,RR,RR,liu2~liang4,浏,亮,,,"9,0914","441,8864",,,2,38,,,RR
hun4~dun4,渾沌,浑沌,RR,RR,hun4~dun4,浑,沌,,,"22,5778","2,7556",,,9,1,,,RR
qin1~yin2,浸潯,浸浔,RR,RR,qin1~yin2,浸,浔,,,"19,9407",,,,11,,,,RR
xiao1~xi1,消息,消息,RR,RR,xiao1~xi1,消,息,,,"373,8469","446,6963",,,64,64,,,RR
lian2~er2,漣洏,涟洏,RR,RR,lian2~er2,涟,洏,,,"6,4198",,,,1,,,,RR
lian2~yi1,漣漪,涟漪,RR,RR,lian2~yi1,涟,漪,,,"6,4198","5,9753",,,1,1,,,RR
xing4~ming2,涬溟,涬溟,RR,RR,xing4~ming2,涬,溟,,,,,,,,,,,RR
ping2~pang1,淜滂,淜滂,RR,RR,ping2~pang1,淜,滂,,,,"0,4",,,,1,,,RR
hu1~yang3,淴泱,淴泱,RR,RR,hu1~yang3,淴,泱,,,,"0,5778",,,,0,,,RR
hong4~dong4,港洞,港洞,RR,RR,hong4~dong4,港,洞,,,101363,"52,9284",,,18,34,,,RR
miao3~man4,渺漫,渺漫,RR,RR,miao3~man4,渺,漫,,,10,"205,5358",,,6,20,,,RR
miao3~mi2,渺瀰,渺瀰,RR,RR,miao3~mi2,渺,瀰,,,10,,,,6,,,,RR
miao3~mang2,渺茫,渺茫,RR,RR,miao3~mang2,渺,茫,,,10,"41,7531",,,6,7,,,RR
ming2~mu4,溟沐,溟沐,RR,RR,ming2~mu4,溟,沐,,,,"10,1926",,,,1,,,RR
ming3~xing4,溟涬,溟涬,RR,RR,ming3~xing4,溟,涬,,,,,,,,,,,RR
ming2~mang3,溟漭,溟漭,RR,RR,ming2~mang3,溟,漭,,,,,,,,,,,RR
xi1~ke4,溪刻,溪刻,RR,RR,xi1~ke4,溪,刻,,,"16,0346",308716,,,9,34,,,RR
huang4~yang4,滉漾,滉漾,RR,RR,huang4~yang4,滉,漾,,,,"5,1852",,,,2,,,RR
mang3~yang4,漭漾,漭漾,RR,RR,mang3~yang4,漭,漾,,,,"5,1852",,,,2,,,RR
liao2~li4,漻浰,漻浰,RR,RR,liao2~li4,漻,浰,,,,,,,,,,,RR
lian4~yan4,瀲灧,潋灧,RR,RR,lian4~yan4,潋,灧,,,,,,,,,,,RR
hong4~meng2,澒濛,澒濛,RR,RR,hong4~meng2,澒,濛,,,,,,,,,,,RR
chan2~tian2,澶湉,澶湉,RR,RR,chan2~tian2,澶,湉,,,,,,,,,,,RR
dan4~bo2,澹泊,澹泊,RR,RR,dan4~bo2,澹,泊,,,,"14,0691",,,,7,,,RR
mi2~man4,瀰漫,瀰漫,RR,RR,mi2~man4,瀰,漫,,,,"205,5358",,,,20,,,RR
chui4~lei4,炊累,炊累,RR,RR,chui4~lei4,炊,累,,,"1,7432","313,4765",,,6,21,,,RR
lan4~man4,爛漫,烂漫,RR,RR,lan4~man4,烂,漫,,,"111,6741","205,5358",,,19,20,,,RR
yin1~yun1,烟熅,烟熅,RR,RR,yin1~yun1,烟,熅,,,"216,8938",,,,75,,,,RR
dao4~ao4,燾奡,焘奡,RR,RR,dao4~ao4,焘,奡,,,,,,,,,,,RR
huang3~lan4,熀爛,熀烂,RR,RR,huang3~lan4,熀,烂,,,,"111,6741",,,,19,,,RR
yi4~yao4,熠燿,熠燿,RR,RR,yi4~yao4,熠,燿,,,"1,2691",,,,1,,,,RR
yu4~yu4,燠煜,燠煜,RR,RR,yu4~yu4,燠,煜,,,,,,,,,,,RR
kuang4~huang3,爌熀,爌熀,RR,RR,kuang4~huang3,爌,熀,,,,,,,,,,,RR
lao2~luo4,牢落,牢落,RR,RR,lao2~luo4,牢,落,,,34558,"304,3951",,,19,111,,,RR
you2~yu4,猶豫,犹豫,RR,RR,you2~yu4,犹,豫,,,"47,9951","21,4963",,,12,3,,,RR
chang1~kuang2,猖狂,猖狂,RR,RR,chang1~kuang2,猖,狂,,,"1,9654","208,0049",,,2,46,,,RR
chang1~jue2,猖獗,猖獗,RR,RR,chang1~jue2,猖,獗,,,"1,9654","0,6864",,,2,1,,,RR
e3~nuo2,猗儺,猗傩,RR,RR,e3~nuo2,猗,傩,,,,,,,,,,,RR
yi1~yu3,猗歟,猗欤,RR,RR,yi1~yu3,猗,欤,,,,,,,,,,,RR
yi3~ni3,猗狔,猗狔,RR,RR,yi3~ni3,猗,狔,,,,,,,,,,,RR
shuai4~er3,率爾,率尔,RR,RR,shuai4~er3,率,尔,,,"90,0988","398,1877",,,69,18,,,RR
di4~li4,玓瓑,玓瓑,RR,RR,di4~li4,玓,瓑,,,,,,,,,,,RR
bin1~bin1,玢豳,玢豳,RR,RR,bin1~bin1,玢,豳,,,,,,,,,,,RR
ling2~long2,玲瓏,玲珑,RR,RR,ling2~long2,玲,珑,,,"21,1605","3,2988",,,3,3,,,RR
long2~cong1,瓏璁,珑璁,RR,RR,long2~cong1,珑,璁,,,"3,2988",,,,3,,,,RR
lang2~dang1,琅當,琅当,RR,RR,lang2~dang1,琅,当,,,"4,4099","1142,9679",,,3,108,,,RR
wan3~yan3,琬琰,琬琰,RR,RR,wan3~yan3,琬,琰,,,,,,,,,,,RR
lin2~lang2,琳瑯,琳瑯,RR,RR,lin2~lang2,琳,瑯,,,"29,0074",,,,1,,,,RR
qiang1~ling2,瑲玲,瑲玲,RR,RR,qiang1~ling2,瑲,玲,,,,"21,1605",,,,3,,,RR
cui3~can4,璀璨,璀璨,RR,RR,cui3~can4,璀,璨,,,"25,3679","25,4667",,,1,1,,,RR
di4~li4,的皪,的皪,RR,RR,di4~li4,的,皪,,,32392158,,,,30,,,,RR
pi4~ni4,睥睨,睥睨,RR,RR,pi4~ni4,睥,睨,,,,,,,,,,,RR
kui2~hui1,睽睢,睽睢,RR,RR,kui2~hui1,睽,睢,,,"0,5877",,,,1,,,,RR
mian4~xian4,瞑眩,瞑眩,RR,RR,mian4~xian4,瞑,眩,,,"4,9531","4,2914",,,1,3,,,RR
meng2~teng2,瞢騰,瞢腾,RR,RR,meng2~teng2,瞢,腾,,,,"120,0049",,,,23,,,RR
zha4~luo4,砟硌,砟硌,RR,RR,zha4~luo4,砟,硌,,,,"0,2469",,,,0,,,RR
hong1~yin3,硡隱,硡隐,RR,RR,hong1~yin3,硡,隐,,,,"79,5358",,,,39,,,RR
lu4~que4,碌硞,碌硞,RR,RR,lu4~que4,碌,硞,,,43837,,,,7,,,,RR
ling2~zeng1,碐磳,碐磳,RR,RR,ling2~zeng1,碐,磳,,,,,,,,,,,RR
jie2~jia2,碣磍,碣磍,RR,RR,jie2~jia2,碣,磍,,,,,,,,,,,RR
que4~ke4,礐硞,礐硞,RR,RR,que4~ke4,礐,硞,,,,,,,,,,,RR
piao4~yao2,票姚,票姚,RR,RR,piao4~yao2,票,姚,,,"811,5753","13,0963",,,73,0,,,RR
li2~mi3,離靡,离靡,RR,RR,li2~mi3,离,靡,,,"498,3852","6,6123",,,73,6,,,RR
diao4~ao2,稠嶅,稠嶅,RR,RR,diao4~ao2,稠,嶅,,,"4,0099",,,,2,,,,RR
yao3~tiao3,窈窕,窈窕,RR,RR,yao3~tiao3,窈,窕,,,"6,1827","1,7728",,,1,1,,,RR
yao3~tiao3,䆗窱,䆗窱,RR,RR,yao3~tiao3,䆗,窱,,,,,,,,,,,RR
yao1~liao2,窐寥,窐寥,RR,RR,yao1~liao2,窐,寥,,,,3363,,,,2,,,RR
bi4~li4,篳篥,筚篥,RR,RR,bi4~li4,筚,篥,,,,,,,,,,,RR
yin1~yun1,絪縕,絪縕,RR,RR,yin1~yun1,絪,縕,,,,,,,,,,,RR
lin2~li2,綝纚,綝纚,RR,RR,lin2~li2,綝,纚,,,,,,,,,,,RR
shen1~xi3,綝纚,綝纚,RR,RR,shen1~xi3,綝,纚,,,,,,,,,,,RR
cui4~can4,綷粲,綷粲,RR,RR,cui4~can4,綷,粲,,,,,,,,,,,RR
cui4~cai4,綷縩,綷縩,RR,RR,cui4~cai4,綷,縩,,,,,,,,,,,RR
yu1~yu2,紆餘,纡馀,RR,RR,yu1~yu2,纡,馀,,,,,,,,,,,RR
fen1~lun2,紛綸,纷纶,RR,RR,fen1~lun2,纷,纶,,,"51,4963","5,9259",,,17,1,,,RR
fen1~pa1,紛葩,纷葩,RR,RR,fen1~pa1,纷,葩,,,"51,4963","5,9457",,,17,1,,,RR
luo4~yi4,絡繹,络绎,RR,RR,luo4~yi4,络,绎,,,"70,0049","10,3556",,,15,2,,,RR
chuo4~yue1,綽約,绰约,RR,RR,chuo4~yue1,绰,约,,,"2,8346","266,6716",,,6,56,,,RR
chou2~mou2,綢繆,绸缪,RR,RR,chou2~mou2,绸,缪,,,"3,1605","2,5235",,,9,2,,,RR
bin1~fen1,繽紛,缤纷,RR,RR,bin1~fen1,缤,纷,,,"29,7481","51,4963",,,2,17,,,RR
liao2~rao4,繚繞,缭绕,RR,RR,liao2~rao4,缭,绕,,,"3,7827","38,2815",,,2,15,,,RR
qian3~quan3,繾綣,缱绻,RR,RR,qian3~quan3,缱,绻,,,"0,8395","0,7556",,,1,1,,,RR
xi4~he4,翕赫,翕赫,RR,RR,xi4~he4,翕,赫,,,,"21,5457",,,,8,,,RR
pian1~piao1,翩飄,翩飘,RR,RR,pian1~piao1,翩,飘,,,"3,4765","63,8173",,,3,26,,,RR
lian2~quan2,聯卷,联卷,RR,RR,lian2~quan2,联,卷,,,"293,8765","83,8173",,,64,37,,,RR
lian2~juan1,聯娟,联娟,RR,RR,lian2~juan1,联,娟,,,"293,8765",4884,,,64,1,,,RR
kang3~zang3,骯髒,肮髒,RR,RR,kang3~zang3,肮,髒,,,"6,3012",,,,1,,,,RR
fang1~fei1,芳菲,芳菲,RR,RR,fang1~fei1,芳,菲,,,"36,5037","73,4321",,,14,2,,,RR
cang1~mang3,蒼莽,苍莽,RR,RR,cang1~mang3,苍,莽,,,"37,4519",3916,,,13,4,,,RR
cang1~huang2,蒼黃,苍黄,RR,RR,cang1~huang2,苍,黄,,,"37,4519","244,7062",,,13,81,,,RR
ran3~ruo4,苒弱,苒弱,RR,RR,ran3~ruo4,苒,弱,,,,"108,2568",,,,33,,,RR
ran3~ren3,苒荏,苒荏,RR,RR,ran3~ren3,苒,荏,,,,,,,,,,,RR
ben3~zun3,苯䔿,苯䔿,RR,RR,ben3~zun3,苯,䔿,,,"1,7975",,,,7,,,,RR
ping2~ying2,苹縈,苹萦,RR,RR,ping2~ying2,苹,萦,,,"75,6444","2,6074",,,4,2,,,RR
ci3~zhi4,茈虒,茈虒,RR,RR,ci3~zhi4,茈,虒,,,,,,,,,,,RR
long3~rong2,蘢茸,茏茸,RR,RR,long3~rong2,茏,茸,,,"0,2173","3,4963",,,1,3,,,RR
long3~cong1,蘢蔥,茏葱,RR,RR,long3~cong1,茏,葱,,,"0,2173","40,7309",,,1,8,,,RR
mang2~mei4,茫昧,茫昧,RR,RR,mang2~mei4,茫,昧,,,"41,7531",19042,,,7,10,,,RR
mang2~yang2,茫洋,茫洋,RR,RR,mang2~yang2,茫,洋,,,"41,7531","102,4642",,,7,52,,,RR
