traditional,simplified,pinyinnum,morph,morphnew,morphnewer,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
𠳐𠳐,𠳐𠳐,bang1~bang1,,BB,BB,𠳐,𠳐,,,,,,,,,,
唰唰,唰唰,shua1~shua1,,BB,BB,唰,唰,,,"0,7951","0,7951",,,0,0,,
唼唼,唼唼,sha4~sha4,,BB,BB,唼,唼,,,,,,,,,,
唿唿,唿唿,hu1~hu1,,BB,BB,唿,唿,,,,,,,,,,
啊啊,啊啊,a5~a5,,BB,BB,啊,啊,,,"3242,1679","3242,1679",,,3,3,,
啦啦,啦啦,la1~la1,,BB,BB,啦,啦,,,"1029,3136","1029,3136",,,8,8,,
啪啪,啪啪,pa1~pa1,,BB,BB,啪,啪,,,"9,7235","9,7235",,,4,4,,
囀囀,啭啭,zhuan4~zhuan4,,BB,BB,啭,啭,,,"0,0642","0,0642",,,1,1,,
啵啵,啵啵,bo1~bo1,,BB,BB,啵,啵,,,"5,7432","5,7432",,,0,0,,
啷啷,啷啷,lang1~lang1,,BB,BB,啷,啷,,,"1,2642","1,2642",,,1,1,,
嘯嘯,啸啸,xiao4~xiao4,,BB,BB,啸,啸,,,"19,2889","19,2889",,,4,4,,
啾啾,啾啾,jiu1~jiu1,,BB,BB,啾,啾,,,,,,,,,,
喀喀,喀喀,ka1~ka1,,BB,BB,喀,喀,,,"3,4025","3,4025",,,2,2,,
喇喇,喇喇,la3~la3,,BB,BB,喇,喇,,,"34,0198","34,0198",,,7,7,,
喌喌,喌喌,zhou1~zhou1,,BB,BB,喌,喌,,,,,,,,,,
喔喔,喔喔,o1~o1,,BB,BB,喔,喔,,,"101,0765","101,0765",,,0,0,,
喔喔,喔喔,wo1~wo1,,BB,BB,喔,喔,,,"101,0765","101,0765",,,0,0,,
喧喧,喧喧,xuan1~xuan1,,BB,BB,喧,喧,,,"18,8148","18,8148",,,6,6,,
喳喳,喳喳,zha1~zha1,,BB,BB,喳,喳,,,"2,5037","2,5037",,,3,3,,
喳喳,喳喳,cha1~cha1,,BB,BB,喳,喳,,,"2,5037","2,5037",,,3,3,,
喵喵,喵喵,miao1~miao1,,BB,BB,喵,喵,,,"21,7284","21,7284",,,0,0,,
嗒嗒,嗒嗒,da1~da1,,BB,BB,嗒,嗒,,,10079,10079,,,3,3,,
嗒嗒,嗒嗒,ta4~ta4,,BB,BB,嗒,嗒,,,10079,10079,,,3,3,,
嗖嗖,嗖嗖,sou1~sou1,,BB,BB,嗖,嗖,,,"2,2667","2,2667",,,1,1,,
嗝嗝,嗝嗝,ge2~ge2,,BB,BB,嗝,嗝,,,"4,8741","4,8741",,,3,3,,
嗞嗞,嗞嗞,zi1~zi1,,BB,BB,嗞,嗞,,,,,,,,,,
嗟嗟,嗟嗟,jie1~jie1,,BB,BB,嗟,嗟,,,"0,9679","0,9679",,,2,2,,
嗡嗡,嗡嗡,weng1~weng1,,BB,BB,嗡,嗡,,,"4,9877","4,9877",,,1,1,,
嗤嗤,嗤嗤,chi1~chi1,,BB,BB,嗤,嗤,,,"1,0321","1,0321",,,2,2,,
嗦嗦,嗦嗦,suo1~suo1,,BB,BB,嗦,嗦,,,"7,5506","7,5506",,,4,4,,
嗨嗨,嗨嗨,hai1~hai1,,BB,BB,嗨,嗨,,,"174,9778","174,9778",,,1,1,,
嗬嗬,嗬嗬,he1~he1,,BB,BB,嗬,嗬,,,"0,9086","0,9086",,,0,0,,
嗯嗯,嗯嗯,en1~en1,,BB,BB,嗯,嗯,,,"207,3926","207,3926",,,0,0,,
嗵嗵,嗵嗵,tong1~tong1,,BB,BB,嗵,嗵,,,,,,,,,,
嗸嗸,嗸嗸,ao2~ao2,,BB,BB,嗸,嗸,,,,,,,,,,
嘎嘎,嘎嘎,ga1~ga1,,BB,BB,嘎,嘎,,,"41,6346","41,6346",,,2,2,,
嘓嘓,嘓嘓,guo1~guo1,,BB,BB,嘓,嘓,,,,,,,,,,
噓噓,嘘嘘,xu1~xu1,,BB,BB,嘘,嘘,,,"19,2938","19,2938",,,3,3,,
嘚嘚,嘚嘚,de2~de2,,BB,BB,嘚,嘚,,,"2,4148","2,4148",,,0,0,,
嘡嘡,嘡嘡,tang1~tang1,,BB,BB,嘡,嘡,,,,,,,,,,
嘣嘣,嘣嘣,beng1~beng1,,BB,BB,嘣,嘣,,,"1,7827","1,7827",,,0,0,,
㗫㗫,㗫㗫,ca1~ca1,,BB,BB,㗫,㗫,,,,,,,,,,
㗭㗭,㗭㗭,xi1~xi1,,BB,BB,㗭,㗭,,,,,,,,,,
嘟嘟,嘟嘟,du1~du1,,BB,BB,嘟,嘟,,,"11,0222","11,0222",,,5,5,,
嘭嘭,嘭嘭,peng1~peng1,,BB,BB,嘭,嘭,,,"1,0765","1,0765",,,0,0,,
嘶嘶,嘶嘶,si1~si1,,BB,BB,嘶,嘶,,,"3,5556","3,5556",,,5,5,,
嘻嘻,嘻嘻,xi1~xi1,,BB,BB,嘻,嘻,,,"65,7778","65,7778",,,3,3,,
嘿嘿,嘿嘿,hei1~hei1,,BB,BB,嘿,嘿,,,"289,5852","289,5852",,,1,1,,
噌噌,噌噌,ceng1~ceng1,,BB,BB,噌,噌,,,"0,6568","0,6568",,,0,0,,
噔噔,噔噔,deng1~deng1,,BB,BB,噔,噔,,,"1,2494","1,2494",,,0,0,,
噗噗,噗噗,pu1~pu1,,BB,BB,噗,噗,,,9521,9521,,,0,0,,
噝噝,噝噝,si1~si1,,BB,BB,噝,噝,,,,,,,,,,
𠾐𠾐,𠾐𠾐,long2~long2,,BB,BB,𠾐,𠾐,,,,,,,,,,
噢噢,噢噢,o1~o1,,BB,BB,噢,噢,,,"226,5827","226,5827",,,0,0,,
噫噫,噫噫,yi1~yi1,,BB,BB,噫,噫,,,"0,2222","0,2222",,,0,0,,
噱噱,噱噱,jue2~jue2,,BB,BB,噱,噱,,,"1,1407","1,1407",,,1,1,,
噳噳,噳噳,yu3~yu3,,BB,BB,噳,噳,,,,,,,,,,
噼噼,噼噼,pi1~pi1,,BB,BB,噼,噼,,,"4,2074","4,2074",,,2,2,,
㘄㘄,㘄㘄,leng1~leng1,,BB,BB,㘄,㘄,,,,,,,,,,
嚄嚄,嚄嚄,huo4~huo4,,BB,BB,嚄,嚄,,,"0,1827","0,1827",,,0,0,,
嚎嚎,嚎嚎,hao2~hao2,,BB,BB,嚎,嚎,,,"4,4741","4,4741",,,4,4,,
嚓嚓,嚓嚓,ca1~ca1,,BB,BB,嚓,嚓,,,"3,5407","3,5407",,,2,2,,
𡂿𡂿,𡂿𡂿,ou1~ou1,,BB,BB,𡂿,𡂿,,,,,,,,,,
㘗㘗,㘗㘗,qu2~qu2,,BB,BB,㘗,㘗,,,,,,,,,,
囔囔,囔囔,nang1~nang1,,BB,BB,囔,囔,,,"1,2099","1,2099",,,2,2,,
增增,增增,zeng1~zeng1,,BB,BB,增,增,,,"379,0716","379,0716",,,46,46,,
央央,央央,yang1~yang1,,BB,BB,央,央,,,"91,9556","91,9556",,,4,4,,
夸夸,夸夸,kua1~kua1,,BB,BB,夸,夸,,,34242,34242,,,12,12,,
奔奔,奔奔,ben1~ben1,,BB,BB,奔,奔,,,"132,8296","132,8296",,,26,26,,
奕奕,奕奕,yi4~yi4,,BB,BB,奕,奕,,,"19,5012","19,5012",,,1,1,,
好好,好好,hao3~hao3,,BB,BB,好,好,,,"7331,8765","7331,8765",,,137,137,,
委委,委委,wei3~wei3,,BB,BB,委,委,,,"86,3111","86,3111",,,29,29,,
娉娉,娉娉,ping1~ping1,,BB,BB,娉,娉,,,,,,,,,,
娟娟,娟娟,juan1~juan1,,BB,BB,娟,娟,,,4884,4884,,,1,1,,
嬉嬉,嬉嬉,xi1~xi1,,BB,BB,嬉,嬉,,,"4,6815","4,6815",,,6,6,,
嬛嬛,嬛嬛,huan2~huan2,,BB,BB,嬛,嬛,,,,,,,,,,
孑孑,孑孑,jie2~jie2,,BB,BB,孑,孑,,,"1,0074","1,0074",,,1,1,,
孽孽,孽孽,nie4~nie4,,BB,BB,孽,孽,,,"22,7802","22,7802",,,8,8,,
它它,它它,ta1~ta1,,BB,BB,它,它,,,"613,2938","613,2938",,,2,2,,
安安,安安,an1~an1,,BB,BB,安,安,,,"1186,3111","1186,3111",,,159,159,,
實實,实实,shi2~shi2,,BB,BB,实,实,,,"1113,1802","1113,1802",,,141,141,,
憲憲,宪宪,xian4~xian4,,BB,BB,宪,宪,,,"5,1506","5,1506",,,7,7,,
寂寂,寂寂,ji4~ji4,,BB,BB,寂,寂,,,"95,3037","95,3037",,,9,9,,
密密,密密,mi4~mi4,,BB,BB,密,密,,,"244,2469","244,2469",,,57,57,,
將將,将将,jiang1~jiang1,,BB,BB,将,将,,,"930,0741","930,0741",,,40,40,,
將將,将将,qiang1~qiang1,,BB,BB,将,将,,,"930,0741","930,0741",,,40,40,,
居居,居居,ju1~ju1,,BB,BB,居,居,,,"349,4914","349,4914",,,73,73,,
巖巖,岩岩,yan2~yan2,,BB,BB,岩,岩,,,"31,1753","31,1753",,,23,23,,
峨峨,峨峨,e2~e2,,BB,BB,峨,峨,,,"2,5136","2,5136",,,2,2,,
峩峩,峩峩,e2~e2,,BB,BB,峩,峩,,,,,,,,,,
崔崔,崔崔,cui1~cui1,,BB,BB,崔,崔,,,"10,9086","10,9086",,,0,0,,
幝幝,幝幝,chan3~chan3,,BB,BB,幝,幝,,,,,,,,,,
幽幽,幽幽,you1~you1,,BB,BB,幽,幽,,,"67,3679","67,3679",,,17,17,,
弈弈,弈弈,yi4~yi4,,BB,BB,弈,弈,,,"1,6346","1,6346",,,3,3,,
弗弗,弗弗,fu2~fu2,,BB,BB,弗,弗,,,"38,9877","38,9877",,,3,3,,
彊彊,强强,qiang2~qiang2,,BB,BB,强,强,,,"480,9877","480,9877",,,85,85,,
當當,当当,dang1~dang1,,BB,BB,当,当,,,"1142,9679","1142,9679",,,108,108,,
律律,律律,lü4~lü4,,BB,BB,律,律,,,"126,7654","126,7654",,,26,26,,
得得,得得,de2~de2,,BB,BB,得,得,,,4328884,4328884,,,141,141,,
忒忒,忒忒,te4~te4,,BB,BB,忒,忒,,,"9,0519","9,0519",,,0,0,,
忽忽,忽忽,hu1~hu1,,BB,BB,忽,忽,,,"77,0321","77,0321",,,14,14,,
怛怛,怛怛,da2~da2,,BB,BB,怛,怛,,,,,,,,,,
怲怲,怲怲,bing3~bing3,,BB,BB,怲,怲,,,,,,,,,,
恢恢,恢恢,hui1~hui1,,BB,BB,恢,恢,,,"34,6074","34,6074",,,5,5,,
悁悁,悁悁,yuan1~yuan1,,BB,BB,悁,悁,,,,,,,,,,
惙惙,惙惙,chuo4~chuo4,,BB,BB,惙,惙,,,,,,,,,,
慘慘,惨惨,can3~can3,,BB,BB,惨,惨,,,"113,8716","113,8716",,,22,22,,
愈愈,愈愈,yu4~yu4,,BB,BB,愈,愈,,,"30,9531","30,9531",,,11,11,,
憯憯,憯憯,can3~can3,,BB,BB,憯,憯,,,,,,,,,,
戰戰,战战,zhan4~zhan4,,BB,BB,战,战,,,"721,5358","721,5358",,,145,145,,
慼慼,戚戚,qi1~qi1,,BB,BB,戚,戚,,,"41,6247","41,6247",,,3,3,,
扎扎,扎扎,zha1~zha1,,BB,BB,扎,扎,,,"58,6519","58,6519",,,18,18,,
扑扑,扑扑,pu1~pu1,,BB,BB,扑,扑,,,"126,7753","126,7753",,,21,21,,
抑抑,抑抑,yi4~yi4,,BB,BB,抑,抑,,,"33,1309","33,1309",,,8,8,,
拍拍,拍拍,pai1~pai1,,BB,BB,拍,拍,,,"286,2963","286,2963",,,40,40,,
拔拔,拔拔,ba2~ba2,,BB,BB,拔,拔,,,"43,5111","43,5111",,,23,23,,
招招,招招,zhao1~zhao1,,BB,BB,招,招,,,"127,6889","127,6889",,,51,51,,
挃挃,挃挃,zhi4~zhi4,,BB,BB,挃,挃,,,,,,,,,,
振振,振振,zhen4~zhen4,,BB,BB,振,振,,,"23,5259","23,5259",,,18,18,,
捷捷,捷捷,jie2~jie2,,BB,BB,捷,捷,,,"99,1062","99,1062",,,19,19,,
摻摻,掺掺,shan3~shan3,,BB,BB,掺,掺,,,"4,5432","4,5432",,,3,3,,
提提,提提,ti2~ti2,,BB,BB,提,提,,,"425,4074","425,4074",,,66,66,,
揖揖,揖揖,yi1~yi1,,BB,BB,揖,揖,,,,,,,,,,
揭揭,揭揭,jie1~jie1,,BB,BB,揭,揭,,,"31,7679","31,7679",,,14,14,,
搖搖,摇摇,yao2~yao2,,BB,BB,摇,摇,,,"68,9531","68,9531",,,32,32,,
𢱟𢱟,𢱟𢱟,sao1~sao1,,BB,BB,𢱟,𢱟,,,,,,,,,,
擦擦,擦擦,ca1~ca1,,BB,BB,擦,擦,,,"121,3926","121,3926",,,17,17,,
支支,支支,zhi1~zhi1,,BB,BB,支,支,,,"393,4667","393,4667",,,46,46,,
敖敖,敖敖,ao2~ao2,,BB,BB,敖,敖,,,"1,7383","1,7383",,,1,1,,
斾斾,斾斾,pei4~pei4,,BB,BB,斾,斾,,,,,,,,,,
旁旁,旁旁,pang2~pang2,,BB,BB,旁,旁,,,"102,7852","102,7852",,,24,24,,
旦旦,旦旦,dan4~dan4,,BB,BB,旦,旦,,,"58,1827","58,1827",,,8,8,,
明明,明明,ming2~ming2,,BB,BB,明,明,,,"1497,1012","1497,1012",,,157,157,,
昭昭,昭昭,zhao1~zhao1,,BB,BB,昭,昭,,,"4,8049","4,8049",,,7,7,,
顯顯,显显,xian3~xian3,,BB,BB,显,显,,,"172,1481","172,1481",,,32,32,,
晢晢,晢晢,zhe2~zhe2,,BB,BB,晢,晢,,,,,,,,,,
曀曀,曀曀,yi4~yi4,,BB,BB,曀,曀,,,,,,,,,,
朋朋,朋朋,peng2~peng2,,BB,BB,朋,朋,,,"870,4198","870,4198",,,11,11,,
朱朱,朱朱,zhou1~zhou1,,BB,BB,朱,朱,,,"35,1605","35,1605",,,4,4,,
朵朵,朵朵,duo3~duo3,,BB,BB,朵,朵,,,66484,66484,,,8,8,,
杲杲,杲杲,gao3~gao3,,BB,BB,杲,杲,,,,,,,,,,
板板,板板,ban3~ban3,,BB,BB,板,板,,,"194,2815","194,2815",,,102,102,,
查查,查查,zha1~zha1,,BB,BB,查,查,,,"397,3531","397,3531",,,68,68,,
格格,格格,ge1~ge1,,BB,BB,格,格,,,"346,7704","346,7704",,,46,46,,
格格,格格,ge2~ge2,,BB,BB,格,格,,,"346,7704","346,7704",,,46,46,,
桀桀,桀桀,jie2~jie2,,BB,BB,桀,桀,,,"0,6025","0,6025",,,1,1,,
梆梆,梆梆,bang1~bang1,,BB,BB,梆,梆,,,"0,5235","0,5235",,,1,1,,
夢夢,梦梦,meng4~meng4,,BB,BB,梦,梦,,,"507,4716","507,4716",,,40,40,,
楚楚,楚楚,chu3~chu3,,BB,BB,楚,楚,,,"115,9901","115,9901",,,13,13,,
榔榔,榔榔,lang2~lang2,,BB,BB,榔,榔,,,"1,3136","1,3136",,,2,2,,
檻檻,槛槛,kan3~kan3,,BB,BB,槛,槛,,,"1,9605","1,9605",,,1,1,,
樀樀,樀樀,di1~di1,,BB,BB,樀,樀,,,,,,,,,,
欻欻,欻欻,chua1~chua1,,BB,BB,欻,欻,,,,,,,,,,
汕汕,汕汕,shan4~shan4,,BB,BB,汕,汕,,,"13,6247","13,6247",,,0,0,,
汹汹,汹汹,xiong1~xiong1,,BB,BB,汹,汹,,,"3,7679","3,7679",,,4,4,,
沃沃,沃沃,wo4~wo4,,BB,BB,沃,沃,,,"40,0395","40,0395",,,5,5,,
沙沙,沙沙,sha1~sha1,,BB,BB,沙,沙,,,134,134,,,72,72,,
瀝瀝,沥沥,li4~li4,,BB,BB,沥,沥,,,"7,6642","7,6642",,,3,3,,
沸沸,沸沸,fei4~fei4,,BB,BB,沸,沸,,,"17,6988","17,6988",,,6,6,,
汎汎,泛泛,fan4~fan4,,BB,BB,泛,泛,,,"17,0864","17,0864",,,10,10,,
澤澤,泽泽,ze2~ze2,,BB,BB,泽,泽,,,"34,1333","34,1333",,,17,17,,
濟濟,济济,ji3~ji3,,BB,BB,济,济,,,"69,1407","69,1407",,,26,26,,
濃濃,浓浓,nong2~nong2,,BB,BB,浓,浓,,,"57,0716","57,0716",,,23,23,,
浤浤,浤浤,hong2~hong2,,BB,BB,浤,浤,,,,,,,,,,
浮浮,浮浮,fu2~fu2,,BB,BB,浮,浮,,,"80,1827","80,1827",,,33,33,,
塗塗,涂涂,tu2~tu2,,BB,BB,涂,涂,,,"60,0938","60,0938",,,24,24,,
漣漣,涟涟,lian2~lian2,,BB,BB,涟,涟,,,"6,4198","6,4198",,,1,1,,
渙渙,涣涣,huan4~huan4,,BB,BB,涣,涣,,,"0,4296","0,4296",,,1,1,,
淙淙,淙淙,cong2~cong2,,BB,BB,淙,淙,,,,,,,,,,
淠淠,淠淠,pi4~pi4,,BB,BB,淠,淠,,,,,,,,,,
淵淵,渊渊,yuan1~yuan1,,BB,BB,渊,渊,,,6158,6158,,,6,6,,
漸漸,渐渐,jian4~jian4,,BB,BB,渐,渐,,,49684,49684,,,10,10,,
渠渠,渠渠,qu2~qu2,,BB,BB,渠,渠,,,"7,2988","7,2988",,,4,4,,
渢渢,渢渢,feng2~feng2,,BB,BB,渢,渢,,,,,,,,,,
渤渤,渤渤,bo2~bo2,,BB,BB,渤,渤,,,,,,,,,,
溫溫,温温,wen1~wen1,,BB,BB,温,温,,,"323,9556","323,9556",,,57,57,,
湍湍,湍湍,tuan1~tuan1,,BB,BB,湍,湍,,,"0,4593","0,4593",,,2,2,,
潰潰,溃溃,kui4~kui4,,BB,BB,溃,溃,,,35442,35442,,,8,8,,
濺濺,溅溅,jian4~jian4,,BB,BB,溅,溅,,,"4,2469","4,2469",,,2,2,,
溱溱,溱溱,zhen1~zhen1,,BB,BB,溱,溱,,,,,,,,,,
溲溲,溲溲,sou1~sou1,,BB,BB,溲,溲,,,,,,,,,,
滴滴,滴滴,di1~di1,,BB,BB,滴,滴,,,"219,4667","219,4667",,,14,14,,
滺滺,滺滺,you2~you2,,BB,BB,滺,滺,,,,,,,,,,
漎漎,漎漎,cong2~cong2,,BB,BB,漎,漎,,,,,,,,,,
漠漠,漠漠,mo4~mo4,,BB,BB,漠,漠,,,"28,7111","28,7111",,,10,10,,
漾漾,漾漾,yang4~yang4,,BB,BB,漾,漾,,,"5,1852","5,1852",,,2,2,,
潝潝,潝潝,xi1~xi1,,BB,BB,潝,潝,,,,,,,,,,
澄澄,澄澄,cheng2~cheng2,,BB,BB,澄,澄,,,"5,7975","5,7975",,,2,2,,
澌澌,澌澌,si1~si1,,BB,BB,澌,澌,,,,,,,,,,
澎澎,澎澎,peng1~peng1,,BB,BB,澎,澎,,,"3,9802","3,9802",,,3,3,,
澹澹,澹澹,dan4~dan4,,BB,BB,澹,澹,,,,,,,,,,
激激,激激,ji1~ji1,,BB,BB,激,激,,,"235,9012","235,9012",,,36,36,,
炎炎,炎炎,yan2~yan2,,BB,BB,炎,炎,,,"42,7062","42,7062",,,44,44,,
烘烘,烘烘,hong1~hong1,,BB,BB,烘,烘,,,"7,0667","7,0667",,,8,8,,
烝烝,烝烝,zheng1~zheng1,,BB,BB,烝,烝,,,,,,,,,,
熇熇,熇熇,he4~he4,,BB,BB,熇,熇,,,,,,,,,,
熏熏,熏熏,xun1~xun1,,BB,BB,熏,熏,,,"11,0667","11,0667",,,5,5,,
熙熙,熙熙,xi1~xi1,,BB,BB,熙,熙,,,"22,5975","22,5975",,,2,2,,
爗爗,爗爗,ye4~ye4,,BB,BB,爗,爗,,,,,,,,,,
牙牙,牙牙,ya2~ya2,,BB,BB,牙,牙,,,"140,8642","140,8642",,,58,58,,
瑲瑲,玱玱,qiang1~qiang1,,BB,BB,玱,玱,,,,,,,,,,
瑲瑲,瑲瑲,qiang1~qiang1,,BB,BB,瑲,瑲,,,,,,,,,,
琮琮,琮琮,cong2~cong2,,BB,BB,琮,琮,,,,,,,,,,
瑯瑯,瑯瑯,lang2~lang2,,BB,BB,瑯,瑯,,,,,,,,,,
甡甡,甡甡,shen1~shen1,,BB,BB,甡,甡,,,,,,,,,,
甫甫,甫甫,fu3~fu3,,BB,BB,甫,甫,,,"2,1778","2,1778",,,1,1,,
痯痯,痯痯,guan3~guan3,,BB,BB,痯,痯,,,,,,,,,,
登登,登登,deng1~deng1,,BB,BB,登,登,,,"263,3926","263,3926",,,44,44,,
皐皐,皋皋,gao1~gao1,,BB,BB,皋,皋,,,"0,6173","0,6173",,,0,0,,
皎皎,皎皎,jiao3~jiao3,,BB,BB,皎,皎,,,"0,8049","0,8049",,,1,1,,
盤盤,盘盘,pan2~pan2,,BB,BB,盘,盘,,,"210,0198","210,0198",,,68,68,,
睠睠,眷眷,juan4~juan4,,BB,BB,眷,眷,,,10721,10721,,,6,6,,
睘睘,睘睘,qiong2~qiong2,,BB,BB,睘,睘,,,,,,,,,,
矜矜,矜矜,jin1~jin1,,BB,BB,矜,矜,,,3842,3842,,,2,2,,
碰碰,碰碰,peng4~peng4,,BB,BB,碰,碰,,,"112,4543","112,4543",,,17,17,,
磕磕,磕磕,ke1~ke1,,BB,BB,磕,磕,,,"8,0741","8,0741",,,4,4,,
祝祝,祝祝,zhou1~zhou1,,BB,BB,祝,祝,,,"589,5309","589,5309",,,19,19,,
秩秩,秩秩,zhi4~zhi4,,BB,BB,秩,秩,,,"5,1605","5,1605",,,1,1,,
穀穀,穀穀,gu3~gu3,,BB,BB,穀,穀,,,,,,,,,,
穆穆,穆穆,mu4~mu4,,BB,BB,穆,穆,,,"14,2765","14,2765",,,2,2,,
穟穟,穟穟,sui4~sui4,,BB,BB,穟,穟,,,,,,,,,,
穰穰,穰穰,rang2~rang2,,BB,BB,穰,穰,,,,,,,,,,
究究,究究,jiu1~jiu1,,BB,BB,究,究,,,"117,1358","117,1358",,,20,20,,
突突,突突,tu1~tu1,,BB,BB,突,突,,,"308,9185","308,9185",,,24,24,,
窣窣,窣窣,su4~su4,,BB,BB,窣,窣,,,,,,,,,,
僮僮,童童,tong2~tong2,,BB,BB,童,童,,,"155,2247","155,2247",,,46,46,,
篤篤,笃笃,du3~du3,,BB,BB,笃,笃,,,"1,8469","1,8469",,,2,2,,
笛笛,笛笛,di2~di2,,BB,BB,笛,笛,,,"7,6395","7,6395",,,11,11,,
答答,答答,da2~da2,,BB,BB,答,答,,,"197,2049","197,2049",,,25,25,,
簡簡,简简,jian3~jian3,,BB,BB,简,简,,,"249,8173","249,8173",,,36,36,,
管管,管管,guan3~guan3,,BB,BB,管,管,,,"509,9111","509,9111",,,137,137,,
籊籊,籊籊,ti4~ti4,,BB,BB,籊,籊,,,,,,,,,,
粲粲,粲粲,can4~can4,,BB,BB,粲,粲,,,,,,,,,,
糾糾,纠纠,jiu1~jiu1,,BB,BB,纠,纠,,,"81,7679","81,7679",,,8,8,,
細細,细细,xi4~xi4,,BB,BB,细,细,,,"209,1309","209,1309",,,65,65,,
繹繹,绎绎,yi4~yi4,,BB,BB,绎,绎,,,"10,3556","10,3556",,,2,2,,
綏綏,绥绥,sui1~sui1,,BB,BB,绥,绥,,,"0,5284","0,5284",,,0,0,,
綽綽,绰绰,chuo4~chuo4,,BB,BB,绰,绰,,,"2,8346","2,8346",,,6,6,,
綿綿,绵绵,mian2~mian2,,BB,BB,绵,绵,,,"29,2198","29,2198",,,17,17,,
緜緜,绵绵,mian2~mian2,,BB,BB,绵,绵,,,"29,2198","29,2198",,,17,17,,
緝緝,缉缉,ji1~ji1,,BB,BB,缉,缉,,,13284,13284,,,9,9,,
罩罩,罩罩,zhao4~zhao4,,BB,BB,罩,罩,,,"23,4025","23,4025",,,19,19,,
翹翹,翘翘,qiao2~qiao2,,BB,BB,翘,翘,,,"11,9951","11,9951",,,5,5,,
翯翯,翯翯,he4~he4,,BB,BB,翯,翯,,,,,,,,,,
翼翼,翼翼,yi4~yi4,,BB,BB,翼,翼,,,"28,9531","28,9531",,,21,21,,
耳耳,耳耳,er3~er3,,BB,BB,耳,耳,,,"114,8889","114,8889",,,63,63,,
耶耶,耶耶,ye2~ye2,,BB,BB,耶,耶,,,"88,1235","88,1235",,,3,3,,
肺肺,肺肺,pei4~pei4,,BB,BB,肺,肺,,,"40,5531","40,5531",,,19,19,,
胡胡,胡胡,hu2~hu2,,BB,BB,胡,胡,,,"115,3037","115,3037",,,35,35,,
膠膠,胶胶,jiao1~jiao1,,BB,BB,胶,胶,,,"34,4395","34,4395",,,31,31,,
騰騰,腾腾,teng2~teng2,,BB,BB,腾,腾,,,"120,0049","120,0049",,,23,23,,
膴膴,膴膴,hu1~hu1,,BB,BB,膴,膴,,,,,,,,,,
芬芬,芬芬,fen1~fen1,,BB,BB,芬,芬,,,"26,9728","26,9728",,,2,2,,
英英,英英,ying1~ying1,,BB,BB,英,英,,,"400,9333","400,9333",,,42,42,,
茀茀,茀茀,fu2~fu2,,BB,BB,茀,茀,,,,,,,,,,
惸惸,茕茕,qiong2~qiong2,,BB,BB,茕,茕,,,,,,,,,,
茷茷,茷茷,fa2~fa2,,BB,BB,茷,茷,,,,,,,,,,
荷荷,荷荷,he4~he4,,BB,BB,荷,荷,,,"36,1185","36,1185",,,15,15,,
莫莫,莫莫,mo4~mo4,,BB,BB,莫,莫,,,"135,4074","135,4074",,,26,26,,
莽莽,莽莽,mang3~mang3,,BB,BB,莽,莽,,,3916,3916,,,4,4,,
菁菁,菁菁,jing1~jing1,,BB,BB,菁,菁,,,"1,3432","1,3432",,,0,0,,
菶菶,菶菶,beng3~beng3,,BB,BB,菶,菶,,,,,,,,,,
薄薄,薄薄,bo2~bo2,,BB,BB,薄,薄,,,"68,9531","68,9531",,,37,37,,
薨薨,薨薨,hong1~hong1,,BB,BB,薨,薨,,,,,,,,,,
藐藐,藐藐,miao3~miao3,,BB,BB,藐,藐,,,"1,7333","1,7333",,,1,1,,
蘧蘧,蘧蘧,hou1~hou1,,BB,BB,蘧,蘧,,,,,,,,,,
虎虎,虎虎,hu3~hu3,,BB,BB,虎,虎,,,"133,5605","133,5605",,,48,48,,
蟲蟲,虫虫,chong2~chong2,,BB,BB,虫,虫,,,"45,2395","45,2395",,,43,43,,
蛐蛐,蛐蛐,qu1~qu1,,BB,BB,蛐,蛐,,,"0,1481","0,1481",,,1,1,,
蟈蟈,蝈蝈,guo1~guo1,,BB,BB,蝈,蝈,,,"0,5877","0,5877",,,1,1,,
裳裳,裳裳,chang2~chang2,,BB,BB,裳,裳,,,"3,4025","3,4025",,,2,2,,
西西,西西,xi1~xi1,,BB,BB,西,西,,,944563,944563,,,116,116,,
言言,言言,yan2~yan2,,BB,BB,言,言,,,"373,5309","373,5309",,,148,148,,
訇訇,訇訇,hong1~hong1,,BB,BB,訇,訇,,,"0,1975","0,1975",,,1,1,,
訾訾,訾訾,zi1~zi1,,BB,BB,訾,訾,,,,,,,,,,
訿訿,訿訿,zi1~zi1,,BB,BB,訿,訿,,,,,,,,,,
諵諵,諵諵,nan2~nan2,,BB,BB,諵,諵,,,,,,,,,,
譻譻,譻譻,ying1~ying1,,BB,BB,譻,譻,,,,,,,,,,
許許,许许,xu3~xu3,,BB,BB,许,许,,,"515,4519","515,4519",,,25,25,,
語語,语语,yu3~yu3,,BB,BB,语,语,,,"510,3506","510,3506",,,126,126,,
諄諄,谆谆,zhun1~zhun1,,BB,BB,谆,谆,,,,,,,,,,
謔謔,谑谑,nüe4~nüe4,,BB,BB,谑,谑,,,"0,5136","0,5136",,,1,1,,
赫赫,赫赫,he4~he4,,BB,BB,赫,赫,,,"21,5457","21,5457",,,8,8,,
