arthur,thomas,traditional,simplified,MC,OC,morphology,radsup,variant,Kroll,zdic,note
you1~you2,yōu~yóu,優游,优游,'juw-yuw,NA,RR,NA,"優遊, 優柔","loose and leisurely, freely and liberally, relaxed and amiable; genial and generous; broadly forbearing; unhurried and easy; indecisive and uncertain",閒暇自得的樣子。詩經．大雅．卷阿：「伴奐爾游矣，優游爾休矣。」明．江盈科．雪濤小說．妄心：「我與爾優游以終餘年，不亦快乎？」反忙碌、匆忙或作「優繇」、「優遊」。委心任運。淮南子．本經：「古之人同氣于天地，與一世而優游。」猶豫不決的樣子。尚書大傳．卷四．康誥：「周公將作禮樂，優游之三年不能作。」漢書．卷五十八．兒寬傳：「今將舉大事，優游數年，使群臣得人自盡，終莫能成。」寬裕、有餘裕。淮南子．俶真：「由此觀之，物莫不生於有也，小大優游矣。」宋．蕭德藻．樵夫詩：「一擔乾柴古渡頭，盤纏一日頗優游。」廣大、寬廣。楚辭．屈原．九章．惜往日：「封介山而為之禁兮，報大德之優游。」閒暇自得的樣子。後漢書．卷六十八．符融傳：「融同郡田盛，字仲嚮，與郭林宗同好，亦名知人，優遊不仕，並以壽終。」亦作「優游」。古代車上的用具。南齊書．卷十七．輿服志：「玉輅，漆畫輪，兩廂上望板前優遊。」,NA
you1~you2,yōu~yóu,優遊,优遊,'juw-yuw,NA,RR,NA,"優遊, 優柔","loose and leisurely, freely and liberally, relaxed and amiable; genial and generous; broadly forbearing; unhurried and easy; indecisive and uncertain",NA,NA
you2~ao2,yóu~áo,遊敖,遊敖,NA,NA,NA,NA,NA,NA,NA,NA
you2~ao2,yóu~áo,遊遨,遊遨,NA,NA,NA,NA,NA,NA,NA,NA
you2~ran2,yóu~rán,油然,油然,yuw-nyen,NA,RAN,NA,NA,"boiling up, swelling, like fuming vapor or rasing clouds; as easily or smoothly as can be",自然而然。如「油然而生」。莊子．知北遊：「陰陽四時，運行各得其序，惛然若亡而存，油然不形而神。」充沛的樣子。孟子．梁惠王上：「天油然作雲，沛然下雨。」舒緩貌。孔子家語．卷一．五儀解：「篤行信道，自強不息，油然若將可越而終不可及者，此則君子也。」,NA
you2~yan3,yóu~yǎn,游衍,游衍,NA,NA,NA,NA,NA,NA,恣意縱遊。詩經．大雅．板：「昊天曰旦，及爾游衍。」唐．王維．桃源行：「出洞無論隔山水，辭家終擬長游衍。」,NA
you2~you2,yóu~yóu,油油,油油,yuw-yuw,NA,RED,水,NA,"slipping and sliding along, moving easily and naturally; glossy and glistening, shining wetly, with a sheen, sleek and shiny",和謹、恭敬的樣子。禮記．玉藻：「君子之飲酒也，受一爵而色灑如也，二爵而言言斯禮巳，三爵而油油以退。」草木有光澤的樣子。史記．卷三十八．宋微子世家：「麥秀漸漸兮，禾黍油油。」如：「綠油油」。流動順暢的樣子。楚辭．劉向．九歎．遠逝：「江湘油油，長流汨兮，挑揄揚汰，盪迅疾兮。」文選．司馬相如．封禪文：「自我天覆，雲之油油，甘露時雨，厥壤可遊。」,NA
you2~you2,yóu~yóu,浟浟,浟浟,yuw-yuw,NA,RED,水,NA,"freely flowing, smoothly slipping by",NA,you2 can also read as di2
you2~you2,yóu~yóu,由由,由由,yuw-yuw,NA,RED,NA,NA,"calm(ly) and contented(ly), fully in control",自得的樣子。孟子．公孫丑上：「故由由然與之偕而不自失焉，援而止之而止，援而止之而止者，是亦不屑去已。」,NA
you2~yu4,yóu~yù,猶豫,犹豫,yuw-yoH,NA,RR,NA,NA,"timid and timorous, wavering and havering, wary and cautious, hesitate and hold off, faltering qualms",遲疑不決。楚辭．屈原．離騷：「心猶豫而狐疑兮，欲自適而不可。」紅樓夢．第五回：「正在猶豫之間，忽見警幻從後追來，告道：『快休前進，作速回頭要緊。』」因猶豫為雙聲字，以聲取義而無本字，故或作「由豫」、「游預」、「游豫」、「猶夷」、「猶與」。近徬徨、遲疑、躊躇、夷由、夷猶、游移反斷然、果斷、果決、堅決、決斷,NA
you3~jiu1,yǒu~jiū,黝糾,黝纠,'jiwX-jiwX,NA,RR,NA,NA,conjoined and connected,林木相連繞。文選．王延壽．魯靈光殿賦：「傍夭蟜以橫出，互黝糾而博負。」,jiu1 or jiu3?
you3~qiu2,yǒu~qiú,蚴虯,蚴虬,'jiwX-gjiw,NA,RR,虫,NA,"curling and coiling, sinuously snaking",NA,NA
you3~you3,yǒu~yǒu,眑眑,眑眑,'jiwX-'jiwX,NA,RED,目,NA,deep-sunken and deep-reaching,NA,NA
you3~you3,yǒu~yǒu,黝黝,黝黝,'jiwX-'jiwX,NA,RED,黑,NA,"steel-gray; glossy black, vitreous, livid, swarthy",陰暗的樣子。文選．左思．魏都賦：「黝黝桑柘，油油麻紵。」南朝梁．任昉．落日泛舟東溪詩：「黝黝桑柘繁，芃芃麻麥盛。」,NA
you4~ran2,yòu~rán,褏然,褏然,yuwH-nyen,NA,RAN,NA,NA,"outstandingly, prominently, pronouncedly",NA,NA
yu1~yu2,yū~yú,紆餘,纡馀,'ju-yo,NA,RR,NA,NA,"crooks and quirks, twists and turns",曲折婉轉。文選．司馬相如．上林賦：「終始灞滻，出入涇渭，酆、鎬、潦、潏，紆餘委蛇，經營乎其內。」形容文章曲折。宋．蘇洵．上歐陽內翰第一書：「執事之文，紆餘委備。」,NA
yu2~hu1,yú~hū,於乎,於乎,NA,NA,NA,NA,NA,NA,感嘆詞。詩經．周頌．維天之命：「於乎不顯，文王之德之純。」近於戲、嗚呼亦作「嗚呼」。,NA
yu2~jie1,yú~jiē,于嗟,于嗟,hju~tsjae,*ɢʷa {*ɢʷ(r)a} ~ *tsaj {*tsAj},NA,NA,NA,NA,嘆息之辭。史記．卷六十一．伯夷傳：「登彼西山兮，采其薇矣。以暴易暴兮，不知其非矣。神農、虞、夏，忽焉沒兮，我安適歸矣？于嗟徂兮，命之衰矣！」,NA
yu2~jie1~hu1,yú~jiē~hū,于嗟乎,于嗟乎,hju~tsjae~hu,*ɢʷa {*ɢʷ(r)a} ~ *tsaj {*tsAj} ~ ɢˤa,NA,NA,NA,NA,NA,NA
yu2~ran2,yú~rán,俞然,俞然,yu-nyen,NA,RAN,NA,"俞俞, 俞然","contented, satisfied; at ease",NA,NA
yu2~yang2,yú~yáng,揄揚,揄扬,yu-yang,NA,BR,手,NA,"hail and proclaim, praise and applaud, accleam and extol",稱揚、讚譽。文選．班固．兩都賦序：「雍容揄揚，著於後嗣。」文選．曹植．與楊德祖書：「辭賦小道，固未足以揄揚大義，彰示來世也。」近吹噓反抨擊,NA
yu2~yu2,yú~yú,衙衙,衙衙,ngjo-ngjo,NA,RED,彳,NA,rushing and racing along,NA,yu2 usually pronounced as ya2
yu2~yu2,yú~yú,俞俞,俞俞,yu-yu,NA,RED,NA,"俞俞, 俞然","contented, satisfied; at ease",從容自得的樣子。莊子．天道：「無為則俞俞，俞俞者，憂患不能處，年壽長矣。」,NA
yu2~yu2,yú~yú,愉愉,愉愉,yu~yu,*lo~lo,NA,NA,NA,"pleasant, enjoy(able), please(d), amuse(d)",NA,intensification
yu3~yu3,yǔ~yǔ,俁俁,俣俣,NA,NA,NA,NA,NA,NA,NA,NA
yu3~yu3,yǔ~yǔ,噳噳,噳噳,NA,NA,NA,NA,NA,NA,NA,NA
yu3~yu3,yǔ~yǔ,語語,语语,NA,NA,NA,NA,NA,NA,NA,NA
yu3~yu3,yǔ~yǔ,麌麌,麌麌,ngjuH-ngjuH,NA,RED,鹿,NA,herd and huddle together,鹿群聚集的樣子。詩經．小雅．吉日：「獸之所同，麀鹿麌麌。」或作「噳噳」。,is this an ideophone?
yu3~yu3,yǔ~yǔ,與與,与与,yoX~yoX,*C.ɢaʔ~ C.ɢaʔ,NA,NA,NA,NA,NA,"Analects:
與與如也。
""but self-possessed"""
yu4~jie2,yù~jié,蔚結,蔚结,'jut-ket,NA,BR,NA,"鬱鬱, 蔚蔚, 蔚結, 鬱悒","stifled and smothered, glum and grim, with thoughts bound and knotted",NA,yu4 usually pronounced wei4
yu4~yi4,yù~yì,鬱悒,鬱悒,'jut-'ip,NA,BR,NA,"鬱鬱, 蔚蔚, 蔚結, 鬱悒","feeling stifled and smothered, grim and glum, dour and depressed, with thoughts bound and knotted",鬱悶憂愁的樣子。文選．司馬遷．報任少卿書：「顧自以為身殘處穢，動而見尤，欲益反損，是以獨鬱悒而與誰語。」近愁悶反歡暢亦作「壹鬱」、「鬱邑」。,NA
yu4~yu4,yù~yù,菀菀,菀菀,'jut-'jut,NA,RED,艸,NA,"(med.) gently yielding, gracefully supple",NA,yu4 usually pronounced wan3
yu4~yu4,yù~yù,蔚蔚,蔚蔚,'jut-'jut,NA,RED,艸,"鬱鬱, 蔚蔚, 蔚結, 鬱悒","stifled and smothered, glum and grim, with thoughts bound and knotted",悶悶不樂的樣子。後漢書．卷五十九．張衡傳：「愁蔚蔚以慕遠兮，越卬州而愉敖。」漢．仲長統．昌言．理亂：「彼之蔚蔚皆匈（胸）​詈腹詛，幸我之不成，而以奮其前志，詎肯用此為終死之分耶？」,yu4 usually pronounced wei4
yu4~yu4,yù~yù,鬱鬱,鬱鬱,'jut-'jut,NA,RED,NA,"鬱鬱, 蔚蔚, 蔚結, 鬱悒","feeling stifled and smothered, grim and glum, dour and depressed, with thoughts bound and knotted",文采美盛的樣子。論語．八佾：「周監於二代，郁郁乎文哉，吾從周。」香氣濃烈的樣子。文選．司馬相如．上林賦：「郁郁菲菲，眾香發越。」悶悶不樂。史記．卷九十二．淮陰侯傳：「吾亦欲東耳，安能鬱鬱久居此乎？」近邑邑茂盛的樣子。文選．古詩十九首．青青河畔草：「青青河畔草，鬱鬱園中柳。」芳香。文選．劉孝標．廣絕交論：「且心同琴瑟，言鬱郁於蘭茝。」李善．注：「鬱郁，香也。」,NA
yu4~yu4,yù~yù,彧彧,彧彧,'juwk-'juwk,NA,RED,NA,NA,"flourishing fully, lush and thrivin; unusually accomplished, exquisitely elegant",富有文采的樣子。文選．何晏．景福殿賦：「姜瓌瑋以壯麗，紛彧彧其難分。」茂盛的樣子。詩經．小雅．信南山：「疆場翼翼，黍稷彧彧。」,radical support?
yu4~yu4,yù~yù,郁郁,郁郁,'juwk-'juwk, *qʷək~ qʷək,RED,NA,NA,"tasteful and finished, refined and elegant",文采美盛的樣子。論語．八佾：「周監於二代，郁郁乎文哉，吾從周。」香氣濃烈的樣子。文選．司馬相如．上林賦：「郁郁菲菲，眾香發越。」悶悶不樂。史記．卷九十二．淮陰侯傳：「吾亦欲東耳，安能鬱鬱久居此乎？」近邑邑茂盛的樣子。文選．古詩十九首．青青河畔草：「青青河畔草，鬱鬱園中柳。」芳香。文選．劉孝標．廣絕交論：「且心同琴瑟，言鬱郁於蘭茝。」李善．注：「鬱郁，香也。」,radical support?
yu4~yu4,yù~yù,燠煜,燠煜,'juwk-yuwk,NA,RR,火,NA,sultery and sweltering,NA,NA
yu4~yu4,yù~yù,愈愈,愈愈,NA,NA,NA,NA,NA,NA,極言其甚。詩經．小雅．正月：「憂心愈愈，是以有侮。」,NA
yu4~yu4,yù~yù,昱昱,昱昱,yuwk-yuwk,NA,RED,日,NA,"illuminate(d), bright(en), burnish; shine, shed light on; glow(ing)",形容日光的閃耀。晉．傅玄．紫華賦：「渙渙昱昱，而奪人目精。」,NA
yu4~yu4,yù~yù,煜煜,煜煜,yuwk-yuwk,NA,RED,火,NA,"burning brightly, flamboyant; blazing, flaming; sweltering, excessively hot and humid",光明照耀的樣子。南朝梁．簡文帝．詠朝日詩：「團團出天外，煜煜上層峰。」宋．蘇軾．二十七日自陽平至斜谷宿於南山中蟠龍寺詩：「谷中暗水響瀧瀧，嶺上疏星明煜煜。」,NA
yuan1~chu2,yuān~chú,鵷雛,鵷雏,jwon-dzrju,NA,NOTIDEOPHONE,NA,NA,species of phoenix,鸞鳳之屬。文選．司馬相如．上林賦：「捷鵷雛，揜焦明。」,mythology
yuan1~yuan1,yuān~yuān,蜎蜎,蜎蜎,gjwien-gjwien,NA,RED,虫,NA,"creeping and crawling, advancing slowly",蟲蠕動屈曲的樣子。詩經．豳風．東山：「蜎蜎者蠋，烝在桑野。」,NA
yuan1~yuan1,yuān~yuān,嫚嫚,嫚嫚,hjwon hjwon,NA,RED,女,NA,"tender, gentle, elegant, langid",NA,嫚 yuan1 also man4 (MC maenH)
yuan1~yuan1,yuān~yuān,悁悁,悁悁,NA,NA,NA,NA,NA,NA,憂思、憂悶。詩經．陳風．澤陂：「寤寐無為，中心悁悁。」唐．韓愈．贈別元十八協律詩六首之四：「如何又須別，使我抱悁悁。」憤怒。後漢書．卷六十六．陳蕃傳：「至於陛下，有何悁悁？」形容誠懇真切。宋．楊萬里．寄謝蜀帥袁起巖尚書閣學寄贈藥物詩：「只有錦城袁閣學，寄詩贈藥意悁悁。」,NA
yuan1~yuan1,yuān~yuān,淵淵,渊渊,NA,NA,NA,NA,NA,NA,靜深貌。禮記．中庸：「淵淵其淵，浩浩其天。」鼓聲。詩經．小雅．采芑：「伐鼓淵淵，振旅闐闐。」三國演義．第二十三回：「衡穿舊衣而入，遂擊鼓為漁陽三撾，音節殊妙，淵淵有金石聲。」,NA
yuan2~yuan2,yuán~yuán,爰爰,爰爰,hjwon-hjwon,NA,RED,NA,NA,"surely and easily, coolly and carelessly",舒緩的樣子。詩經．王風．兔爰：「有兔爰爰，雉離于羅。」,NA
yuan2~yuan2,yuán~yuán,元元,元元,NA,NA,NA,NA,NA,NA,人民、百姓。戰國策．秦策一：「今欲并天下，凌萬乘，詘敵國，制海內，子元元，臣諸侯，非兵不可。」元．黃鎮成．城西紀事詩：「我聞增慘愴，無策拯元元。」善意的，可憐愛的。漢書．卷四．文帝紀：「結兄弟之義，以全天下元元之民。」顏師古．注：「元元，善意也。」事物的本源。唐．李咸用．大雪歌：「暫反元元歸太素。歸太素，不知歸得人心否？」,"Yuanyuan is not always an ideophone!!

Sometimes it is 人民、百姓 or 事物的本源"
yuan2~yuan2,yuán~yuán,源源,源源,ngjwon-ngjwon,NA,RED,水,NA,"continuously connected, unbroken line",水流不斷，引申為連續的樣子。宋．曾鞏．冬望詩：「日令我意失枯槁，水之灌養源源來。」,radical support?
yue4~yue4,yuè~yuè,躍躍,跃跃,thak-thak,NA,RED,足,NA,"swiftly and speedily, racing rapidly",心動不定的樣子。晉．夏侯湛．獵兔賦：「擢輕足之煢煢，振遊形之躍躍。」喜悅的樣子。唐．韓愈．韋侍講盛山十二詩序：「夫得利則躍躍以喜，不利則戚戚以泣。」,ti4 usually pronounced yue4
yue4~yue4,yuè~yuè,爚爚,爚爚,yak-yak,NA,RED,火,NA,"flashing and flickering, blazingly bright",光明的樣子。文選．班固．西都賦：「震震爚爚，雷奔電激。」,NA
yue4~yue4,yuè~yuè,躍躍,跃跃,yak-yak,NA,RED,足,NA,"exult, exilient; jubilate, be in high spirits; skip with joy; caper",心動不定的樣子。晉．夏侯湛．獵兔賦：「擢輕足之煢煢，振遊形之躍躍。」喜悅的樣子。唐．韓愈．韋侍講盛山十二詩序：「夫得利則躍躍以喜，不利則戚戚以泣。」,extension from basic meaning 'leap over'
yun2~yun2,yún~yún,紜紜,纭纭,hjon-hjon,NA,RED,絲,NA,"in jumbled disorder, ravelled and tangled, helter-skelter, scrambled clutter",多而紛亂的樣子。唐．白居易．朱陳村詩：「機梭聲札札，牛驢走紜紜。」,NA
yun2~yun2,yún~yún,芸芸,芸芸,hjun-hjun,NA,RED,艸,NA,manifold and plentiful,眾多的樣子。老子．第十六章：「夫物芸芸，各復歸其根。」抱朴子．外篇．逸民：「萬物芸芸，化為埃塵矣。」亦作「云云」。,NA
yun2~yun2,yún~yún,云云,云云,NA,NA,NA,NA,NA,NA,如此如此。漢書．卷五十．汲黯傳：「上方招文學儒者，上曰吾欲云云。」近如此紛紜的議論。晉書．卷七十八．孔愉傳：「人口云云，無所不至。」文明小史．第二十九回：「至於兵船來到的話，乃是謠言，還祈從中替府憲說明，免致驚疑云云。」眾多的樣子。莊子．在宥：「萬物云云，各復其根。」亦作「芸芸」。,NA
yun2~yun2,yún~yún,畇畇,畇畇,ywin-ywin,NA,RED,田,NA,"cleared and cultivated, of farming plots; aligned and evened up",田地開墾得很平的樣子。詩經．小雅．信南山：「畇畇原隰，曾孫田之。」,NA
za2~cuo4,zá~cuò,雜錯,杂错,dzop-tshak,NA,RR,NA,NA,merged and mingled,間雜、錯雜。後漢書．卷五十九．張衡傳：「舒妙婧之纖腰兮，揚雜錯之袿徽。」三國志．卷五十三．吳書．張紘傳：「賢愚雜錯，長幼失敘。」或作「雜厝」。,NA
za2~ta4,zá~tà,雜遝,杂遝,dzop-dop,NA,RR,NA,NA,"teeming throng, mingled mass",眾多而紛亂的樣子。漢書．卷三十六．楚元王劉交傳：「及至周文，開基西郊，雜遝眾賢，罔不肅和，崇推讓之風，以銷分爭之訟。」唐．杜甫．麗人行：「簫鼓哀吟感鬼神，賓從雜遝實要津。」,NA
za2~xi2,zá~xí,雜襲,杂袭,dzop-zip,NA,RR,NA,NA,meshed and melded,NA,NA
zai4~zai4,zài~zài,在在,在在,dzojX-dzojX,NA,RED,NA,NA,wherever,處處。宋．楊萬里．明發南屏詩：「新晴在在野花香，過語迢迢沙路長。」紅樓夢．第五十八回：「或呈告無據，或舉薦無因，種種不善，在在生事，也難備述。」近到處、隨處,is this an ideophone?
zang1~zang1,zāng~zāng,牂牂,牂牂,tsang-tsang,NA,RED,羊,NA,burgeon thickly,枝葉茂盛的樣子。詩經．陳風．東門之楊：「東門之楊，其葉牂牂。」毛亨．傳：「牂牂然，盛貌。」,NA
zao4~ci4,zào~cì,造次,造次,tshawX-tshijH,NA,RR,NA,NA,"negligently, indifferently, as one will; hastily, summarily, impetuous and disorganized",倉卒、緊迫。論語．里仁：「君子無終食之間違仁，造次必於是，顛沛必於是。」後漢書．卷十六．寇恂傳：「得賢則造次未安，不賢則秖更生亂。」鹵莽。三國演義．第七十六回：「但言山城初附，民心未定，不敢造次興兵，恐失所守。」初刻拍案驚奇．卷十七：「礙著是頭一日來到，不敢就造次，只好眉梢眼角，做些功夫。」近冒昧,NA
zao4~zao4,zào~zào,慥慥,慥慥,tshawH-tshawH,NA,RED,心,NA,"reliable and right-minded, honest and open",忠厚誠實的樣子。禮記．中庸：「庸德之行，庸言之謹，有所不足，不敢不勉，有餘不敢盡，言顧行，行顧言，君子胡不慥慥爾？」,NA
ze2~ze2,zé~zé,澤澤,泽泽,NA,NA,NA,NA,NA,NA,NA,NA
ze2~ze2,zé~zé,嘖嘖,啧啧,tsreak-tsreak,NA,RED,口,NA,"twittering and chirping of birds, creaking of insects; clucking and chirking in approbation",狀聲詞：(1)​ 形容蟲鳥鳴叫聲。爾雅．釋鳥：「行雇唶唶，宵雇嘖嘖。」邢昺．疏：「唶唶、嘖嘖，鳥聲貌也。」初刻拍案驚奇．卷三：「那邊地方裡居民，家家蓄養蜈蚣，有大尺餘者，多放在枕畔或枕中，若有蛇至，蜈蚣便嘖嘖作聲。」(2)​ 形容咂嘴聲。表示讚嘆、驚奇。初刻拍案驚奇．卷六：「狄氏隨手就囊中取起來看，口裡嘖嘖道：『果然好珠！』」文明小史．第二十一回：「楊編修嘖嘖稱讚，說他輕了十年年紀。」形容爭相言語、議論。明史．卷二四五．周宗建傳：「近日政事，外廷嘖嘖，咸謂奧窔之中，莫可測識。」,NA
zeng1~zeng1,zēng~zēng,增增,增增,NA,NA,NA,NA,NA,NA,NA,NA
zha4,zhà,咤,咤,traeH,NA,SINGLE,口,NA,"onom. of eating noisily and with gusto, smacking the lips; onom. of exclamatory admiration or sighing regret",NA,NA
zha4~luo4,zhà~luò,砟硌,砟硌,tsak-lak,NA,RR,石,NA,"crookedly cragged, jaggedly jutting",NA,NA
zha4~sha1,zhà~shā,咤沙,咤沙,traeH-srae,NA,RR,NA,NA,"(med.) open(ly), widespread",NA,NA
zhan1~duan4,zhān~duàn,占斷,占断,tsyemH-dwanH,NA,RR,NA,NA,"(med.) control completely; enjoy alone, enjoy to the fullest",占卜以判斷吉凶。全部占有。唐．吳融．杏花詩：「粉薄紅輕掩斂羞，花中占斷得風流。」,NA
zhan1~zhan1,zhān~zhān,沾沾,沾沾,trjem-trjem,NA,RED,水,NA,"boastful and blustering, smug and self-regarding",NA,radical support?
